name^|^value^|^source_system^|^scoring_id^|^customer_id^|^scoring_grp^|^subscr_id^|^household_id
churn_score^|^403^|^BDP^|^373^|^46189447^|^373^|^32837772^|^403
churn_score^|^404^|^BDP^|^374^|^46189448^|^374^|^32837773^|^404
churn_score^|^405^|^BDP^|^375^|^46189449^|^375^|^32837774^|^405
churn_score^|^406^|^BDP^|^376^|^46189450^|^376^|^32837775^|^406
churn_score^|^407^|^BDP^|^377^|^46189451^|^377^|^32837776^|^407
churn_score^|^408^|^BDP^|^378^|^46189452^|^378^|^32837777^|^408
churn_score^|^409^|^BDP^|^379^|^46189453^|^379^|^32837778^|^409
churn_score^|^410^|^BDP^|^380^|^46189454^|^380^|^32837779^|^410
churn_score^|^411^|^BDP^|^381^|^46189455^|^381^|^32837780^|^411
churn_score^|^412^|^BDP^|^382^|^46189456^|^382^|^32837781^|^412
churn_score^|^413^|^BDP^|^383^|^46189457^|^383^|^32837782^|^413
churn_score^|^414^|^BDP^|^384^|^46189458^|^384^|^32837783^|^414
churn_score^|^415^|^BDP^|^385^|^46189459^|^385^|^32837784^|^415
churn_score^|^416^|^BDP^|^386^|^46189460^|^386^|^32837785^|^416
churn_score^|^417^|^BDP^|^387^|^46189461^|^387^|^32837786^|^417
churn_score^|^418^|^BDP^|^388^|^46189462^|^388^|^32837787^|^418
churn_score^|^419^|^BDP^|^389^|^46189463^|^389^|^32837788^|^419
churn_score^|^420^|^BDP^|^390^|^46189464^|^390^|^32837789^|^420
churn_score^|^421^|^BDP^|^391^|^46189465^|^391^|^32837790^|^421
churn_score^|^422^|^BDP^|^392^|^46189466^|^392^|^32837791^|^422
churn_score^|^423^|^BDP^|^393^|^46189467^|^393^|^32837792^|^423
churn_score^|^424^|^BDP^|^394^|^46189468^|^394^|^32837793^|^424
churn_score^|^425^|^BDP^|^395^|^46189469^|^395^|^32837794^|^425
churn_score^|^426^|^BDP^|^396^|^46189470^|^396^|^32837795^|^426
churn_score^|^427^|^BDP^|^397^|^46189471^|^397^|^32837796^|^427
churn_score^|^428^|^BDP^|^398^|^46189472^|^398^|^32837797^|^428
churn_score^|^429^|^BDP^|^399^|^46189473^|^399^|^32837798^|^429
churn_score^|^430^|^BDP^|^400^|^46189474^|^400^|^32837799^|^430
churn_score^|^431^|^BDP^|^401^|^46189475^|^401^|^32837800^|^431
churn_score^|^432^|^BDP^|^402^|^46189476^|^402^|^32837801^|^432
churn_score^|^433^|^BDP^|^403^|^46189477^|^403^|^32837802^|^433
churn_score^|^434^|^BDP^|^404^|^46189478^|^404^|^32837803^|^434
churn_score^|^435^|^BDP^|^405^|^46189479^|^405^|^32837804^|^435
churn_score^|^436^|^BDP^|^406^|^46189480^|^406^|^32837805^|^436
churn_score^|^437^|^BDP^|^407^|^46189481^|^407^|^32837806^|^437
churn_score^|^438^|^BDP^|^408^|^46189482^|^408^|^32837807^|^438
churn_score^|^439^|^BDP^|^409^|^46189483^|^409^|^32837808^|^439
churn_score^|^440^|^BDP^|^410^|^46189484^|^410^|^32837809^|^440
churn_score^|^441^|^BDP^|^411^|^46189485^|^411^|^32837810^|^441
churn_score^|^442^|^BDP^|^412^|^46189486^|^412^|^32837811^|^442
churn_score^|^443^|^BDP^|^413^|^46189487^|^413^|^32837812^|^443
churn_score^|^444^|^BDP^|^414^|^46189488^|^414^|^32837813^|^444
churn_score^|^445^|^BDP^|^415^|^46189489^|^415^|^32837814^|^445
churn_score^|^446^|^BDP^|^416^|^46189490^|^416^|^32837815^|^446
churn_score^|^447^|^BDP^|^417^|^46189491^|^417^|^32837816^|^447
churn_score^|^448^|^BDP^|^418^|^46189492^|^418^|^32837817^|^448
churn_score^|^449^|^BDP^|^419^|^46189493^|^419^|^32837818^|^449
churn_score^|^450^|^BDP^|^420^|^46189494^|^420^|^32837819^|^450
churn_score^|^451^|^BDP^|^421^|^46189495^|^421^|^32837820^|^451
churn_score^|^452^|^BDP^|^422^|^46189496^|^422^|^32837821^|^452
churn_score^|^453^|^BDP^|^423^|^46189497^|^423^|^32837822^|^453
churn_score^|^454^|^BDP^|^424^|^46189498^|^424^|^32837823^|^454
churn_score^|^455^|^BDP^|^425^|^46189499^|^425^|^32837824^|^455
churn_score^|^456^|^BDP^|^426^|^46189500^|^426^|^32837825^|^456
churn_score^|^457^|^BDP^|^427^|^46189501^|^427^|^32837826^|^457
churn_score^|^458^|^BDP^|^428^|^46189502^|^428^|^32837827^|^458
churn_score^|^459^|^BDP^|^429^|^46189503^|^429^|^32837828^|^459
churn_score^|^460^|^BDP^|^430^|^46189504^|^430^|^32837829^|^460
churn_score^|^461^|^BDP^|^431^|^46189505^|^431^|^32837830^|^461
churn_score^|^462^|^BDP^|^432^|^46189506^|^432^|^32837831^|^462
churn_score^|^463^|^BDP^|^433^|^46189507^|^433^|^32837832^|^463
churn_score^|^464^|^BDP^|^434^|^46189508^|^434^|^32837833^|^464
churn_score^|^465^|^BDP^|^435^|^46189509^|^435^|^32837834^|^465
churn_score^|^466^|^BDP^|^436^|^46189510^|^436^|^32837835^|^466
churn_score^|^467^|^BDP^|^437^|^46189511^|^437^|^32837836^|^467
churn_score^|^468^|^BDP^|^438^|^46189512^|^438^|^32837837^|^468
churn_score^|^469^|^BDP^|^439^|^46189513^|^439^|^32837838^|^469
churn_score^|^470^|^BDP^|^440^|^46189514^|^440^|^32837839^|^470
churn_score^|^471^|^BDP^|^441^|^46189515^|^441^|^32837840^|^471
churn_score^|^472^|^BDP^|^442^|^46189516^|^442^|^32837841^|^472
churn_score^|^473^|^BDP^|^443^|^46189517^|^443^|^32837842^|^473
churn_score^|^474^|^BDP^|^444^|^46189518^|^444^|^32837843^|^474
churn_score^|^475^|^BDP^|^445^|^46189519^|^445^|^32837844^|^475
churn_score^|^476^|^BDP^|^446^|^46189520^|^446^|^32837845^|^476
churn_score^|^477^|^BDP^|^447^|^46189521^|^447^|^32837846^|^477
churn_score^|^478^|^BDP^|^448^|^46189522^|^448^|^32837847^|^478
churn_score^|^479^|^BDP^|^449^|^46189523^|^449^|^32837848^|^479
churn_score^|^480^|^BDP^|^450^|^46189524^|^450^|^32837849^|^480
churn_score^|^481^|^BDP^|^451^|^46189525^|^451^|^32837850^|^481
churn_score^|^482^|^BDP^|^452^|^46189526^|^452^|^32837851^|^482
churn_score^|^483^|^BDP^|^453^|^46189527^|^453^|^32837852^|^483
churn_score^|^484^|^BDP^|^454^|^46189528^|^454^|^32837853^|^484
churn_score^|^485^|^BDP^|^455^|^46189529^|^455^|^32837854^|^485
churn_score^|^486^|^BDP^|^456^|^46189530^|^456^|^32837855^|^486
churn_score^|^487^|^BDP^|^457^|^46189531^|^457^|^32837856^|^487
churn_score^|^488^|^BDP^|^458^|^46189532^|^458^|^32837857^|^488
churn_score^|^489^|^BDP^|^459^|^46189533^|^459^|^32837858^|^489
churn_score^|^490^|^BDP^|^460^|^46189534^|^460^|^32837859^|^490
churn_score^|^491^|^BDP^|^461^|^46189535^|^461^|^32837860^|^491
churn_score^|^492^|^BDP^|^462^|^46189536^|^462^|^32837861^|^492
churn_score^|^493^|^BDP^|^463^|^46189537^|^463^|^32837862^|^493
churn_score^|^494^|^BDP^|^464^|^46189538^|^464^|^32837863^|^494
churn_score^|^495^|^BDP^|^465^|^46189539^|^465^|^32837864^|^495
churn_score^|^496^|^BDP^|^466^|^46189540^|^466^|^32837865^|^496
churn_score^|^497^|^BDP^|^467^|^46189541^|^467^|^32837866^|^497
churn_score^|^498^|^BDP^|^468^|^46189542^|^468^|^32837867^|^498
churn_score^|^499^|^BDP^|^469^|^46189543^|^469^|^32837868^|^499
churn_score^|^500^|^BDP^|^470^|^46189544^|^470^|^32837869^|^500
churn_score^|^501^|^BDP^|^471^|^46189545^|^471^|^32837870^|^501
churn_score^|^502^|^BDP^|^472^|^46189546^|^472^|^32837871^|^502
churn_score^|^503^|^BDP^|^473^|^46189547^|^473^|^32837872^|^503
churn_score^|^504^|^BDP^|^474^|^46189548^|^474^|^32837873^|^504
churn_score^|^505^|^BDP^|^475^|^46189549^|^475^|^32837874^|^505
churn_score^|^506^|^BDP^|^476^|^46189550^|^476^|^32837875^|^506
churn_score^|^507^|^BDP^|^477^|^46189551^|^477^|^32837876^|^507
churn_score^|^508^|^BDP^|^478^|^46189552^|^478^|^32837877^|^508
churn_score^|^509^|^BDP^|^479^|^46189553^|^479^|^32837878^|^509
churn_score^|^510^|^BDP^|^480^|^46189554^|^480^|^32837879^|^510
churn_score^|^511^|^BDP^|^481^|^46189555^|^481^|^32837880^|^511
churn_score^|^512^|^BDP^|^482^|^46189556^|^482^|^32837881^|^512
churn_score^|^513^|^BDP^|^483^|^46189557^|^483^|^32837882^|^513
churn_score^|^514^|^BDP^|^484^|^46189558^|^484^|^32837883^|^514
churn_score^|^515^|^BDP^|^485^|^46189559^|^485^|^32837884^|^515
churn_score^|^516^|^BDP^|^486^|^46189560^|^486^|^32837885^|^516
churn_score^|^517^|^BDP^|^487^|^46189561^|^487^|^32837886^|^517
churn_score^|^518^|^BDP^|^488^|^46189562^|^488^|^32837887^|^518
churn_score^|^519^|^BDP^|^489^|^46189563^|^489^|^32837888^|^519
churn_score^|^520^|^BDP^|^490^|^46189564^|^490^|^32837889^|^520
churn_score^|^521^|^BDP^|^491^|^46189565^|^491^|^32837890^|^521
churn_score^|^522^|^BDP^|^492^|^46189566^|^492^|^32837891^|^522
churn_score^|^523^|^BDP^|^493^|^46189567^|^493^|^32837892^|^523
churn_score^|^524^|^BDP^|^494^|^46189568^|^494^|^32837893^|^524
churn_score^|^525^|^BDP^|^495^|^46189569^|^495^|^32837894^|^525
churn_score^|^526^|^BDP^|^496^|^46189570^|^496^|^32837895^|^526
churn_score^|^527^|^BDP^|^497^|^46189571^|^497^|^32837896^|^527
churn_score^|^528^|^BDP^|^498^|^46189572^|^498^|^32837897^|^528
churn_score^|^529^|^BDP^|^499^|^46189573^|^499^|^32837898^|^529
churn_score^|^530^|^BDP^|^500^|^46189574^|^500^|^32837899^|^530
churn_score^|^531^|^BDP^|^501^|^46189575^|^501^|^32837900^|^531
churn_score^|^532^|^BDP^|^502^|^46189576^|^502^|^32837901^|^532
churn_score^|^533^|^BDP^|^503^|^46189577^|^503^|^32837902^|^533
churn_score^|^534^|^BDP^|^504^|^46189578^|^504^|^32837903^|^534
churn_score^|^535^|^BDP^|^505^|^46189579^|^505^|^32837904^|^535
churn_score^|^536^|^BDP^|^506^|^46189580^|^506^|^32837905^|^536
churn_score^|^537^|^BDP^|^507^|^46189581^|^507^|^32837906^|^537
churn_score^|^538^|^BDP^|^508^|^46189582^|^508^|^32837907^|^538
churn_score^|^539^|^BDP^|^509^|^46189583^|^509^|^32837908^|^539
churn_score^|^540^|^BDP^|^510^|^46189584^|^510^|^32837909^|^540
churn_score^|^541^|^BDP^|^511^|^46189585^|^511^|^32837910^|^541
churn_score^|^542^|^BDP^|^512^|^46189586^|^512^|^32837911^|^542
churn_score^|^543^|^BDP^|^513^|^46189587^|^513^|^32837912^|^543
churn_score^|^544^|^BDP^|^514^|^46189588^|^514^|^32837913^|^544
churn_score^|^545^|^BDP^|^515^|^46189589^|^515^|^32837914^|^545
churn_score^|^546^|^BDP^|^516^|^46189590^|^516^|^32837915^|^546
