name^|^value^|^customer_id^|^subscr_id^|^household_id
IsEligibleForCable^|^1^|^82123941^|^527^|^423613
IsEligibleForCable^|^1^|^82123942^|^528^|^423614
IsEligibleForCable^|^1^|^82123943^|^529^|^423615
IsEligibleForCable^|^1^|^82123944^|^530^|^423616
IsEligibleForCable^|^1^|^82123945^|^531^|^423617
IsEligibleForCable^|^1^|^82123946^|^532^|^423618
IsEligibleForCable^|^1^|^82123947^|^533^|^423619
IsEligibleForCable^|^1^|^82123948^|^534^|^423620
IsEligibleForCable^|^1^|^82123949^|^535^|^423621
IsEligibleForCable^|^1^|^82123950^|^536^|^423622
IsEligibleForCable^|^1^|^82123951^|^537^|^423623
IsEligibleForCable^|^1^|^82123952^|^538^|^423624
IsEligibleForCable^|^1^|^82123953^|^539^|^423625
IsEligibleForCable^|^1^|^82123954^|^540^|^423626
IsEligibleForCable^|^1^|^82123955^|^541^|^423627
IsEligibleForCable^|^1^|^82123956^|^542^|^423628
IsEligibleForCable^|^1^|^82123957^|^543^|^423629
IsEligibleForCable^|^1^|^82123958^|^544^|^423630
IsEligibleForCable^|^1^|^82123959^|^545^|^423631
IsEligibleForCable^|^1^|^82123960^|^546^|^423632
IsEligibleForCable^|^1^|^82123961^|^547^|^423633
IsEligibleForCable^|^1^|^82123962^|^548^|^423634
IsEligibleForCable^|^1^|^82123963^|^549^|^423635
IsEligibleForCable^|^1^|^82123964^|^550^|^423636
IsEligibleForCable^|^1^|^82123965^|^551^|^423637
IsEligibleForCable^|^1^|^82123966^|^552^|^423638
IsEligibleForCable^|^1^|^82123967^|^553^|^423639
IsEligibleForCable^|^1^|^82123968^|^554^|^423640
IsEligibleForCable^|^1^|^82123969^|^555^|^423641
IsEligibleForCable^|^1^|^82123970^|^556^|^423642
IsEligibleForCable^|^1^|^82123971^|^557^|^423643
IsEligibleForCable^|^1^|^82123972^|^558^|^423644
IsEligibleForCable^|^1^|^82123973^|^559^|^423645
IsEligibleForCable^|^1^|^82123974^|^560^|^423646
IsEligibleForCable^|^1^|^82123975^|^561^|^423647
IsEligibleForCable^|^1^|^82123976^|^562^|^423648
IsEligibleForCable^|^1^|^82123977^|^563^|^423649
IsEligibleForCable^|^1^|^82123978^|^564^|^423650
IsEligibleForCable^|^1^|^82123979^|^565^|^423651
IsEligibleForCable^|^1^|^82123980^|^566^|^423652
IsEligibleForCable^|^1^|^82123981^|^567^|^423653
IsEligibleForCable^|^1^|^82123982^|^568^|^423654
IsEligibleForCable^|^1^|^82123983^|^569^|^423655
IsEligibleForCable^|^1^|^82123984^|^570^|^423656
IsEligibleForCable^|^1^|^82123985^|^571^|^423657
IsEligibleForCable^|^1^|^82123986^|^572^|^423658
IsEligibleForCable^|^1^|^82123987^|^573^|^423659
IsEligibleForCable^|^1^|^82123988^|^574^|^423660
IsEligibleForCable^|^1^|^82123989^|^575^|^423661
IsEligibleForCable^|^1^|^82123990^|^576^|^423662
IsEligibleForCable^|^1^|^82123991^|^577^|^423663
IsEligibleForCable^|^1^|^82123992^|^578^|^423664
IsEligibleForCable^|^1^|^82123993^|^579^|^423665
IsEligibleForCable^|^1^|^82123994^|^580^|^423666
IsEligibleForCable^|^1^|^82123995^|^581^|^423667
IsEligibleForCable^|^1^|^82123996^|^582^|^423668
IsEligibleForCable^|^1^|^82123997^|^583^|^423669
IsEligibleForCable^|^1^|^82123998^|^584^|^423670
IsEligibleForCable^|^1^|^82123999^|^585^|^423671
IsEligibleForCable^|^1^|^82124000^|^586^|^423672
IsEligibleForCable^|^1^|^82124001^|^587^|^423673
IsEligibleForCable^|^1^|^82124002^|^588^|^423674
IsEligibleForCable^|^1^|^82124003^|^589^|^423675
IsEligibleForCable^|^1^|^82124004^|^590^|^423676
IsEligibleForCable^|^1^|^82124005^|^591^|^423677
IsEligibleForCable^|^1^|^82124006^|^592^|^423678
IsEligibleForCable^|^1^|^82124007^|^593^|^423679
IsEligibleForCable^|^1^|^82124008^|^594^|^423680
IsEligibleForCable^|^1^|^82124009^|^595^|^423681
IsEligibleForCable^|^1^|^82124010^|^596^|^423682
IsEligibleForCable^|^1^|^82124011^|^597^|^423683
IsEligibleForCable^|^1^|^82124012^|^598^|^423684
IsEligibleForCable^|^1^|^82124013^|^599^|^423685
IsEligibleForCable^|^1^|^82124014^|^600^|^423686
IsEligibleForCable^|^1^|^82124015^|^601^|^423687
IsEligibleForCable^|^1^|^82124016^|^602^|^423688
IsEligibleForCable^|^1^|^82124017^|^603^|^423689
IsEligibleForCable^|^1^|^82124018^|^604^|^423690
IsEligibleForCable^|^1^|^82124019^|^605^|^423691
IsEligibleForCable^|^1^|^82124020^|^606^|^423692
IsEligibleForCable^|^1^|^82124021^|^607^|^423693
IsEligibleForCable^|^1^|^82124022^|^608^|^423694
IsEligibleForCable^|^1^|^82124023^|^609^|^423695
IsEligibleForCable^|^1^|^82124024^|^610^|^423696
IsEligibleForCable^|^1^|^82124025^|^611^|^423697
IsEligibleForCable^|^1^|^82124026^|^612^|^423698
IsEligibleForCable^|^1^|^82124027^|^613^|^423699
IsEligibleForCable^|^1^|^82124028^|^614^|^423700
IsEligibleForCable^|^1^|^82124029^|^615^|^423701
IsEligibleForCable^|^1^|^82124030^|^616^|^423702
IsEligibleForCable^|^1^|^82124031^|^617^|^423703
IsEligibleForCable^|^1^|^82124032^|^618^|^423704
IsEligibleForCable^|^1^|^82124033^|^619^|^423705
IsEligibleForCable^|^1^|^82124034^|^620^|^423706
IsEligibleForCable^|^1^|^82124035^|^621^|^423707
IsEligibleForCable^|^1^|^82124036^|^622^|^423708
IsEligibleForCable^|^1^|^82124037^|^623^|^423709
IsEligibleForCable^|^1^|^82124038^|^624^|^423710
IsEligibleForCable^|^1^|^82124039^|^625^|^423711
IsEligibleForCable^|^1^|^82124040^|^626^|^423712
IsEligibleForCable^|^1^|^82124041^|^627^|^423713
IsEligibleForCable^|^1^|^82124042^|^628^|^423714
IsEligibleForCable^|^1^|^82124043^|^629^|^423715
IsEligibleForCable^|^1^|^82124044^|^630^|^423716
IsEligibleForCable^|^1^|^82124045^|^631^|^423717
IsEligibleForCable^|^1^|^82124046^|^632^|^423718
IsEligibleForCable^|^1^|^82124047^|^633^|^423719
IsEligibleForCable^|^1^|^82124048^|^634^|^423720
IsEligibleForCable^|^1^|^82124049^|^635^|^423721
IsEligibleForCable^|^1^|^82124050^|^636^|^423722
IsEligibleForCable^|^1^|^82124051^|^637^|^423723
IsEligibleForCable^|^1^|^82124052^|^638^|^423724
IsEligibleForCable^|^1^|^82124053^|^639^|^423725
IsEligibleForCable^|^1^|^82124054^|^640^|^423726
IsEligibleForCable^|^1^|^82124055^|^641^|^423727
IsEligibleForCable^|^1^|^82124056^|^642^|^423728
IsEligibleForCable^|^1^|^82124057^|^643^|^423729
IsEligibleForCable^|^1^|^82124058^|^644^|^423730
IsEligibleForCable^|^1^|^82124059^|^645^|^423731
IsEligibleForCable^|^1^|^82124060^|^646^|^423732
IsEligibleForCable^|^1^|^82124061^|^647^|^423733
IsEligibleForCable^|^1^|^82124062^|^648^|^423734
IsEligibleForCable^|^1^|^82124063^|^649^|^423735
IsEligibleForCable^|^1^|^82124064^|^650^|^423736
IsEligibleForCable^|^1^|^82124065^|^651^|^423737
IsEligibleForCable^|^1^|^82124066^|^652^|^423738
IsEligibleForCable^|^1^|^82124067^|^653^|^423739
IsEligibleForCable^|^1^|^82124068^|^654^|^423740
IsEligibleForCable^|^1^|^82124069^|^655^|^423741
IsEligibleForCable^|^1^|^82124070^|^656^|^423742
IsEligibleForCable^|^1^|^82124071^|^657^|^423743
IsEligibleForCable^|^1^|^82124072^|^658^|^423744
IsEligibleForCable^|^1^|^82124073^|^659^|^423745
IsEligibleForCable^|^1^|^82124074^|^660^|^423746
IsEligibleForCable^|^1^|^82124075^|^661^|^423747
IsEligibleForCable^|^1^|^82124076^|^662^|^423748
IsEligibleForCable^|^1^|^82124077^|^663^|^423749
IsEligibleForCable^|^1^|^82124078^|^664^|^423750
IsEligibleForCable^|^1^|^82124079^|^665^|^423751
IsEligibleForCable^|^1^|^82124080^|^666^|^423752
IsEligibleForCable^|^1^|^82124081^|^667^|^423753
IsEligibleForCable^|^1^|^82124082^|^668^|^423754
IsEligibleForCable^|^1^|^82124083^|^669^|^423755
IsEligibleForCable^|^1^|^82124084^|^670^|^423756
IsEligibleForCable^|^1^|^82124085^|^671^|^423757
IsEligibleForCable^|^1^|^82124086^|^672^|^423758
IsEligibleForCable^|^1^|^82124087^|^673^|^423759
IsEligibleForCable^|^1^|^82124088^|^674^|^423760
IsEligibleForCable^|^1^|^82124089^|^675^|^423761
IsEligibleForCable^|^1^|^82124090^|^676^|^423762
IsEligibleForCable^|^1^|^82124091^|^677^|^423763
IsEligibleForCable^|^1^|^82124092^|^678^|^423764
IsEligibleForCable^|^1^|^82124093^|^679^|^423765
IsEligibleForCable^|^1^|^82124094^|^680^|^423766
IsEligibleForCable^|^1^|^82124095^|^681^|^423767
IsEligibleForCable^|^1^|^82124096^|^682^|^423768
IsEligibleForCable^|^1^|^82124097^|^683^|^423769
IsEligibleForCable^|^1^|^82124098^|^684^|^423770
IsEligibleForCable^|^1^|^82124099^|^685^|^423771
IsEligibleForCable^|^1^|^82124100^|^686^|^423772
IsEligibleForCable^|^1^|^82124101^|^687^|^423773
IsEligibleForCable^|^1^|^82124102^|^688^|^423774
IsEligibleForCable^|^1^|^82124103^|^689^|^423775
IsEligibleForCable^|^1^|^82124104^|^690^|^423776
IsEligibleForCable^|^1^|^82124105^|^691^|^423777
IsEligibleForCable^|^1^|^82124106^|^692^|^423778
IsEligibleForCable^|^1^|^82124107^|^693^|^423779
IsEligibleForCable^|^1^|^82124108^|^694^|^423780
IsEligibleForCable^|^1^|^82124109^|^695^|^423781
IsEligibleForCable^|^1^|^82124110^|^696^|^423782
IsEligibleForCable^|^1^|^82124111^|^697^|^423783
IsEligibleForCable^|^1^|^82124112^|^698^|^423784
IsEligibleForCable^|^1^|^82124113^|^699^|^423785
IsEligibleForCable^|^1^|^82124114^|^700^|^423786
IsEligibleForCable^|^1^|^82124115^|^701^|^423787
IsEligibleForCable^|^1^|^82124116^|^702^|^423788
IsEligibleForCable^|^1^|^82124117^|^703^|^423789
IsEligibleForCable^|^1^|^82124118^|^704^|^423790
IsEligibleForCable^|^1^|^82124119^|^705^|^423791
IsEligibleForCable^|^1^|^82124120^|^706^|^423792
IsEligibleForCable^|^1^|^82124121^|^707^|^423793
IsEligibleForCable^|^1^|^82124122^|^708^|^423794
IsEligibleForCable^|^1^|^82124123^|^709^|^423795
IsEligibleForCable^|^1^|^82124124^|^710^|^423796
IsEligibleForCable^|^1^|^82124125^|^711^|^423797
IsEligibleForCable^|^1^|^82124126^|^712^|^423798
IsEligibleForCable^|^1^|^82124127^|^713^|^423799
IsEligibleForCable^|^1^|^82124128^|^714^|^423800
IsEligibleForCable^|^1^|^82124129^|^715^|^423801
IsEligibleForCable^|^1^|^82124130^|^716^|^423802
IsEligibleForCable^|^1^|^82124131^|^717^|^423803
IsEligibleForCable^|^1^|^82124132^|^718^|^423804
IsEligibleForCable^|^1^|^82124133^|^719^|^423805
IsEligibleForCable^|^1^|^82124134^|^720^|^423806
IsEligibleForCable^|^1^|^82124135^|^721^|^423807
IsEligibleForCable^|^1^|^82124136^|^722^|^423808
IsEligibleForCable^|^1^|^82124137^|^723^|^423809
IsEligibleForCable^|^1^|^82124138^|^724^|^423810
IsEligibleForCable^|^1^|^82124139^|^725^|^423811
IsEligibleForCable^|^1^|^82124140^|^726^|^423812
IsEligibleForCable^|^1^|^82124141^|^727^|^423813
IsEligibleForCable^|^1^|^82124142^|^728^|^423814
IsEligibleForCable^|^1^|^82124143^|^729^|^423815
IsEligibleForCable^|^1^|^82124144^|^730^|^423816
IsEligibleForCable^|^1^|^82124145^|^731^|^423817
IsEligibleForCable^|^1^|^82124146^|^732^|^423818
IsEligibleForCable^|^1^|^82124147^|^733^|^423819
IsEligibleForCable^|^1^|^82124148^|^734^|^423820
IsEligibleForCable^|^1^|^82124149^|^735^|^423821
IsEligibleForCable^|^1^|^82124150^|^736^|^423822
IsEligibleForCable^|^1^|^82124151^|^737^|^423823
IsEligibleForCable^|^1^|^82124152^|^738^|^423824
IsEligibleForCable^|^1^|^82124153^|^739^|^423825
IsEligibleForCable^|^1^|^82124154^|^740^|^423826
IsEligibleForCable^|^1^|^82124155^|^741^|^423827
IsEligibleForCable^|^1^|^82124156^|^742^|^423828
IsEligibleForCable^|^1^|^82124157^|^743^|^423829
IsEligibleForCable^|^1^|^82124158^|^744^|^423830
IsEligibleForCable^|^1^|^82124159^|^745^|^423831
IsEligibleForCable^|^1^|^82124160^|^746^|^423832
IsEligibleForCable^|^1^|^82124161^|^747^|^423833
IsEligibleForCable^|^1^|^82124162^|^748^|^423834
IsEligibleForCable^|^1^|^82124163^|^749^|^423835
IsEligibleForCable^|^1^|^82124164^|^750^|^423836
IsEligibleForCable^|^1^|^82124165^|^751^|^423837
IsEligibleForCable^|^1^|^82124166^|^752^|^423838
IsEligibleForCable^|^1^|^82124167^|^753^|^423839
IsEligibleForCable^|^1^|^82124168^|^754^|^423840
IsEligibleForCable^|^1^|^82124169^|^755^|^423841
IsEligibleForCable^|^1^|^82124170^|^756^|^423842
IsEligibleForCable^|^1^|^82124171^|^757^|^423843
IsEligibleForCable^|^1^|^82124172^|^758^|^423844
IsEligibleForCable^|^1^|^82124173^|^759^|^423845
IsEligibleForCable^|^1^|^82124174^|^760^|^423846
IsEligibleForCable^|^1^|^82124175^|^761^|^423847
IsEligibleForCable^|^1^|^82124176^|^762^|^423848
IsEligibleForCable^|^1^|^82124177^|^763^|^423849
IsEligibleForCable^|^1^|^82124178^|^764^|^423850
IsEligibleForCable^|^1^|^82124179^|^765^|^423851
IsEligibleForCable^|^1^|^82124180^|^766^|^423852
IsEligibleForCable^|^1^|^82124181^|^767^|^423853
IsEligibleForCable^|^1^|^82124182^|^768^|^423854
IsEligibleForCable^|^1^|^82124183^|^769^|^423855
IsEligibleForCable^|^1^|^82124184^|^770^|^423856
IsEligibleForCable^|^1^|^82124185^|^771^|^423857
IsEligibleForCable^|^1^|^82124186^|^772^|^423858
IsEligibleForCable^|^1^|^82124187^|^773^|^423859
IsEligibleForCable^|^1^|^82124188^|^774^|^423860
IsEligibleForCable^|^1^|^82124189^|^775^|^423861
IsEligibleForCable^|^1^|^82124190^|^776^|^423862
IsEligibleForCable^|^1^|^82124191^|^777^|^423863
IsEligibleForCable^|^1^|^82124192^|^778^|^423864
IsEligibleForCable^|^1^|^82124193^|^779^|^423865
IsEligibleForCable^|^1^|^82124194^|^780^|^423866
IsEligibleForCable^|^1^|^82124195^|^781^|^423867
IsEligibleForCable^|^1^|^82124196^|^782^|^423868
IsEligibleForCable^|^1^|^82124197^|^783^|^423869
IsEligibleForCable^|^1^|^82124198^|^784^|^423870
IsEligibleForCable^|^1^|^82124199^|^785^|^423871
IsEligibleForCable^|^1^|^82124200^|^786^|^423872
IsEligibleForCable^|^1^|^82124201^|^787^|^423873
IsEligibleForCable^|^1^|^82124202^|^788^|^423874
IsEligibleForCable^|^1^|^82124203^|^789^|^423875
IsEligibleForCable^|^1^|^82124204^|^790^|^423876
IsEligibleForCable^|^1^|^82124205^|^791^|^423877
IsEligibleForCable^|^1^|^82124206^|^792^|^423878
IsEligibleForCable^|^1^|^82124207^|^793^|^423879
IsEligibleForCable^|^1^|^82124208^|^794^|^423880
IsEligibleForCable^|^1^|^82124209^|^795^|^423881
IsEligibleForCable^|^1^|^82124210^|^796^|^423882
IsEligibleForCable^|^1^|^82124211^|^797^|^423883
IsEligibleForCable^|^1^|^82124212^|^798^|^423884
IsEligibleForCable^|^1^|^82124213^|^799^|^423885
IsEligibleForCable^|^1^|^82124214^|^800^|^423886
IsEligibleForCable^|^1^|^82124215^|^801^|^423887
IsEligibleForCable^|^1^|^82124216^|^802^|^423888
IsEligibleForCable^|^1^|^82124217^|^803^|^423889
IsEligibleForCable^|^1^|^82124218^|^804^|^423890
IsEligibleForCable^|^1^|^82124219^|^805^|^423891
IsEligibleForCable^|^1^|^82124220^|^806^|^423892
IsEligibleForCable^|^1^|^82124221^|^807^|^423893
IsEligibleForCable^|^1^|^82124222^|^808^|^423894
IsEligibleForCable^|^1^|^82124223^|^809^|^423895
IsEligibleForCable^|^1^|^82124224^|^810^|^423896
IsEligibleForCable^|^1^|^82124225^|^811^|^423897
IsEligibleForCable^|^1^|^82124226^|^812^|^423898
IsEligibleForCable^|^1^|^82124227^|^813^|^423899
IsEligibleForCable^|^1^|^82124228^|^814^|^423900
IsEligibleForCable^|^1^|^82124229^|^815^|^423901
IsEligibleForCable^|^1^|^82124230^|^816^|^423902
IsEligibleForCable^|^1^|^82124231^|^817^|^423903
IsEligibleForCable^|^1^|^82124232^|^818^|^423904
IsEligibleForCable^|^1^|^82124233^|^819^|^423905
IsEligibleForCable^|^1^|^82124234^|^820^|^423906
IsEligibleForCable^|^1^|^82124235^|^821^|^423907
IsEligibleForCable^|^1^|^82124236^|^822^|^423908
IsEligibleForCable^|^1^|^82124237^|^823^|^423909
IsEligibleForCable^|^1^|^82124238^|^824^|^423910
IsEligibleForCable^|^1^|^82124239^|^825^|^423911
IsEligibleForCable^|^1^|^82124240^|^826^|^423912
IsEligibleForCable^|^1^|^82124241^|^827^|^423913
IsEligibleForCable^|^1^|^82124242^|^828^|^423914
IsEligibleForCable^|^1^|^82124243^|^829^|^423915
IsEligibleForCable^|^1^|^82124244^|^830^|^423916
IsEligibleForCable^|^1^|^82124245^|^831^|^423917
IsEligibleForCable^|^1^|^82124246^|^832^|^423918
IsEligibleForCable^|^1^|^82124247^|^833^|^423919
IsEligibleForCable^|^1^|^82124248^|^834^|^423920
IsEligibleForCable^|^1^|^82124249^|^835^|^423921
IsEligibleForCable^|^1^|^82124250^|^836^|^423922
IsEligibleForCable^|^1^|^82124251^|^837^|^423923
IsEligibleForCable^|^1^|^82124252^|^838^|^423924
IsEligibleForCable^|^1^|^82124253^|^839^|^423925
IsEligibleForCable^|^1^|^82124254^|^840^|^423926
IsEligibleForCable^|^1^|^82124255^|^841^|^423927
IsEligibleForCable^|^1^|^82124256^|^842^|^423928
IsEligibleForCable^|^1^|^82124257^|^843^|^423929
IsEligibleForCable^|^1^|^82124258^|^844^|^423930
IsEligibleForCable^|^1^|^82124259^|^845^|^423931
IsEligibleForCable^|^1^|^82124260^|^846^|^423932
IsEligibleForCable^|^1^|^82124261^|^847^|^423933
IsEligibleForCable^|^1^|^82124262^|^848^|^423934
IsEligibleForCable^|^1^|^82124263^|^849^|^423935
IsEligibleForCable^|^1^|^82124264^|^850^|^423936
IsEligibleForCable^|^1^|^82124265^|^851^|^423937
IsEligibleForCable^|^1^|^82124266^|^852^|^423938
IsEligibleForCable^|^1^|^82124267^|^853^|^423939
IsEligibleForCable^|^1^|^82124268^|^854^|^423940
IsEligibleForCable^|^1^|^82124269^|^855^|^423941
IsEligibleForCable^|^1^|^82124270^|^856^|^423942
IsEligibleForCable^|^1^|^82124271^|^857^|^423943
IsEligibleForCable^|^1^|^82124272^|^858^|^423944
IsEligibleForCable^|^1^|^82124273^|^859^|^423945
IsEligibleForCable^|^1^|^82124274^|^860^|^423946
IsEligibleForCable^|^1^|^82124275^|^861^|^423947
IsEligibleForCable^|^1^|^82124276^|^862^|^423948
IsEligibleForCable^|^1^|^82124277^|^863^|^423949
IsEligibleForCable^|^1^|^82124278^|^864^|^423950
IsEligibleForCable^|^1^|^82124279^|^865^|^423951
IsEligibleForCable^|^1^|^82124280^|^866^|^423952
IsEligibleForCable^|^1^|^82124281^|^867^|^423953
IsEligibleForCable^|^1^|^82124282^|^868^|^423954
IsEligibleForCable^|^1^|^82124283^|^869^|^423955
IsEligibleForCable^|^1^|^82124284^|^870^|^423956
IsEligibleForCable^|^1^|^82124285^|^871^|^423957
IsEligibleForCable^|^1^|^82124286^|^872^|^423958
IsEligibleForCable^|^1^|^82124287^|^873^|^423959
IsEligibleForCable^|^1^|^82124288^|^874^|^423960
IsEligibleForCable^|^1^|^82124289^|^875^|^423961
IsEligibleForCable^|^1^|^82124290^|^876^|^423962
IsEligibleForCable^|^1^|^82124291^|^877^|^423963
IsEligibleForCable^|^1^|^82124292^|^878^|^423964
IsEligibleForCable^|^1^|^82124293^|^879^|^423965
IsEligibleForCable^|^1^|^82124294^|^880^|^423966
IsEligibleForCable^|^1^|^82124295^|^881^|^423967
IsEligibleForCable^|^1^|^82124296^|^882^|^423968
IsEligibleForCable^|^1^|^82124297^|^883^|^423969
IsEligibleForCable^|^1^|^82124298^|^884^|^423970
IsEligibleForCable^|^1^|^82124299^|^885^|^423971
IsEligibleForCable^|^1^|^82124300^|^886^|^423972
IsEligibleForCable^|^1^|^82124301^|^887^|^423973
IsEligibleForCable^|^1^|^82124302^|^888^|^423974
IsEligibleForCable^|^1^|^82124303^|^889^|^423975
IsEligibleForCable^|^1^|^82124304^|^890^|^423976
IsEligibleForCable^|^1^|^82124305^|^891^|^423977
IsEligibleForCable^|^1^|^82124306^|^892^|^423978
IsEligibleForCable^|^1^|^82124307^|^893^|^423979
IsEligibleForCable^|^1^|^82124308^|^894^|^423980
IsEligibleForCable^|^1^|^82124309^|^895^|^423981
IsEligibleForCable^|^1^|^82124310^|^896^|^423982
IsEligibleForCable^|^1^|^82124311^|^897^|^423983
IsEligibleForCable^|^1^|^82124312^|^898^|^423984
IsEligibleForCable^|^1^|^82124313^|^899^|^423985
IsEligibleForCable^|^1^|^82124314^|^900^|^423986
IsEligibleForCable^|^1^|^82124315^|^901^|^423987
IsEligibleForCable^|^1^|^82124316^|^902^|^423988
IsEligibleForCable^|^1^|^82124317^|^903^|^423989
IsEligibleForCable^|^1^|^82124318^|^904^|^423990
IsEligibleForCable^|^1^|^82124319^|^905^|^423991
IsEligibleForCable^|^1^|^82124320^|^906^|^423992
IsEligibleForCable^|^1^|^82124321^|^907^|^423993
IsEligibleForCable^|^1^|^82124322^|^908^|^423994
IsEligibleForCable^|^1^|^82124323^|^909^|^423995
IsEligibleForCable^|^1^|^82124324^|^910^|^423996
IsEligibleForCable^|^1^|^82124325^|^911^|^423997
IsEligibleForCable^|^1^|^82124326^|^912^|^423998
IsEligibleForCable^|^1^|^82124327^|^913^|^423999
IsEligibleForCable^|^1^|^82124328^|^914^|^424000
IsEligibleForCable^|^1^|^82124329^|^915^|^424001
IsEligibleForCable^|^1^|^82124330^|^916^|^424002
IsEligibleForCable^|^1^|^82124331^|^917^|^424003
IsEligibleForCable^|^1^|^82124332^|^918^|^424004
IsEligibleForCable^|^1^|^82124333^|^919^|^424005
IsEligibleForCable^|^1^|^82124334^|^920^|^424006
IsEligibleForCable^|^1^|^82124335^|^921^|^424007
IsEligibleForCable^|^1^|^82124336^|^922^|^424008
IsEligibleForCable^|^1^|^82124337^|^923^|^424009
IsEligibleForCable^|^1^|^82124338^|^924^|^424010
IsEligibleForCable^|^1^|^82124339^|^925^|^424011
IsEligibleForCable^|^1^|^82124340^|^926^|^424012
IsEligibleForCable^|^1^|^82124341^|^927^|^424013
IsEligibleForCable^|^1^|^82124342^|^928^|^424014
IsEligibleForCable^|^1^|^82124343^|^929^|^424015
IsEligibleForCable^|^1^|^82124344^|^930^|^424016
IsEligibleForCable^|^1^|^82124345^|^931^|^424017
IsEligibleForCable^|^1^|^82124346^|^932^|^424018
IsEligibleForCable^|^1^|^82124347^|^933^|^424019
IsEligibleForCable^|^1^|^82124348^|^934^|^424020
IsEligibleForCable^|^1^|^82124349^|^935^|^424021
IsEligibleForCable^|^1^|^82124350^|^936^|^424022
IsEligibleForCable^|^1^|^82124351^|^937^|^424023
IsEligibleForCable^|^1^|^82124352^|^938^|^424024
IsEligibleForCable^|^1^|^82124353^|^939^|^424025
IsEligibleForCable^|^1^|^82124354^|^940^|^424026
IsEligibleForCable^|^1^|^82124355^|^941^|^424027
IsEligibleForCable^|^1^|^82124356^|^942^|^424028
IsEligibleForCable^|^1^|^82124357^|^943^|^424029
IsEligibleForCable^|^1^|^82124358^|^944^|^424030
IsEligibleForCable^|^1^|^82124359^|^945^|^424031
IsEligibleForCable^|^1^|^82124360^|^946^|^424032
IsEligibleForCable^|^1^|^82124361^|^947^|^424033
IsEligibleForCable^|^1^|^82124362^|^948^|^424034
IsEligibleForCable^|^1^|^82124363^|^949^|^424035
IsEligibleForCable^|^1^|^82124364^|^950^|^424036
IsEligibleForCable^|^1^|^82124365^|^951^|^424037
IsEligibleForCable^|^1^|^82124366^|^952^|^424038
IsEligibleForCable^|^1^|^82124367^|^953^|^424039
IsEligibleForCable^|^1^|^82124368^|^954^|^424040
IsEligibleForCable^|^1^|^82124369^|^955^|^424041
IsEligibleForCable^|^1^|^82124370^|^956^|^424042
IsEligibleForCable^|^1^|^82124371^|^957^|^424043
IsEligibleForCable^|^1^|^82124372^|^958^|^424044
IsEligibleForCable^|^1^|^82124373^|^959^|^424045
IsEligibleForCable^|^1^|^82124374^|^960^|^424046
IsEligibleForCable^|^1^|^82124375^|^961^|^424047
IsEligibleForCable^|^1^|^82124376^|^962^|^424048
IsEligibleForCable^|^1^|^82124377^|^963^|^424049
IsEligibleForCable^|^1^|^82124378^|^964^|^424050
IsEligibleForCable^|^1^|^82124379^|^965^|^424051
IsEligibleForCable^|^1^|^82124380^|^966^|^424052
IsEligibleForCable^|^1^|^82124381^|^967^|^424053
IsEligibleForCable^|^1^|^82124382^|^968^|^424054
IsEligibleForCable^|^1^|^82124383^|^969^|^424055
IsEligibleForCable^|^1^|^82124384^|^970^|^424056
IsEligibleForCable^|^1^|^82124385^|^971^|^424057
IsEligibleForCable^|^1^|^82124386^|^972^|^424058
IsEligibleForCable^|^1^|^82124387^|^973^|^424059
IsEligibleForCable^|^1^|^82124388^|^974^|^424060
IsEligibleForCable^|^1^|^82124389^|^975^|^424061
IsEligibleForCable^|^1^|^82124390^|^976^|^424062
IsEligibleForCable^|^1^|^82124391^|^977^|^424063
IsEligibleForCable^|^1^|^82124392^|^978^|^424064
IsEligibleForCable^|^1^|^82124393^|^979^|^424065
IsEligibleForCable^|^1^|^82124394^|^980^|^424066
IsEligibleForCable^|^1^|^82124395^|^981^|^424067
IsEligibleForCable^|^1^|^82124396^|^982^|^424068
IsEligibleForCable^|^1^|^82124397^|^983^|^424069
IsEligibleForCable^|^1^|^82124398^|^984^|^424070
IsEligibleForCable^|^1^|^82124399^|^985^|^424071
IsEligibleForCable^|^1^|^82124400^|^986^|^424072
IsEligibleForCable^|^1^|^82124401^|^987^|^424073
IsEligibleForCable^|^1^|^82124402^|^988^|^424074
IsEligibleForCable^|^1^|^82124403^|^989^|^424075
IsEligibleForCable^|^1^|^82124404^|^990^|^424076
IsEligibleForCable^|^1^|^82124405^|^991^|^424077
IsEligibleForCable^|^1^|^82124406^|^992^|^424078
IsEligibleForCable^|^1^|^82124407^|^993^|^424079
IsEligibleForCable^|^1^|^82124408^|^994^|^424080
IsEligibleForCable^|^1^|^82124409^|^995^|^424081
IsEligibleForCable^|^1^|^82124410^|^996^|^424082
IsEligibleForCable^|^1^|^82124411^|^997^|^424083
IsEligibleForCable^|^1^|^82124412^|^998^|^424084
IsEligibleForCable^|^1^|^82124413^|^999^|^424085
IsEligibleForCable^|^1^|^82124414^|^1000^|^424086
IsEligibleForCable^|^1^|^82124415^|^1001^|^424087
IsEligibleForCable^|^1^|^82124416^|^1002^|^424088
IsEligibleForCable^|^1^|^82124417^|^1003^|^424089
IsEligibleForCable^|^1^|^82124418^|^1004^|^424090
IsEligibleForCable^|^1^|^82124419^|^1005^|^424091
IsEligibleForCable^|^1^|^82124420^|^1006^|^424092
IsEligibleForCable^|^1^|^82124421^|^1007^|^424093
