sc_id^|^sc_valid_from_date^|^sc_valid_until_date^|^sc_num^|^sc_name^|^sc_orig_num^|^sc_eff_date^|^sc_expire_date^|^sc_ident_type_cd^|^sc_ident1_num^|^sc_ident2_num^|^sc_ident3_num^|^sc_cust_rel_role_cd
224^|^20110603^|^20960528^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180918^|^20191117^|^SCI^|^1694498^|^1694498^|^1694498^|^D
225^|^20130430^|^20960929^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181222^|^20191102^|^SCI^|^1694498^|^1694498^|^1694498^|^D
226^|^20170719^|^20980710^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180810^|^20190421^|^SCI^|^1694498^|^1694498^|^1694498^|^D
227^|^20170927^|^20910222^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180703^|^20190511^|^SCI^|^1694498^|^1694498^|^1694498^|^D
228^|^20140508^|^20981006^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180613^|^20190428^|^SCI^|^1694498^|^1694498^|^1694498^|^D
229^|^20140205^|^20931030^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180728^|^20191109^|^SCI^|^1694498^|^1694498^|^1694498^|^D
230^|^20120616^|^20961111^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181013^|^20191230^|^SCI^|^1694498^|^1694498^|^1694498^|^D
231^|^20151222^|^20950901^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180712^|^20190824^|^SCI^|^1694498^|^1694498^|^1694498^|^D
232^|^20120915^|^20941101^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181123^|^20191116^|^SCI^|^1694498^|^1694498^|^1694498^|^D
233^|^20130929^|^20930513^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180912^|^20190601^|^SCI^|^1694498^|^1694498^|^1694498^|^D
234^|^20120209^|^20960131^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180908^|^20191026^|^SCI^|^1694498^|^1694498^|^1694498^|^D
235^|^20160522^|^20950209^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180425^|^20190517^|^SCI^|^1694498^|^1694498^|^1694498^|^D
236^|^20161126^|^20980606^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180215^|^20190826^|^SCI^|^1694498^|^1694498^|^1694498^|^D
237^|^20161108^|^20981107^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181015^|^20190115^|^SCI^|^1694498^|^1694498^|^1694498^|^D
238^|^20110912^|^20980512^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180201^|^20190208^|^SCI^|^1694498^|^1694498^|^1694498^|^D
239^|^20120211^|^20910808^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180302^|^20190409^|^SCI^|^1694498^|^1694498^|^1694498^|^D
240^|^20151125^|^20981122^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181209^|^20190627^|^SCI^|^1694498^|^1694498^|^1694498^|^D
241^|^20121122^|^20940118^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180208^|^20190627^|^SCI^|^1694498^|^1694498^|^1694498^|^D
242^|^20130509^|^20910212^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180528^|^20190602^|^SCI^|^1694498^|^1694498^|^1694498^|^D
243^|^20150730^|^20930126^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180203^|^20190630^|^SCI^|^1694498^|^1694498^|^1694498^|^D
244^|^20170319^|^20901126^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180607^|^20191222^|^SCI^|^1694498^|^1694498^|^1694498^|^D
245^|^20110823^|^20970422^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181207^|^20191028^|^SCI^|^1694498^|^1694498^|^1694498^|^D
246^|^20120910^|^20931106^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180609^|^20191117^|^SCI^|^1694498^|^1694498^|^1694498^|^D
247^|^20110228^|^20951008^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181201^|^20190424^|^SCI^|^1694498^|^1694498^|^1694498^|^D
248^|^20111110^|^20990929^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181029^|^20190116^|^SCI^|^1694498^|^1694498^|^1694498^|^D
249^|^20110120^|^20970402^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180903^|^20191013^|^SCI^|^1694498^|^1694498^|^1694498^|^D
250^|^20121201^|^20910930^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181114^|^20191230^|^SCI^|^1694498^|^1694498^|^1694498^|^D
251^|^20171021^|^20980302^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180107^|^20190923^|^SCI^|^1694498^|^1694498^|^1694498^|^D
252^|^20120602^|^20940901^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180703^|^20190911^|^SCI^|^1694498^|^1694498^|^1694498^|^D
253^|^20120623^|^20971225^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181118^|^20191216^|^SCI^|^1694498^|^1694498^|^1694498^|^D
254^|^20120614^|^20941023^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180217^|^20191010^|^SCI^|^1694498^|^1694498^|^1694498^|^D
255^|^20160203^|^20940417^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180725^|^20190514^|^SCI^|^1694498^|^1694498^|^1694498^|^D
256^|^20121018^|^20931125^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180613^|^20190111^|^SCI^|^1694498^|^1694498^|^1694498^|^D
257^|^20140603^|^20921201^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180508^|^20190724^|^SCI^|^1694498^|^1694498^|^1694498^|^D
258^|^20150901^|^20930814^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181219^|^20191213^|^SCI^|^1694498^|^1694498^|^1694498^|^D
259^|^20130724^|^20920203^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181118^|^20191221^|^SCI^|^1694498^|^1694498^|^1694498^|^D
260^|^20150528^|^20931001^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180302^|^20190921^|^SCI^|^1694498^|^1694498^|^1694498^|^D
261^|^20150905^|^20901205^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180219^|^20190722^|^SCI^|^1694498^|^1694498^|^1694498^|^D
262^|^20140209^|^20931231^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180417^|^20190821^|^SCI^|^1694498^|^1694498^|^1694498^|^D
263^|^20150211^|^20950929^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181010^|^20190404^|^SCI^|^1694498^|^1694498^|^1694498^|^D
264^|^20140809^|^20940819^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180929^|^20190618^|^SCI^|^1694498^|^1694498^|^1694498^|^D
265^|^20171016^|^20940713^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180222^|^20191004^|^SCI^|^1694498^|^1694498^|^1694498^|^D
266^|^20131029^|^20990708^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180703^|^20190920^|^SCI^|^1694498^|^1694498^|^1694498^|^D
267^|^20160623^|^20970913^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180122^|^20191201^|^SCI^|^1694498^|^1694498^|^1694498^|^D
268^|^20130318^|^20971231^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180307^|^20190224^|^SCI^|^1694498^|^1694498^|^1694498^|^D
269^|^20140404^|^20980827^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180724^|^20190810^|^SCI^|^1694498^|^1694498^|^1694498^|^D
270^|^20160828^|^20970831^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180507^|^20191019^|^SCI^|^1694498^|^1694498^|^1694498^|^D
271^|^20140129^|^20950108^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181021^|^20190501^|^SCI^|^1694498^|^1694498^|^1694498^|^D
272^|^20160226^|^20940428^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180801^|^20190122^|^SCI^|^1694498^|^1694498^|^1694498^|^D
273^|^20120509^|^20920217^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180720^|^20190928^|^SCI^|^1694498^|^1694498^|^1694498^|^D
274^|^20160227^|^20990120^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180111^|^20191127^|^SCI^|^1694498^|^1694498^|^1694498^|^D
275^|^20140415^|^20990125^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180114^|^20191107^|^SCI^|^1694498^|^1694498^|^1694498^|^D
276^|^20170621^|^20940302^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180219^|^20190222^|^SCI^|^1694498^|^1694498^|^1694498^|^D
277^|^20140401^|^20960429^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180114^|^20190914^|^SCI^|^1694498^|^1694498^|^1694498^|^D
278^|^20110413^|^20911118^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181025^|^20190403^|^SCI^|^1694498^|^1694498^|^1694498^|^D
279^|^20120625^|^20921007^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180822^|^20190915^|^SCI^|^1694498^|^1694498^|^1694498^|^D
280^|^20121022^|^20940518^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180613^|^20190610^|^SCI^|^1694498^|^1694498^|^1694498^|^D
281^|^20130930^|^20971217^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180607^|^20190726^|^SCI^|^1694498^|^1694498^|^1694498^|^D
282^|^20150629^|^20941225^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180721^|^20190112^|^SCI^|^1694498^|^1694498^|^1694498^|^D
283^|^20161030^|^20931218^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180217^|^20190204^|^SCI^|^1694498^|^1694498^|^1694498^|^D
284^|^20130216^|^20940810^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180807^|^20190918^|^SCI^|^1694498^|^1694498^|^1694498^|^D
285^|^20160303^|^20941228^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180514^|^20190324^|^SCI^|^1694498^|^1694498^|^1694498^|^D
286^|^20120909^|^20910116^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181127^|^20191003^|^SCI^|^1694498^|^1694498^|^1694498^|^D
287^|^20130325^|^20970729^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181128^|^20190716^|^SCI^|^1694498^|^1694498^|^1694498^|^D
288^|^20170419^|^20991005^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181119^|^20190327^|^SCI^|^1694498^|^1694498^|^1694498^|^D
289^|^20121110^|^20970918^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180908^|^20190116^|^SCI^|^1694498^|^1694498^|^1694498^|^D
290^|^20110801^|^20951113^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181028^|^20191127^|^SCI^|^1694498^|^1694498^|^1694498^|^D
291^|^20131212^|^20931027^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181128^|^20191105^|^SCI^|^1694498^|^1694498^|^1694498^|^D
292^|^20170811^|^20910207^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180520^|^20191018^|^SCI^|^1694498^|^1694498^|^1694498^|^D
293^|^20110514^|^20980501^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180617^|^20190630^|^SCI^|^1694498^|^1694498^|^1694498^|^D
294^|^20140507^|^20930126^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180430^|^20190213^|^SCI^|^1694498^|^1694498^|^1694498^|^D
295^|^20140821^|^20940809^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181124^|^20190811^|^SCI^|^1694498^|^1694498^|^1694498^|^D
296^|^20130110^|^20960219^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180320^|^20190907^|^SCI^|^1694498^|^1694498^|^1694498^|^D
297^|^20130424^|^20970620^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180125^|^20190306^|^SCI^|^1694498^|^1694498^|^1694498^|^D
298^|^20121014^|^20941018^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181012^|^20190324^|^SCI^|^1694498^|^1694498^|^1694498^|^D
299^|^20141220^|^20980408^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180524^|^20190103^|^SCI^|^1694498^|^1694498^|^1694498^|^D
300^|^20120307^|^20970216^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181109^|^20191107^|^SCI^|^1694498^|^1694498^|^1694498^|^D
301^|^20120312^|^20950906^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180107^|^20190910^|^SCI^|^1694498^|^1694498^|^1694498^|^D
302^|^20120401^|^20930819^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181108^|^20190110^|^SCI^|^1694498^|^1694498^|^1694498^|^D
303^|^20170127^|^20970405^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181108^|^20190807^|^SCI^|^1694498^|^1694498^|^1694498^|^D
304^|^20150222^|^20990202^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180714^|^20190714^|^SCI^|^1694498^|^1694498^|^1694498^|^D
305^|^20140923^|^20930511^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180317^|^20190301^|^SCI^|^1694498^|^1694498^|^1694498^|^D
306^|^20161112^|^20940906^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180403^|^20191112^|^SCI^|^1694498^|^1694498^|^1694498^|^D
307^|^20170111^|^20910516^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180429^|^20190107^|^SCI^|^1694498^|^1694498^|^1694498^|^D
308^|^20150715^|^20960828^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181004^|^20190222^|^SCI^|^1694498^|^1694498^|^1694498^|^D
309^|^20150528^|^20940625^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180129^|^20190424^|^SCI^|^1694498^|^1694498^|^1694498^|^D
310^|^20171113^|^20990919^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181107^|^20191113^|^SCI^|^1694498^|^1694498^|^1694498^|^D
311^|^20110817^|^20920901^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180507^|^20190801^|^SCI^|^1694498^|^1694498^|^1694498^|^D
312^|^20160221^|^20920418^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180320^|^20191031^|^SCI^|^1694498^|^1694498^|^1694498^|^D
313^|^20150710^|^20971010^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180128^|^20191207^|^SCI^|^1694498^|^1694498^|^1694498^|^D
314^|^20171105^|^20960213^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180425^|^20190819^|^SCI^|^1694498^|^1694498^|^1694498^|^D
315^|^20140810^|^20920129^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180530^|^20190705^|^SCI^|^1694498^|^1694498^|^1694498^|^D
316^|^20120612^|^20911222^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180830^|^20190105^|^SCI^|^1694498^|^1694498^|^1694498^|^D
317^|^20111019^|^20960902^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180119^|^20191212^|^SCI^|^1694498^|^1694498^|^1694498^|^D
318^|^20140628^|^20940726^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181014^|^20190102^|^SCI^|^1694498^|^1694498^|^1694498^|^D
319^|^20110719^|^20971013^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180802^|^20190124^|^SCI^|^1694498^|^1694498^|^1694498^|^D
320^|^20110526^|^20930610^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181213^|^20190421^|^SCI^|^1694498^|^1694498^|^1694498^|^D
321^|^20150524^|^20990917^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180619^|^20190108^|^SCI^|^1694498^|^1694498^|^1694498^|^D
322^|^20150410^|^20911208^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180411^|^20190329^|^SCI^|^1694498^|^1694498^|^1694498^|^D
323^|^20171019^|^20930201^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180925^|^20190216^|^SCI^|^1694498^|^1694498^|^1694498^|^D
324^|^20150210^|^20930731^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180321^|^20190716^|^SCI^|^1694498^|^1694498^|^1694498^|^D
325^|^20160130^|^20901122^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180621^|^20190509^|^SCI^|^1694498^|^1694498^|^1694498^|^D
326^|^20140604^|^20930123^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180720^|^20190917^|^SCI^|^1694498^|^1694498^|^1694498^|^D
327^|^20160508^|^20901230^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180922^|^20190109^|^SCI^|^1694498^|^1694498^|^1694498^|^D
328^|^20140805^|^20910210^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180825^|^20190531^|^SCI^|^1694498^|^1694498^|^1694498^|^D
329^|^20130624^|^20910816^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180809^|^20190407^|^SCI^|^1694498^|^1694498^|^1694498^|^D
330^|^20140128^|^20960107^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180929^|^20190612^|^SCI^|^1694498^|^1694498^|^1694498^|^D
331^|^20120302^|^20960531^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180922^|^20191212^|^SCI^|^1694498^|^1694498^|^1694498^|^D
332^|^20150513^|^20981102^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180403^|^20191128^|^SCI^|^1694498^|^1694498^|^1694498^|^D
333^|^20151001^|^20990731^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180223^|^20190201^|^SCI^|^1694498^|^1694498^|^1694498^|^D
334^|^20121120^|^20950215^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181025^|^20190425^|^SCI^|^1694498^|^1694498^|^1694498^|^D
335^|^20141102^|^20940119^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180504^|^20190129^|^SCI^|^1694498^|^1694498^|^1694498^|^D
336^|^20160321^|^20920422^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180629^|^20190126^|^SCI^|^1694498^|^1694498^|^1694498^|^D
337^|^20110726^|^20980218^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180423^|^20190516^|^SCI^|^1694498^|^1694498^|^1694498^|^D
338^|^20131229^|^20980716^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180616^|^20191216^|^SCI^|^1694498^|^1694498^|^1694498^|^D
339^|^20130504^|^20910830^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180211^|^20190118^|^SCI^|^1694498^|^1694498^|^1694498^|^D
340^|^20151130^|^20940317^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180928^|^20190213^|^SCI^|^1694498^|^1694498^|^1694498^|^D
341^|^20110306^|^20970818^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181208^|^20190430^|^SCI^|^1694498^|^1694498^|^1694498^|^D
342^|^20170725^|^20920923^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180612^|^20190111^|^SCI^|^1694498^|^1694498^|^1694498^|^D
343^|^20170815^|^20950912^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180619^|^20190818^|^SCI^|^1694498^|^1694498^|^1694498^|^D
344^|^20140111^|^20950920^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181203^|^20190330^|^SCI^|^1694498^|^1694498^|^1694498^|^D
345^|^20140129^|^20930203^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180318^|^20190213^|^SCI^|^1694498^|^1694498^|^1694498^|^D
346^|^20170917^|^20920914^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181104^|^20190524^|^SCI^|^1694498^|^1694498^|^1694498^|^D
347^|^20140328^|^20950417^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180221^|^20190412^|^SCI^|^1694498^|^1694498^|^1694498^|^D
348^|^20170114^|^20961126^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181120^|^20190429^|^SCI^|^1694498^|^1694498^|^1694498^|^D
349^|^20140308^|^20950319^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181022^|^20190714^|^SCI^|^1694498^|^1694498^|^1694498^|^D
350^|^20150218^|^20940627^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181222^|^20190731^|^SCI^|^1694498^|^1694498^|^1694498^|^D
351^|^20101215^|^20920410^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180304^|^20190301^|^SCI^|^1694498^|^1694498^|^1694498^|^D
352^|^20160608^|^20960320^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180815^|^20191112^|^SCI^|^1694498^|^1694498^|^1694498^|^D
353^|^20150629^|^20941029^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180422^|^20190208^|^SCI^|^1694498^|^1694498^|^1694498^|^D
354^|^20120714^|^20981116^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181202^|^20190208^|^SCI^|^1694498^|^1694498^|^1694498^|^D
355^|^20130616^|^20920418^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181018^|^20191001^|^SCI^|^1694498^|^1694498^|^1694498^|^D
356^|^20130331^|^20981031^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180226^|^20190619^|^SCI^|^1694498^|^1694498^|^1694498^|^D
357^|^20110916^|^20910712^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181012^|^20190213^|^SCI^|^1694498^|^1694498^|^1694498^|^D
358^|^20170309^|^20970722^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180730^|^20190810^|^SCI^|^1694498^|^1694498^|^1694498^|^D
359^|^20170527^|^20980414^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180610^|^20190529^|^SCI^|^1694498^|^1694498^|^1694498^|^D
360^|^20171102^|^20981222^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180921^|^20190924^|^SCI^|^1694498^|^1694498^|^1694498^|^D
361^|^20160728^|^20910929^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180218^|^20190104^|^SCI^|^1694498^|^1694498^|^1694498^|^D
362^|^20130405^|^20940211^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180916^|^20190213^|^SCI^|^1694498^|^1694498^|^1694498^|^D
363^|^20130814^|^20970723^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180102^|^20190726^|^SCI^|^1694498^|^1694498^|^1694498^|^D
364^|^20121121^|^20971111^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180729^|^20190109^|^SCI^|^1694498^|^1694498^|^1694498^|^D
365^|^20110311^|^20970217^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180220^|^20190413^|^SCI^|^1694498^|^1694498^|^1694498^|^D
366^|^20151017^|^20920921^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180129^|^20190118^|^SCI^|^1694498^|^1694498^|^1694498^|^D
367^|^20141113^|^20930114^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180812^|^20191207^|^SCI^|^1694498^|^1694498^|^1694498^|^D
368^|^20120603^|^20940922^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180513^|^20190211^|^SCI^|^1694498^|^1694498^|^1694498^|^D
369^|^20170217^|^20980911^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181004^|^20190808^|^SCI^|^1694498^|^1694498^|^1694498^|^D
370^|^20140421^|^20970122^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180408^|^20190827^|^SCI^|^1694498^|^1694498^|^1694498^|^D
371^|^20151020^|^20970530^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180211^|^20191023^|^SCI^|^1694498^|^1694498^|^1694498^|^D
372^|^20150204^|^20971016^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181002^|^20190519^|^SCI^|^1694498^|^1694498^|^1694498^|^D
373^|^20111121^|^20980628^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181101^|^20190613^|^SCI^|^1694498^|^1694498^|^1694498^|^D
374^|^20131211^|^20941220^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180602^|^20191115^|^SCI^|^1694498^|^1694498^|^1694498^|^D
375^|^20140719^|^20980916^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180115^|^20190531^|^SCI^|^1694498^|^1694498^|^1694498^|^D
376^|^20150513^|^20950211^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181123^|^20191113^|^SCI^|^1694498^|^1694498^|^1694498^|^D
377^|^20160726^|^20950702^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180730^|^20190205^|^SCI^|^1694498^|^1694498^|^1694498^|^D
378^|^20120422^|^20940605^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180807^|^20190311^|^SCI^|^1694498^|^1694498^|^1694498^|^D
379^|^20151019^|^20921020^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180414^|^20191119^|^SCI^|^1694498^|^1694498^|^1694498^|^D
380^|^20171014^|^20920427^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180602^|^20190607^|^SCI^|^1694498^|^1694498^|^1694498^|^D
381^|^20170811^|^20970720^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180606^|^20190610^|^SCI^|^1694498^|^1694498^|^1694498^|^D
382^|^20150227^|^20910716^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180805^|^20190901^|^SCI^|^1694498^|^1694498^|^1694498^|^D
383^|^20160112^|^20981203^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180615^|^20190121^|^SCI^|^1694498^|^1694498^|^1694498^|^D
384^|^20111202^|^20911223^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181230^|^20190924^|^SCI^|^1694498^|^1694498^|^1694498^|^D
385^|^20120628^|^20981224^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180513^|^20190226^|^SCI^|^1694498^|^1694498^|^1694498^|^D
386^|^20151105^|^20990122^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180702^|^20190620^|^SCI^|^1694498^|^1694498^|^1694498^|^D
387^|^20161130^|^20910822^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180618^|^20191224^|^SCI^|^1694498^|^1694498^|^1694498^|^D
388^|^20140220^|^20940514^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180309^|^20190216^|^SCI^|^1694498^|^1694498^|^1694498^|^D
389^|^20141214^|^20911119^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180410^|^20190317^|^SCI^|^1694498^|^1694498^|^1694498^|^D
390^|^20121020^|^20930617^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180915^|^20191011^|^SCI^|^1694498^|^1694498^|^1694498^|^D
391^|^20170101^|^20920505^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180819^|^20190202^|^SCI^|^1694498^|^1694498^|^1694498^|^D
392^|^20111027^|^20950506^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180917^|^20191203^|^SCI^|^1694498^|^1694498^|^1694498^|^D
393^|^20170405^|^20910416^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181102^|^20190224^|^SCI^|^1694498^|^1694498^|^1694498^|^D
394^|^20110519^|^20901222^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181003^|^20190719^|^SCI^|^1694498^|^1694498^|^1694498^|^D
395^|^20150614^|^20931001^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180506^|^20190701^|^SCI^|^1694498^|^1694498^|^1694498^|^D
396^|^20130312^|^20950301^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180916^|^20190823^|^SCI^|^1694498^|^1694498^|^1694498^|^D
