memo_type^|^dwh_source_ind^|^market_code^|^dwh_valid_from^|^dwh_valid_until^|^dwh_current_flag^|^description^|^memo_type_category^|^memo_type_manual_ind^|^memo_type_system_text^|^memo_type_number_of_parameters^|^memo_type_coll_history_ind^|^memo_tip_cm_ind^|^memo_tip_act_hist_ind^|^team_db^|^location_db^|^memo_type_flex_vars_ind
2567^|^3^|^M2540^|^20201221^|^20220118^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2568^|^3^|^M2541^|^20200114^|^20220802^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2569^|^3^|^M2542^|^20201214^|^20220829^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2570^|^3^|^M2543^|^20190402^|^20190325^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2571^|^3^|^M2544^|^20180729^|^20191102^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2572^|^3^|^M2545^|^20200706^|^20221125^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2573^|^3^|^M2546^|^20190916^|^20180128^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2574^|^3^|^M2547^|^20210108^|^20210712^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2575^|^3^|^M2548^|^20210608^|^20180822^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2576^|^3^|^M2549^|^20191016^|^20220706^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2577^|^3^|^M2550^|^20190214^|^20210128^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2578^|^3^|^M2551^|^20221005^|^20210905^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2579^|^3^|^M2552^|^20190323^|^20210914^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2580^|^3^|^M2553^|^20190502^|^20181214^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2581^|^3^|^M2554^|^20220224^|^20180406^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2582^|^3^|^M2555^|^20201206^|^20221116^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2583^|^3^|^M2556^|^20190511^|^20201111^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2584^|^3^|^M2557^|^20200202^|^20191104^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2585^|^3^|^M2558^|^20221023^|^20190912^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2586^|^3^|^M2559^|^20191119^|^20180706^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2587^|^3^|^M2560^|^20200429^|^20180501^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2588^|^3^|^M2561^|^20201220^|^20220126^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2589^|^3^|^M2562^|^20190329^|^20180125^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2590^|^3^|^M2563^|^20220425^|^20180525^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2591^|^3^|^M2564^|^20180327^|^20210417^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2592^|^3^|^M2565^|^20200514^|^20180321^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2593^|^3^|^M2566^|^20190708^|^20190122^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2594^|^3^|^M2567^|^20191028^|^20210512^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2595^|^3^|^M2568^|^20220427^|^20201228^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2596^|^3^|^M2569^|^20180315^|^20220209^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2597^|^3^|^M2570^|^20201203^|^20200818^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2598^|^3^|^M2571^|^20201127^|^20220908^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2599^|^3^|^M2572^|^20190906^|^20180816^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2600^|^3^|^M2573^|^20200109^|^20181102^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2601^|^3^|^M2574^|^20190620^|^20210527^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2602^|^3^|^M2575^|^20211025^|^20220502^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2603^|^3^|^M2576^|^20181010^|^20180622^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2604^|^3^|^M2577^|^20181015^|^20210121^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2605^|^3^|^M2578^|^20201126^|^20220526^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2606^|^3^|^M2579^|^20180813^|^20200325^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2607^|^3^|^M2580^|^20190808^|^20210607^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2608^|^3^|^M2581^|^20190702^|^20220120^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2609^|^3^|^M2582^|^20190424^|^20210925^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2610^|^3^|^M2583^|^20220526^|^20201028^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2611^|^3^|^M2584^|^20210111^|^20220928^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2612^|^3^|^M2585^|^20200725^|^20180423^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2613^|^3^|^M2586^|^20221118^|^20200515^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2614^|^3^|^M2587^|^20190808^|^20200404^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2615^|^3^|^M2588^|^20190421^|^20180123^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2616^|^3^|^M2589^|^20180417^|^20191024^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2617^|^3^|^M2590^|^20190227^|^20200502^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2618^|^3^|^M2591^|^20180417^|^20180731^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2619^|^3^|^M2592^|^20210701^|^20180104^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2620^|^3^|^M2593^|^20210402^|^20180121^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2621^|^3^|^M2594^|^20180531^|^20200808^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2622^|^3^|^M2595^|^20190213^|^20210525^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2623^|^3^|^M2596^|^20211127^|^20190929^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2624^|^3^|^M2597^|^20221123^|^20210807^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2625^|^3^|^M2598^|^20190206^|^20190708^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2626^|^3^|^M2599^|^20210723^|^20221023^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2627^|^3^|^M2600^|^20200331^|^20210122^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2628^|^3^|^M2601^|^20220827^|^20180717^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2629^|^3^|^M2602^|^20221124^|^20220817^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2630^|^3^|^M2603^|^20210726^|^20201112^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2631^|^3^|^M2604^|^20220218^|^20191009^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2632^|^3^|^M2605^|^20191019^|^20201117^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2633^|^3^|^M2606^|^20211109^|^20190124^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2634^|^3^|^M2607^|^20220615^|^20220904^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2635^|^3^|^M2608^|^20220112^|^20210911^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2636^|^3^|^M2609^|^20180610^|^20210621^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2637^|^3^|^M2610^|^20191217^|^20200831^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2638^|^3^|^M2611^|^20181117^|^20180527^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2639^|^3^|^M2612^|^20191007^|^20180709^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2640^|^3^|^M2613^|^20211211^|^20200523^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2641^|^3^|^M2614^|^20221024^|^20190710^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2642^|^3^|^M2615^|^20210424^|^20200829^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2643^|^3^|^M2616^|^20180604^|^20180128^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2644^|^3^|^M2617^|^20180110^|^20181027^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2645^|^3^|^M2618^|^20221213^|^20220808^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2646^|^3^|^M2619^|^20200223^|^20180326^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2647^|^3^|^M2620^|^20210719^|^20210604^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2648^|^3^|^M2621^|^20220115^|^20201028^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2649^|^3^|^M2622^|^20220126^|^20191112^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2650^|^3^|^M2623^|^20190808^|^20190628^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2651^|^3^|^M2624^|^20200323^|^20180611^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2652^|^3^|^M2625^|^20220323^|^20191229^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2653^|^3^|^M2626^|^20211201^|^20210427^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2654^|^3^|^M2627^|^20220415^|^20220613^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2655^|^3^|^M2628^|^20210209^|^20200815^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2656^|^3^|^M2629^|^20190918^|^20200524^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2657^|^3^|^M2630^|^20180119^|^20210209^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2658^|^3^|^M2631^|^20210818^|^20201113^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2659^|^3^|^M2632^|^20190808^|^20191219^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2660^|^3^|^M2633^|^20210718^|^20180221^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2661^|^3^|^M2634^|^20200404^|^20200626^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2662^|^3^|^M2635^|^20200916^|^20190530^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2663^|^3^|^M2636^|^20190818^|^20220517^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2664^|^3^|^M2637^|^20220321^|^20201028^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2665^|^3^|^M2638^|^20201025^|^20210526^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2666^|^3^|^M2639^|^20190221^|^20211221^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2667^|^3^|^M2640^|^20200509^|^20210108^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2668^|^3^|^M2641^|^20180226^|^20220929^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2669^|^3^|^M2642^|^20200516^|^20210912^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2670^|^3^|^M2643^|^20181112^|^20191209^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2671^|^3^|^M2644^|^20190207^|^20180409^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2672^|^3^|^M2645^|^20190608^|^20220424^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2673^|^3^|^M2646^|^20210305^|^20180617^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2674^|^3^|^M2647^|^20210906^|^20181231^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2675^|^3^|^M2648^|^20180210^|^20190320^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2676^|^3^|^M2649^|^20210315^|^20211216^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2677^|^3^|^M2650^|^20200419^|^20211203^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2678^|^3^|^M2651^|^20201018^|^20200515^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2679^|^3^|^M2652^|^20190203^|^20180517^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2680^|^3^|^M2653^|^20190107^|^20201216^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2681^|^3^|^M2654^|^20211112^|^20200927^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2682^|^3^|^M2655^|^20190515^|^20190628^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2683^|^3^|^M2656^|^20210409^|^20200402^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2684^|^3^|^M2657^|^20190729^|^20181106^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2685^|^3^|^M2658^|^20181129^|^20220312^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2686^|^3^|^M2659^|^20210809^|^20210925^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2687^|^3^|^M2660^|^20190827^|^20211017^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2688^|^3^|^M2661^|^20221024^|^20220611^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2689^|^3^|^M2662^|^20190228^|^20220430^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2690^|^3^|^M2663^|^20180407^|^20180520^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2691^|^3^|^M2664^|^20180429^|^20210410^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2692^|^3^|^M2665^|^20200826^|^20180714^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2693^|^3^|^M2666^|^20181231^|^20211227^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2694^|^3^|^M2667^|^20180404^|^20210309^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2695^|^3^|^M2668^|^20210105^|^20200309^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2696^|^3^|^M2669^|^20220910^|^20180429^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2697^|^3^|^M2670^|^20221017^|^20221119^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2698^|^3^|^M2671^|^20220729^|^20211217^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2699^|^3^|^M2672^|^20190112^|^20180509^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2700^|^3^|^M2673^|^20200215^|^20210411^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2701^|^3^|^M2674^|^20201109^|^20210507^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2702^|^3^|^M2675^|^20180428^|^20200913^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2703^|^3^|^M2676^|^20220521^|^20191023^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2704^|^3^|^M2677^|^20181123^|^20221126^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2705^|^3^|^M2678^|^20220110^|^20211128^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2706^|^3^|^M2679^|^20200804^|^20190218^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2707^|^3^|^M2680^|^20181013^|^20200310^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2708^|^3^|^M2681^|^20210821^|^20180802^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2709^|^3^|^M2682^|^20220312^|^20201219^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2710^|^3^|^M2683^|^20191012^|^20190822^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2711^|^3^|^M2684^|^20180410^|^20200113^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2712^|^3^|^M2685^|^20201104^|^20190723^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2713^|^3^|^M2686^|^20220524^|^20190830^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2714^|^3^|^M2687^|^20200117^|^20180522^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2715^|^3^|^M2688^|^20190622^|^20211121^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2716^|^3^|^M2689^|^20190514^|^20211012^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2717^|^3^|^M2690^|^20200501^|^20180406^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2718^|^3^|^M2691^|^20190729^|^20211201^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2719^|^3^|^M2692^|^20190515^|^20180901^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2720^|^3^|^M2693^|^20200514^|^20200802^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2721^|^3^|^M2694^|^20220921^|^20200930^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2722^|^3^|^M2695^|^20191205^|^20210405^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2723^|^3^|^M2696^|^20200303^|^20221111^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2724^|^3^|^M2697^|^20220716^|^20191203^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2725^|^3^|^M2698^|^20180702^|^20210528^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2726^|^3^|^M2699^|^20181021^|^20220403^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2727^|^3^|^M2700^|^20210208^|^20220211^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2728^|^3^|^M2701^|^20180615^|^20180906^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2729^|^3^|^M2702^|^20200909^|^20200902^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2730^|^3^|^M2703^|^20201109^|^20210721^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2731^|^3^|^M2704^|^20221103^|^20180305^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2732^|^3^|^M2705^|^20200513^|^20210122^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2733^|^3^|^M2706^|^20220124^|^20181101^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2734^|^3^|^M2707^|^20190415^|^20201102^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2735^|^3^|^M2708^|^20190730^|^20191126^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2736^|^3^|^M2709^|^20220419^|^20200521^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2737^|^3^|^M2710^|^20220816^|^20191216^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2738^|^3^|^M2711^|^20200111^|^20180107^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2739^|^3^|^M2712^|^20210208^|^20211102^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2740^|^3^|^M2713^|^20180301^|^20210403^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2741^|^3^|^M2714^|^20190707^|^20220703^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2742^|^3^|^M2715^|^20210908^|^20221113^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2743^|^3^|^M2716^|^20180627^|^20181104^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2744^|^3^|^M2717^|^20180831^|^20191203^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2745^|^3^|^M2718^|^20180831^|^20200329^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2746^|^3^|^M2719^|^20190422^|^20180215^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
2747^|^3^|^M2720^|^20190225^|^20211217^|^0^|^hdgda^|^TMK^|^Y^|^GTYG^|^0^|^^|^^|^^|^^|^^|^
