product_id^|^mtl_id^|^portfolio^|^tariff_option^|^sim_only_to^|^mt_description^|^mt_desc_for_channel_remarks^|^report_description^|^is_active^|^sub_stufen_wert^|^rate_eu_tariff^|^rate_eu_mtid^|^national_minutes^|^landline_minutes^|^vodafone_minutes^|^d1_minutes^|^eplus_minutes^|^o2_minutes^|^vodafone_sms^|^other_network_sms^|^national_sms^|^vodafone_mms^|^internet_volume^|^minimum_requirement^|^maximum_requirement^|^creation_date^|^mt_id_group^|^to_only^|^sim_only_discount^|^soc_discount
2677^|^2729^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2678^|^2678^|^46.2101^|^46.2101^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^2678^|^20181112^|^2678^|^1^|^2678^|^0
2678^|^2730^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2679^|^2679^|^46.2101^|^46.2101^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^2679^|^20180726^|^2679^|^1^|^2679^|^0
2679^|^2731^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2680^|^2680^|^46.2101^|^46.2101^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^2680^|^20180513^|^2680^|^1^|^2680^|^0
2680^|^2732^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2681^|^2681^|^46.2101^|^46.2101^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^2681^|^20180627^|^2681^|^1^|^2681^|^0
2681^|^2733^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2682^|^2682^|^46.2101^|^46.2101^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^2682^|^20181123^|^2682^|^1^|^2682^|^0
2682^|^2734^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2683^|^2683^|^46.2101^|^46.2101^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^2683^|^20180626^|^2683^|^1^|^2683^|^0
2683^|^2735^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2684^|^2684^|^46.2101^|^46.2101^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^2684^|^20180807^|^2684^|^1^|^2684^|^0
2684^|^2736^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2685^|^2685^|^46.2101^|^46.2101^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^2685^|^20180207^|^2685^|^1^|^2685^|^0
2685^|^2737^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2686^|^2686^|^46.2101^|^46.2101^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^2686^|^20181122^|^2686^|^1^|^2686^|^0
2686^|^2738^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2687^|^2687^|^46.2101^|^46.2101^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^2687^|^20180109^|^2687^|^1^|^2687^|^0
2687^|^2739^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2688^|^2688^|^46.2101^|^46.2101^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^2688^|^20181015^|^2688^|^1^|^2688^|^0
2688^|^2740^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2689^|^2689^|^46.2101^|^46.2101^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^2689^|^20181207^|^2689^|^1^|^2689^|^0
2689^|^2741^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2690^|^2690^|^46.2101^|^46.2101^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^2690^|^20180430^|^2690^|^1^|^2690^|^0
2690^|^2742^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2691^|^2691^|^46.2101^|^46.2101^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^2691^|^20180903^|^2691^|^1^|^2691^|^0
2691^|^2743^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2692^|^2692^|^46.2101^|^46.2101^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^2692^|^20181121^|^2692^|^1^|^2692^|^0
2692^|^2744^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2693^|^2693^|^46.2101^|^46.2101^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^2693^|^20180207^|^2693^|^1^|^2693^|^0
2693^|^2745^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2694^|^2694^|^46.2101^|^46.2101^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^2694^|^20181112^|^2694^|^1^|^2694^|^0
2694^|^2746^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2695^|^2695^|^46.2101^|^46.2101^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^2695^|^20181210^|^2695^|^1^|^2695^|^0
2695^|^2747^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2696^|^2696^|^46.2101^|^46.2101^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^2696^|^20180613^|^2696^|^1^|^2696^|^0
2696^|^2748^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2697^|^2697^|^46.2101^|^46.2101^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^2697^|^20180421^|^2697^|^1^|^2697^|^0
2697^|^2749^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2698^|^2698^|^46.2101^|^46.2101^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^2698^|^20180911^|^2698^|^1^|^2698^|^0
2698^|^2750^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2699^|^2699^|^46.2101^|^46.2101^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^2699^|^20180303^|^2699^|^1^|^2699^|^0
2699^|^2751^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2700^|^2700^|^46.2101^|^46.2101^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^2700^|^20181215^|^2700^|^1^|^2700^|^0
2700^|^2752^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2701^|^2701^|^46.2101^|^46.2101^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^2701^|^20180311^|^2701^|^1^|^2701^|^0
2701^|^2753^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2702^|^2702^|^46.2101^|^46.2101^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^2702^|^20180214^|^2702^|^1^|^2702^|^0
2702^|^2754^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2703^|^2703^|^46.2101^|^46.2101^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^2703^|^20180803^|^2703^|^1^|^2703^|^0
2703^|^2755^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2704^|^2704^|^46.2101^|^46.2101^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^2704^|^20181111^|^2704^|^1^|^2704^|^0
2704^|^2756^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2705^|^2705^|^46.2101^|^46.2101^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^2705^|^20180404^|^2705^|^1^|^2705^|^0
2705^|^2757^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2706^|^2706^|^46.2101^|^46.2101^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^2706^|^20180619^|^2706^|^1^|^2706^|^0
2706^|^2758^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2707^|^2707^|^46.2101^|^46.2101^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^2707^|^20181004^|^2707^|^1^|^2707^|^0
2707^|^2759^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2708^|^2708^|^46.2101^|^46.2101^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^2708^|^20180522^|^2708^|^1^|^2708^|^0
2708^|^2760^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2709^|^2709^|^46.2101^|^46.2101^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^2709^|^20180627^|^2709^|^1^|^2709^|^0
2709^|^2761^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2710^|^2710^|^46.2101^|^46.2101^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^2710^|^20180412^|^2710^|^1^|^2710^|^0
2710^|^2762^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2711^|^2711^|^46.2101^|^46.2101^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^2711^|^20180326^|^2711^|^1^|^2711^|^0
2711^|^2763^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2712^|^2712^|^46.2101^|^46.2101^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^2712^|^20181104^|^2712^|^1^|^2712^|^0
2712^|^2764^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2713^|^2713^|^46.2101^|^46.2101^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^2713^|^20180729^|^2713^|^1^|^2713^|^0
2713^|^2765^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2714^|^2714^|^46.2101^|^46.2101^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^2714^|^20180823^|^2714^|^1^|^2714^|^0
2714^|^2766^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2715^|^2715^|^46.2101^|^46.2101^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^2715^|^20180303^|^2715^|^1^|^2715^|^0
2715^|^2767^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2716^|^2716^|^46.2101^|^46.2101^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^2716^|^20181015^|^2716^|^1^|^2716^|^0
2716^|^2768^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2717^|^2717^|^46.2101^|^46.2101^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^2717^|^20180602^|^2717^|^1^|^2717^|^0
2717^|^2769^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2718^|^2718^|^46.2101^|^46.2101^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^2718^|^20180622^|^2718^|^1^|^2718^|^0
2718^|^2770^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2719^|^2719^|^46.2101^|^46.2101^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^2719^|^20180609^|^2719^|^1^|^2719^|^0
2719^|^2771^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2720^|^2720^|^46.2101^|^46.2101^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^2720^|^20180609^|^2720^|^1^|^2720^|^0
2720^|^2772^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2721^|^2721^|^46.2101^|^46.2101^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^2721^|^20181009^|^2721^|^1^|^2721^|^0
2721^|^2773^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2722^|^2722^|^46.2101^|^46.2101^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^2722^|^20180210^|^2722^|^1^|^2722^|^0
2722^|^2774^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2723^|^2723^|^46.2101^|^46.2101^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^2723^|^20181201^|^2723^|^1^|^2723^|^0
2723^|^2775^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2724^|^2724^|^46.2101^|^46.2101^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^2724^|^20180307^|^2724^|^1^|^2724^|^0
2724^|^2776^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2725^|^2725^|^46.2101^|^46.2101^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^2725^|^20180608^|^2725^|^1^|^2725^|^0
2725^|^2777^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2726^|^2726^|^46.2101^|^46.2101^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^2726^|^20180808^|^2726^|^1^|^2726^|^0
2726^|^2778^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2727^|^2727^|^46.2101^|^46.2101^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^2727^|^20180801^|^2727^|^1^|^2727^|^0
2727^|^2779^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2728^|^2728^|^46.2101^|^46.2101^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^2728^|^20180625^|^2728^|^1^|^2728^|^0
2728^|^2780^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2729^|^2729^|^46.2101^|^46.2101^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^2729^|^20180831^|^2729^|^1^|^2729^|^0
2729^|^2781^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2730^|^2730^|^46.2101^|^46.2101^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^2730^|^20181020^|^2730^|^1^|^2730^|^0
2730^|^2782^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2731^|^2731^|^46.2101^|^46.2101^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^2731^|^20180107^|^2731^|^1^|^2731^|^0
2731^|^2783^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2732^|^2732^|^46.2101^|^46.2101^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^2732^|^20180709^|^2732^|^1^|^2732^|^0
2732^|^2784^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2733^|^2733^|^46.2101^|^46.2101^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^2733^|^20180601^|^2733^|^1^|^2733^|^0
2733^|^2785^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2734^|^2734^|^46.2101^|^46.2101^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^2734^|^20180822^|^2734^|^1^|^2734^|^0
2734^|^2786^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2735^|^2735^|^46.2101^|^46.2101^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^2735^|^20180315^|^2735^|^1^|^2735^|^0
2735^|^2787^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2736^|^2736^|^46.2101^|^46.2101^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^2736^|^20180114^|^2736^|^1^|^2736^|^0
2736^|^2788^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2737^|^2737^|^46.2101^|^46.2101^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^2737^|^20180616^|^2737^|^1^|^2737^|^0
2737^|^2789^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2738^|^2738^|^46.2101^|^46.2101^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^2738^|^20180530^|^2738^|^1^|^2738^|^0
2738^|^2790^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2739^|^2739^|^46.2101^|^46.2101^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^2739^|^20180331^|^2739^|^1^|^2739^|^0
2739^|^2791^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2740^|^2740^|^46.2101^|^46.2101^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^2740^|^20180602^|^2740^|^1^|^2740^|^0
2740^|^2792^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2741^|^2741^|^46.2101^|^46.2101^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^2741^|^20180421^|^2741^|^1^|^2741^|^0
2741^|^2793^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2742^|^2742^|^46.2101^|^46.2101^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^2742^|^20180105^|^2742^|^1^|^2742^|^0
2742^|^2794^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2743^|^2743^|^46.2101^|^46.2101^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^2743^|^20180124^|^2743^|^1^|^2743^|^0
2743^|^2795^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2744^|^2744^|^46.2101^|^46.2101^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^2744^|^20180928^|^2744^|^1^|^2744^|^0
2744^|^2796^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2745^|^2745^|^46.2101^|^46.2101^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^2745^|^20181127^|^2745^|^1^|^2745^|^0
2745^|^2797^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2746^|^2746^|^46.2101^|^46.2101^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^2746^|^20180115^|^2746^|^1^|^2746^|^0
2746^|^2798^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2747^|^2747^|^46.2101^|^46.2101^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^2747^|^20180730^|^2747^|^1^|^2747^|^0
2747^|^2799^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2748^|^2748^|^46.2101^|^46.2101^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^2748^|^20180316^|^2748^|^1^|^2748^|^0
2748^|^2800^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2749^|^2749^|^46.2101^|^46.2101^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^2749^|^20180430^|^2749^|^1^|^2749^|^0
2749^|^2801^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2750^|^2750^|^46.2101^|^46.2101^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^2750^|^20180424^|^2750^|^1^|^2750^|^0
2750^|^2802^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2751^|^2751^|^46.2101^|^46.2101^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^2751^|^20180203^|^2751^|^1^|^2751^|^0
2751^|^2803^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2752^|^2752^|^46.2101^|^46.2101^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^2752^|^20180108^|^2752^|^1^|^2752^|^0
2752^|^2804^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^2753^|^2753^|^46.2101^|^46.2101^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^2753^|^20180521^|^2753^|^1^|^2753^|^0
2753^|^2805^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2754^|^2754^|^46.2101^|^46.2101^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^2754^|^20180218^|^2754^|^1^|^2754^|^0
2754^|^2806^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^2755^|^2755^|^46.2101^|^46.2101^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^2755^|^20181016^|^2755^|^1^|^2755^|^0
