product_id^|^mtl_id^|^portfolio^|^tariff_option^|^sim_only_to^|^mt_description^|^mt_desc_for_channel_remarks^|^report_description^|^is_active^|^sub_stufen_wert^|^rate_eu_tariff^|^rate_eu_mtid^|^national_minutes^|^landline_minutes^|^vodafone_minutes^|^d1_minutes^|^eplus_minutes^|^o2_minutes^|^vodafone_sms^|^other_network_sms^|^national_sms^|^vodafone_mms^|^internet_volume^|^minimum_requirement^|^maximum_requirement^|^creation_date^|^mt_id_group^|^to_only^|^sim_only_discount^|^soc_discount
270^|^322^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^271^|^271^|^46.2101^|^46.2101^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^271^|^20181006^|^271^|^1^|^271^|^0
271^|^323^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^272^|^272^|^46.2101^|^46.2101^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^272^|^20180629^|^272^|^1^|^272^|^0
272^|^324^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^273^|^273^|^46.2101^|^46.2101^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^273^|^20180723^|^273^|^1^|^273^|^0
273^|^325^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^274^|^274^|^46.2101^|^46.2101^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^274^|^20180118^|^274^|^1^|^274^|^0
274^|^326^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^275^|^275^|^46.2101^|^46.2101^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^275^|^20181223^|^275^|^1^|^275^|^0
275^|^327^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^276^|^276^|^46.2101^|^46.2101^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^276^|^20181009^|^276^|^1^|^276^|^0
276^|^328^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^277^|^277^|^46.2101^|^46.2101^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^277^|^20181209^|^277^|^1^|^277^|^0
277^|^329^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^278^|^278^|^46.2101^|^46.2101^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^278^|^20180612^|^278^|^1^|^278^|^0
278^|^330^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^279^|^279^|^46.2101^|^46.2101^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^279^|^20181003^|^279^|^1^|^279^|^0
279^|^331^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^280^|^280^|^46.2101^|^46.2101^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^280^|^20180721^|^280^|^1^|^280^|^0
280^|^332^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^281^|^281^|^46.2101^|^46.2101^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^281^|^20180513^|^281^|^1^|^281^|^0
281^|^333^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^282^|^282^|^46.2101^|^46.2101^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^282^|^20180903^|^282^|^1^|^282^|^0
282^|^334^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^283^|^283^|^46.2101^|^46.2101^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^283^|^20180831^|^283^|^1^|^283^|^0
283^|^335^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^284^|^284^|^46.2101^|^46.2101^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^284^|^20181003^|^284^|^1^|^284^|^0
284^|^336^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^285^|^285^|^46.2101^|^46.2101^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^285^|^20180305^|^285^|^1^|^285^|^0
285^|^337^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^286^|^286^|^46.2101^|^46.2101^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^286^|^20180713^|^286^|^1^|^286^|^0
286^|^338^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^287^|^287^|^46.2101^|^46.2101^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^287^|^20181109^|^287^|^1^|^287^|^0
287^|^339^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^288^|^288^|^46.2101^|^46.2101^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^288^|^20180308^|^288^|^1^|^288^|^0
288^|^340^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^289^|^289^|^46.2101^|^46.2101^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^289^|^20180815^|^289^|^1^|^289^|^0
289^|^341^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^290^|^290^|^46.2101^|^46.2101^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^290^|^20180823^|^290^|^1^|^290^|^0
290^|^342^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^291^|^291^|^46.2101^|^46.2101^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^291^|^20180731^|^291^|^1^|^291^|^0
291^|^343^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^292^|^292^|^46.2101^|^46.2101^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^292^|^20180802^|^292^|^1^|^292^|^0
292^|^344^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^293^|^293^|^46.2101^|^46.2101^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^293^|^20181106^|^293^|^1^|^293^|^0
293^|^345^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^294^|^294^|^46.2101^|^46.2101^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^294^|^20180428^|^294^|^1^|^294^|^0
294^|^346^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^295^|^295^|^46.2101^|^46.2101^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^295^|^20180922^|^295^|^1^|^295^|^0
295^|^347^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^296^|^296^|^46.2101^|^46.2101^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^296^|^20180420^|^296^|^1^|^296^|^0
296^|^348^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^297^|^297^|^46.2101^|^46.2101^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^297^|^20180618^|^297^|^1^|^297^|^0
297^|^349^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^298^|^298^|^46.2101^|^46.2101^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^298^|^20180310^|^298^|^1^|^298^|^0
298^|^350^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^299^|^299^|^46.2101^|^46.2101^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^299^|^20180310^|^299^|^1^|^299^|^0
299^|^351^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^300^|^300^|^46.2101^|^46.2101^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^300^|^20180907^|^300^|^1^|^300^|^0
300^|^352^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^301^|^301^|^46.2101^|^46.2101^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^301^|^20180225^|^301^|^1^|^301^|^0
301^|^353^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^302^|^302^|^46.2101^|^46.2101^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^302^|^20180730^|^302^|^1^|^302^|^0
302^|^354^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^303^|^303^|^46.2101^|^46.2101^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^303^|^20180114^|^303^|^1^|^303^|^0
303^|^355^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^304^|^304^|^46.2101^|^46.2101^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^304^|^20180713^|^304^|^1^|^304^|^0
304^|^356^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^305^|^305^|^46.2101^|^46.2101^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^305^|^20180408^|^305^|^1^|^305^|^0
305^|^357^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^306^|^306^|^46.2101^|^46.2101^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^306^|^20180401^|^306^|^1^|^306^|^0
306^|^358^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^307^|^307^|^46.2101^|^46.2101^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^307^|^20180625^|^307^|^1^|^307^|^0
307^|^359^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^308^|^308^|^46.2101^|^46.2101^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^308^|^20180626^|^308^|^1^|^308^|^0
308^|^360^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^309^|^309^|^46.2101^|^46.2101^|^309^|^309^|^309^|^309^|^309^|^309^|^309^|^309^|^309^|^309^|^309^|^309^|^309^|^20180202^|^309^|^1^|^309^|^0
309^|^361^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^310^|^310^|^46.2101^|^46.2101^|^310^|^310^|^310^|^310^|^310^|^310^|^310^|^310^|^310^|^310^|^310^|^310^|^310^|^20180428^|^310^|^1^|^310^|^0
310^|^362^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^311^|^311^|^46.2101^|^46.2101^|^311^|^311^|^311^|^311^|^311^|^311^|^311^|^311^|^311^|^311^|^311^|^311^|^311^|^20180224^|^311^|^1^|^311^|^0
311^|^363^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^312^|^312^|^46.2101^|^46.2101^|^312^|^312^|^312^|^312^|^312^|^312^|^312^|^312^|^312^|^312^|^312^|^312^|^312^|^20180312^|^312^|^1^|^312^|^0
312^|^364^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^313^|^313^|^46.2101^|^46.2101^|^313^|^313^|^313^|^313^|^313^|^313^|^313^|^313^|^313^|^313^|^313^|^313^|^313^|^20180829^|^313^|^1^|^313^|^0
313^|^365^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^314^|^314^|^46.2101^|^46.2101^|^314^|^314^|^314^|^314^|^314^|^314^|^314^|^314^|^314^|^314^|^314^|^314^|^314^|^20181207^|^314^|^1^|^314^|^0
314^|^366^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^315^|^315^|^46.2101^|^46.2101^|^315^|^315^|^315^|^315^|^315^|^315^|^315^|^315^|^315^|^315^|^315^|^315^|^315^|^20181008^|^315^|^1^|^315^|^0
315^|^367^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^316^|^316^|^46.2101^|^46.2101^|^316^|^316^|^316^|^316^|^316^|^316^|^316^|^316^|^316^|^316^|^316^|^316^|^316^|^20180813^|^316^|^1^|^316^|^0
316^|^368^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^317^|^317^|^46.2101^|^46.2101^|^317^|^317^|^317^|^317^|^317^|^317^|^317^|^317^|^317^|^317^|^317^|^317^|^317^|^20181030^|^317^|^1^|^317^|^0
317^|^369^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^318^|^318^|^46.2101^|^46.2101^|^318^|^318^|^318^|^318^|^318^|^318^|^318^|^318^|^318^|^318^|^318^|^318^|^318^|^20181215^|^318^|^1^|^318^|^0
318^|^370^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^319^|^319^|^46.2101^|^46.2101^|^319^|^319^|^319^|^319^|^319^|^319^|^319^|^319^|^319^|^319^|^319^|^319^|^319^|^20181024^|^319^|^1^|^319^|^0
319^|^371^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^320^|^320^|^46.2101^|^46.2101^|^320^|^320^|^320^|^320^|^320^|^320^|^320^|^320^|^320^|^320^|^320^|^320^|^320^|^20181001^|^320^|^1^|^320^|^0
320^|^372^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^321^|^321^|^46.2101^|^46.2101^|^321^|^321^|^321^|^321^|^321^|^321^|^321^|^321^|^321^|^321^|^321^|^321^|^321^|^20180717^|^321^|^1^|^321^|^0
321^|^373^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^322^|^322^|^46.2101^|^46.2101^|^322^|^322^|^322^|^322^|^322^|^322^|^322^|^322^|^322^|^322^|^322^|^322^|^322^|^20180722^|^322^|^1^|^322^|^0
322^|^374^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^323^|^323^|^46.2101^|^46.2101^|^323^|^323^|^323^|^323^|^323^|^323^|^323^|^323^|^323^|^323^|^323^|^323^|^323^|^20180821^|^323^|^1^|^323^|^0
323^|^375^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^324^|^324^|^46.2101^|^46.2101^|^324^|^324^|^324^|^324^|^324^|^324^|^324^|^324^|^324^|^324^|^324^|^324^|^324^|^20180128^|^324^|^1^|^324^|^0
324^|^376^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^325^|^325^|^46.2101^|^46.2101^|^325^|^325^|^325^|^325^|^325^|^325^|^325^|^325^|^325^|^325^|^325^|^325^|^325^|^20180922^|^325^|^1^|^325^|^0
325^|^377^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^326^|^326^|^46.2101^|^46.2101^|^326^|^326^|^326^|^326^|^326^|^326^|^326^|^326^|^326^|^326^|^326^|^326^|^326^|^20181014^|^326^|^1^|^326^|^0
326^|^378^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^327^|^327^|^46.2101^|^46.2101^|^327^|^327^|^327^|^327^|^327^|^327^|^327^|^327^|^327^|^327^|^327^|^327^|^327^|^20181112^|^327^|^1^|^327^|^0
327^|^379^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^328^|^328^|^46.2101^|^46.2101^|^328^|^328^|^328^|^328^|^328^|^328^|^328^|^328^|^328^|^328^|^328^|^328^|^328^|^20180907^|^328^|^1^|^328^|^0
328^|^380^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^329^|^329^|^46.2101^|^46.2101^|^329^|^329^|^329^|^329^|^329^|^329^|^329^|^329^|^329^|^329^|^329^|^329^|^329^|^20180101^|^329^|^1^|^329^|^0
329^|^381^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^330^|^330^|^46.2101^|^46.2101^|^330^|^330^|^330^|^330^|^330^|^330^|^330^|^330^|^330^|^330^|^330^|^330^|^330^|^20180711^|^330^|^1^|^330^|^0
330^|^382^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^331^|^331^|^46.2101^|^46.2101^|^331^|^331^|^331^|^331^|^331^|^331^|^331^|^331^|^331^|^331^|^331^|^331^|^331^|^20181102^|^331^|^1^|^331^|^0
331^|^383^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^332^|^332^|^46.2101^|^46.2101^|^332^|^332^|^332^|^332^|^332^|^332^|^332^|^332^|^332^|^332^|^332^|^332^|^332^|^20180405^|^332^|^1^|^332^|^0
332^|^384^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^333^|^333^|^46.2101^|^46.2101^|^333^|^333^|^333^|^333^|^333^|^333^|^333^|^333^|^333^|^333^|^333^|^333^|^333^|^20180728^|^333^|^1^|^333^|^0
333^|^385^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^334^|^334^|^46.2101^|^46.2101^|^334^|^334^|^334^|^334^|^334^|^334^|^334^|^334^|^334^|^334^|^334^|^334^|^334^|^20180904^|^334^|^1^|^334^|^0
334^|^386^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^335^|^335^|^46.2101^|^46.2101^|^335^|^335^|^335^|^335^|^335^|^335^|^335^|^335^|^335^|^335^|^335^|^335^|^335^|^20180911^|^335^|^1^|^335^|^0
335^|^387^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^336^|^336^|^46.2101^|^46.2101^|^336^|^336^|^336^|^336^|^336^|^336^|^336^|^336^|^336^|^336^|^336^|^336^|^336^|^20180319^|^336^|^1^|^336^|^0
336^|^388^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^337^|^337^|^46.2101^|^46.2101^|^337^|^337^|^337^|^337^|^337^|^337^|^337^|^337^|^337^|^337^|^337^|^337^|^337^|^20180718^|^337^|^1^|^337^|^0
337^|^389^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^338^|^338^|^46.2101^|^46.2101^|^338^|^338^|^338^|^338^|^338^|^338^|^338^|^338^|^338^|^338^|^338^|^338^|^338^|^20180518^|^338^|^1^|^338^|^0
338^|^390^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^339^|^339^|^46.2101^|^46.2101^|^339^|^339^|^339^|^339^|^339^|^339^|^339^|^339^|^339^|^339^|^339^|^339^|^339^|^20181121^|^339^|^1^|^339^|^0
339^|^391^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^340^|^340^|^46.2101^|^46.2101^|^340^|^340^|^340^|^340^|^340^|^340^|^340^|^340^|^340^|^340^|^340^|^340^|^340^|^20180830^|^340^|^1^|^340^|^0
340^|^392^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^341^|^341^|^46.2101^|^46.2101^|^341^|^341^|^341^|^341^|^341^|^341^|^341^|^341^|^341^|^341^|^341^|^341^|^341^|^20181211^|^341^|^1^|^341^|^0
341^|^393^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^342^|^342^|^46.2101^|^46.2101^|^342^|^342^|^342^|^342^|^342^|^342^|^342^|^342^|^342^|^342^|^342^|^342^|^342^|^20180506^|^342^|^1^|^342^|^0
342^|^394^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^343^|^343^|^46.2101^|^46.2101^|^343^|^343^|^343^|^343^|^343^|^343^|^343^|^343^|^343^|^343^|^343^|^343^|^343^|^20181219^|^343^|^1^|^343^|^0
343^|^395^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^344^|^344^|^46.2101^|^46.2101^|^344^|^344^|^344^|^344^|^344^|^344^|^344^|^344^|^344^|^344^|^344^|^344^|^344^|^20181113^|^344^|^1^|^344^|^0
344^|^396^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^345^|^345^|^46.2101^|^46.2101^|^345^|^345^|^345^|^345^|^345^|^345^|^345^|^345^|^345^|^345^|^345^|^345^|^345^|^20181202^|^345^|^1^|^345^|^0
345^|^397^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^346^|^346^|^46.2101^|^46.2101^|^346^|^346^|^346^|^346^|^346^|^346^|^346^|^346^|^346^|^346^|^346^|^346^|^346^|^20180207^|^346^|^1^|^346^|^0
346^|^398^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^347^|^347^|^46.2101^|^46.2101^|^347^|^347^|^347^|^347^|^347^|^347^|^347^|^347^|^347^|^347^|^347^|^347^|^347^|^20181209^|^347^|^1^|^347^|^0
347^|^399^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^348^|^348^|^46.2101^|^46.2101^|^348^|^348^|^348^|^348^|^348^|^348^|^348^|^348^|^348^|^348^|^348^|^348^|^348^|^20180720^|^348^|^1^|^348^|^0
348^|^400^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^349^|^349^|^46.2101^|^46.2101^|^349^|^349^|^349^|^349^|^349^|^349^|^349^|^349^|^349^|^349^|^349^|^349^|^349^|^20181228^|^349^|^1^|^349^|^0
349^|^401^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^350^|^350^|^46.2101^|^46.2101^|^350^|^350^|^350^|^350^|^350^|^350^|^350^|^350^|^350^|^350^|^350^|^350^|^350^|^20181021^|^350^|^1^|^350^|^0
350^|^402^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^351^|^351^|^46.2101^|^46.2101^|^351^|^351^|^351^|^351^|^351^|^351^|^351^|^351^|^351^|^351^|^351^|^351^|^351^|^20180602^|^351^|^1^|^351^|^0
351^|^403^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^352^|^352^|^46.2101^|^46.2101^|^352^|^352^|^352^|^352^|^352^|^352^|^352^|^352^|^352^|^352^|^352^|^352^|^352^|^20180326^|^352^|^1^|^352^|^0
352^|^404^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^353^|^353^|^46.2101^|^46.2101^|^353^|^353^|^353^|^353^|^353^|^353^|^353^|^353^|^353^|^353^|^353^|^353^|^353^|^20180905^|^353^|^1^|^353^|^0
353^|^405^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^354^|^354^|^46.2101^|^46.2101^|^354^|^354^|^354^|^354^|^354^|^354^|^354^|^354^|^354^|^354^|^354^|^354^|^354^|^20180128^|^354^|^1^|^354^|^0
354^|^406^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^355^|^355^|^46.2101^|^46.2101^|^355^|^355^|^355^|^355^|^355^|^355^|^355^|^355^|^355^|^355^|^355^|^355^|^355^|^20180830^|^355^|^1^|^355^|^0
355^|^407^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^356^|^356^|^46.2101^|^46.2101^|^356^|^356^|^356^|^356^|^356^|^356^|^356^|^356^|^356^|^356^|^356^|^356^|^356^|^20181221^|^356^|^1^|^356^|^0
356^|^408^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^357^|^357^|^46.2101^|^46.2101^|^357^|^357^|^357^|^357^|^357^|^357^|^357^|^357^|^357^|^357^|^357^|^357^|^357^|^20181005^|^357^|^1^|^357^|^0
357^|^409^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^358^|^358^|^46.2101^|^46.2101^|^358^|^358^|^358^|^358^|^358^|^358^|^358^|^358^|^358^|^358^|^358^|^358^|^358^|^20180209^|^358^|^1^|^358^|^0
