soc^|^target_tariff_option^|^effective_date^|^feature_code^|^tier_level_code^|^business_category^|^dwh_source_ind^|^market_code^|^dwh_valid_from^|^dwh_valid_until^|^rate_eu^|^suspension_amt_eu^|^expiration_date^|^eu_bpn_rate^|^sys_creation_date^|^sys_creation_time^|^sys_update_date^|^sys_update_time^|^operator_id^|^application_id^|^dwh_status^|^dwh_lfd_nr
VDBASE01^|^ALLTO^|^20181223^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181128^|^20200914^|^163^|^133^|^20180506^|^143^|^20180413^|^161^|^20180120^|^213^|^173^|^MMC^|^AC^|^165
VDBASE01^|^ALLTO^|^20180307^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180531^|^20200822^|^164^|^134^|^20180108^|^144^|^20180103^|^162^|^20180608^|^214^|^174^|^MMC^|^AC^|^166
VDBASE01^|^ALLTO^|^20180104^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180101^|^20201229^|^165^|^135^|^20180617^|^145^|^20180314^|^163^|^20180122^|^215^|^175^|^MMC^|^AC^|^167
VDBASE01^|^ALLTO^|^20180215^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180505^|^20200911^|^166^|^136^|^20180622^|^146^|^20180813^|^164^|^20180712^|^216^|^176^|^MMC^|^AC^|^168
VDBASE01^|^ALLTO^|^20180222^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181113^|^20201029^|^167^|^137^|^20180314^|^147^|^20180607^|^165^|^20180130^|^217^|^177^|^MMC^|^AC^|^169
VDBASE01^|^ALLTO^|^20180409^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180519^|^20200810^|^168^|^138^|^20180607^|^148^|^20181229^|^166^|^20180421^|^218^|^178^|^MMC^|^AC^|^170
VDBASE01^|^ALLTO^|^20180609^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180227^|^20200607^|^169^|^139^|^20180213^|^149^|^20181229^|^167^|^20181110^|^219^|^179^|^MMC^|^AC^|^171
VDBASE01^|^ALLTO^|^20180721^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180216^|^20200814^|^170^|^140^|^20180704^|^150^|^20180121^|^168^|^20180306^|^220^|^180^|^MMC^|^AC^|^172
VDBASE01^|^ALLTO^|^20180719^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180212^|^20200626^|^171^|^141^|^20180511^|^151^|^20181227^|^169^|^20181002^|^221^|^181^|^MMC^|^AC^|^173
VDBASE01^|^ALLTO^|^20181128^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180214^|^20200728^|^172^|^142^|^20180829^|^152^|^20181119^|^170^|^20180106^|^222^|^182^|^MMC^|^AC^|^174
VDBASE01^|^ALLTO^|^20181223^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181018^|^20201203^|^173^|^143^|^20180616^|^153^|^20180531^|^171^|^20180419^|^223^|^183^|^MMC^|^AC^|^175
VDBASE01^|^ALLTO^|^20180308^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180228^|^20200926^|^174^|^144^|^20181229^|^154^|^20181219^|^172^|^20181113^|^224^|^184^|^MMC^|^AC^|^176
VDBASE01^|^ALLTO^|^20180301^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180731^|^20201019^|^175^|^145^|^20180402^|^155^|^20181016^|^173^|^20180220^|^225^|^185^|^MMC^|^AC^|^177
VDBASE01^|^ALLTO^|^20180902^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180302^|^20200603^|^176^|^146^|^20180927^|^156^|^20180810^|^174^|^20180526^|^226^|^186^|^MMC^|^AC^|^178
VDBASE01^|^ALLTO^|^20180225^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181220^|^20200723^|^177^|^147^|^20181001^|^157^|^20180128^|^175^|^20180910^|^227^|^187^|^MMC^|^AC^|^179
VDBASE01^|^ALLTO^|^20180317^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180810^|^20200911^|^178^|^148^|^20180113^|^158^|^20180819^|^176^|^20180209^|^228^|^188^|^MMC^|^AC^|^180
VDBASE01^|^ALLTO^|^20180704^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180514^|^20200811^|^179^|^149^|^20180329^|^159^|^20181014^|^177^|^20180625^|^229^|^189^|^MMC^|^AC^|^181
VDBASE01^|^ALLTO^|^20180817^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180619^|^20200524^|^180^|^150^|^20180312^|^160^|^20180924^|^178^|^20180123^|^230^|^190^|^MMC^|^AC^|^182
VDBASE01^|^ALLTO^|^20181106^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180317^|^20200527^|^181^|^151^|^20180504^|^161^|^20181125^|^179^|^20180512^|^231^|^191^|^MMC^|^AC^|^183
VDBASE01^|^ALLTO^|^20181229^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181129^|^20200801^|^182^|^152^|^20180901^|^162^|^20180410^|^180^|^20180429^|^232^|^192^|^MMC^|^AC^|^184
VDBASE01^|^ALLTO^|^20180219^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180524^|^20201113^|^183^|^153^|^20180809^|^163^|^20180520^|^181^|^20180414^|^233^|^193^|^MMC^|^AC^|^185
VDBASE01^|^ALLTO^|^20180923^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181125^|^20201127^|^184^|^154^|^20181215^|^164^|^20180401^|^182^|^20180108^|^234^|^194^|^MMC^|^AC^|^186
VDBASE01^|^ALLTO^|^20180113^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180829^|^20200717^|^185^|^155^|^20180219^|^165^|^20180309^|^183^|^20181101^|^235^|^195^|^MMC^|^AC^|^187
VDBASE01^|^ALLTO^|^20180531^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181123^|^20200808^|^186^|^156^|^20180702^|^166^|^20180909^|^184^|^20180218^|^236^|^196^|^MMC^|^AC^|^188
VDBASE01^|^ALLTO^|^20180829^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180521^|^20200627^|^187^|^157^|^20180903^|^167^|^20180530^|^185^|^20180828^|^237^|^197^|^MMC^|^AC^|^189
VDBASE01^|^ALLTO^|^20180402^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180418^|^20200929^|^188^|^158^|^20181016^|^168^|^20180225^|^186^|^20181124^|^238^|^198^|^MMC^|^AC^|^190
VDBASE01^|^ALLTO^|^20180112^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181115^|^20201129^|^189^|^159^|^20180709^|^169^|^20180829^|^187^|^20180303^|^239^|^199^|^MMC^|^AC^|^191
VDBASE01^|^ALLTO^|^20181107^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180116^|^20200717^|^190^|^160^|^20180820^|^170^|^20180909^|^188^|^20180119^|^240^|^200^|^MMC^|^AC^|^192
VDBASE01^|^ALLTO^|^20180124^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180116^|^20200614^|^191^|^161^|^20181212^|^171^|^20180511^|^189^|^20180526^|^241^|^201^|^MMC^|^AC^|^193
VDBASE01^|^ALLTO^|^20181006^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180222^|^20201110^|^192^|^162^|^20180606^|^172^|^20180429^|^190^|^20180317^|^242^|^202^|^MMC^|^AC^|^194
VDBASE01^|^ALLTO^|^20180818^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181203^|^20200520^|^193^|^163^|^20181115^|^173^|^20181002^|^191^|^20181117^|^243^|^203^|^MMC^|^AC^|^195
VDBASE01^|^ALLTO^|^20181227^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180620^|^20201222^|^194^|^164^|^20180620^|^174^|^20180610^|^192^|^20181030^|^244^|^204^|^MMC^|^AC^|^196
VDBASE01^|^ALLTO^|^20180329^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180114^|^20201122^|^195^|^165^|^20180919^|^175^|^20180506^|^193^|^20180624^|^245^|^205^|^MMC^|^AC^|^197
VDBASE01^|^ALLTO^|^20180225^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181116^|^20200906^|^196^|^166^|^20180123^|^176^|^20181003^|^194^|^20180812^|^246^|^206^|^MMC^|^AC^|^198
VDBASE01^|^ALLTO^|^20180629^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181204^|^20201124^|^197^|^167^|^20180628^|^177^|^20180313^|^195^|^20181114^|^247^|^207^|^MMC^|^AC^|^199
VDBASE01^|^ALLTO^|^20180928^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180202^|^20200807^|^198^|^168^|^20181101^|^178^|^20180620^|^196^|^20180326^|^248^|^208^|^MMC^|^AC^|^200
VDBASE01^|^ALLTO^|^20181205^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180326^|^20200723^|^199^|^169^|^20180522^|^179^|^20180130^|^197^|^20180709^|^249^|^209^|^MMC^|^AC^|^201
VDBASE01^|^ALLTO^|^20180622^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180805^|^20201103^|^200^|^170^|^20180716^|^180^|^20180510^|^198^|^20181206^|^250^|^210^|^MMC^|^AC^|^202
VDBASE01^|^ALLTO^|^20180609^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181110^|^20201015^|^201^|^171^|^20180103^|^181^|^20180203^|^199^|^20180224^|^251^|^211^|^MMC^|^AC^|^203
VDBASE01^|^ALLTO^|^20180315^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180320^|^20201201^|^202^|^172^|^20180523^|^182^|^20181103^|^200^|^20180124^|^252^|^212^|^MMC^|^AC^|^204
VDBASE01^|^ALLTO^|^20181210^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180326^|^20200701^|^203^|^173^|^20180218^|^183^|^20181125^|^201^|^20180607^|^253^|^213^|^MMC^|^AC^|^205
VDBASE01^|^ALLTO^|^20180503^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180225^|^20200718^|^204^|^174^|^20180711^|^184^|^20180210^|^202^|^20181022^|^254^|^214^|^MMC^|^AC^|^206
VDBASE01^|^ALLTO^|^20180822^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180924^|^20200501^|^205^|^175^|^20180507^|^185^|^20180715^|^203^|^20180726^|^255^|^215^|^MMC^|^AC^|^207
VDBASE01^|^ALLTO^|^20180407^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180125^|^20201016^|^206^|^176^|^20180202^|^186^|^20180413^|^204^|^20180903^|^256^|^216^|^MMC^|^AC^|^208
VDBASE01^|^ALLTO^|^20180201^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180829^|^20201020^|^207^|^177^|^20180521^|^187^|^20181021^|^205^|^20181128^|^257^|^217^|^MMC^|^AC^|^209
VDBASE01^|^ALLTO^|^20181215^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180719^|^20201008^|^208^|^178^|^20180531^|^188^|^20181230^|^206^|^20180731^|^258^|^218^|^MMC^|^AC^|^210
VDBASE01^|^ALLTO^|^20180721^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181003^|^20200913^|^209^|^179^|^20180805^|^189^|^20180905^|^207^|^20180126^|^259^|^219^|^MMC^|^AC^|^211
VDBASE01^|^ALLTO^|^20180507^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180413^|^20201123^|^210^|^180^|^20180310^|^190^|^20180329^|^208^|^20180906^|^260^|^220^|^MMC^|^AC^|^212
VDBASE01^|^ALLTO^|^20180524^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181020^|^20201215^|^211^|^181^|^20180329^|^191^|^20180904^|^209^|^20181001^|^261^|^221^|^MMC^|^AC^|^213
VDBASE01^|^ALLTO^|^20180107^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180322^|^20201113^|^212^|^182^|^20180913^|^192^|^20181021^|^210^|^20181009^|^262^|^222^|^MMC^|^AC^|^214
VDBASE01^|^ALLTO^|^20180224^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180914^|^20200526^|^213^|^183^|^20180320^|^193^|^20180503^|^211^|^20180326^|^263^|^223^|^MMC^|^AC^|^215
VDBASE01^|^ALLTO^|^20180920^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180223^|^20200711^|^214^|^184^|^20181012^|^194^|^20180715^|^212^|^20181005^|^264^|^224^|^MMC^|^AC^|^216
VDBASE01^|^ALLTO^|^20180105^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180510^|^20201008^|^215^|^185^|^20180718^|^195^|^20180209^|^213^|^20180928^|^265^|^225^|^MMC^|^AC^|^217
VDBASE01^|^ALLTO^|^20180430^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180521^|^20201221^|^216^|^186^|^20181010^|^196^|^20180306^|^214^|^20180205^|^266^|^226^|^MMC^|^AC^|^218
VDBASE01^|^ALLTO^|^20180329^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180916^|^20201214^|^217^|^187^|^20180731^|^197^|^20180912^|^215^|^20180209^|^267^|^227^|^MMC^|^AC^|^219
VDBASE01^|^ALLTO^|^20181207^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181224^|^20200926^|^218^|^188^|^20181222^|^198^|^20180323^|^216^|^20180207^|^268^|^228^|^MMC^|^AC^|^220
VDBASE01^|^ALLTO^|^20180428^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180703^|^20200724^|^219^|^189^|^20180506^|^199^|^20181218^|^217^|^20180222^|^269^|^229^|^MMC^|^AC^|^221
VDBASE01^|^ALLTO^|^20180115^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180926^|^20200920^|^220^|^190^|^20181023^|^200^|^20180503^|^218^|^20180715^|^270^|^230^|^MMC^|^AC^|^222
VDBASE01^|^ALLTO^|^20180113^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180108^|^20200722^|^221^|^191^|^20180913^|^201^|^20180330^|^219^|^20181127^|^271^|^231^|^MMC^|^AC^|^223
VDBASE01^|^ALLTO^|^20180201^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180512^|^20200926^|^222^|^192^|^20181115^|^202^|^20180604^|^220^|^20180604^|^272^|^232^|^MMC^|^AC^|^224
VDBASE01^|^ALLTO^|^20181011^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180403^|^20200811^|^223^|^193^|^20180615^|^203^|^20181120^|^221^|^20180617^|^273^|^233^|^MMC^|^AC^|^225
VDBASE01^|^ALLTO^|^20180411^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180428^|^20200924^|^224^|^194^|^20181112^|^204^|^20180309^|^222^|^20180524^|^274^|^234^|^MMC^|^AC^|^226
VDBASE01^|^ALLTO^|^20180928^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180620^|^20201007^|^225^|^195^|^20180514^|^205^|^20181213^|^223^|^20181229^|^275^|^235^|^MMC^|^AC^|^227
VDBASE01^|^ALLTO^|^20180205^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180823^|^20200722^|^226^|^196^|^20180101^|^206^|^20180310^|^224^|^20180627^|^276^|^236^|^MMC^|^AC^|^228
VDBASE01^|^ALLTO^|^20180401^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181206^|^20201221^|^227^|^197^|^20180219^|^207^|^20180918^|^225^|^20180913^|^277^|^237^|^MMC^|^AC^|^229
VDBASE01^|^ALLTO^|^20181220^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180109^|^20200912^|^228^|^198^|^20181210^|^208^|^20180324^|^226^|^20180712^|^278^|^238^|^MMC^|^AC^|^230
VDBASE01^|^ALLTO^|^20180528^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180416^|^20200528^|^229^|^199^|^20180905^|^209^|^20180319^|^227^|^20181007^|^279^|^239^|^MMC^|^AC^|^231
VDBASE01^|^ALLTO^|^20180311^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180208^|^20201228^|^230^|^200^|^20180926^|^210^|^20181020^|^228^|^20180412^|^280^|^240^|^MMC^|^AC^|^232
VDBASE01^|^ALLTO^|^20180609^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180528^|^20200713^|^231^|^201^|^20181211^|^211^|^20180917^|^229^|^20180722^|^281^|^241^|^MMC^|^AC^|^233
VDBASE01^|^ALLTO^|^20180106^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180606^|^20200710^|^232^|^202^|^20181007^|^212^|^20180404^|^230^|^20180620^|^282^|^242^|^MMC^|^AC^|^234
VDBASE01^|^ALLTO^|^20180110^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180405^|^20200814^|^233^|^203^|^20180728^|^213^|^20180823^|^231^|^20180930^|^283^|^243^|^MMC^|^AC^|^235
VDBASE01^|^ALLTO^|^20180127^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180310^|^20200612^|^234^|^204^|^20180126^|^214^|^20181220^|^232^|^20181004^|^284^|^244^|^MMC^|^AC^|^236
VDBASE01^|^ALLTO^|^20181012^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180221^|^20200701^|^235^|^205^|^20181209^|^215^|^20180221^|^233^|^20180710^|^285^|^245^|^MMC^|^AC^|^237
VDBASE01^|^ALLTO^|^20180612^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180710^|^20200828^|^236^|^206^|^20180406^|^216^|^20180712^|^234^|^20180405^|^286^|^246^|^MMC^|^AC^|^238
VDBASE01^|^ALLTO^|^20180719^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180507^|^20200702^|^237^|^207^|^20181122^|^217^|^20181226^|^235^|^20180914^|^287^|^247^|^MMC^|^AC^|^239
VDBASE01^|^ALLTO^|^20181107^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181210^|^20200901^|^238^|^208^|^20181113^|^218^|^20180208^|^236^|^20181027^|^288^|^248^|^MMC^|^AC^|^240
VDBASE01^|^ALLTO^|^20180510^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180928^|^20200803^|^239^|^209^|^20180217^|^219^|^20181128^|^237^|^20180702^|^289^|^249^|^MMC^|^AC^|^241
VDBASE01^|^ALLTO^|^20180319^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180514^|^20200802^|^240^|^210^|^20180726^|^220^|^20180705^|^238^|^20180715^|^290^|^250^|^MMC^|^AC^|^242
VDBASE01^|^ALLTO^|^20180818^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180928^|^20200613^|^241^|^211^|^20180610^|^221^|^20180422^|^239^|^20180912^|^291^|^251^|^MMC^|^AC^|^243
VDBASE01^|^ALLTO^|^20180805^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181206^|^20201128^|^242^|^212^|^20180228^|^222^|^20180818^|^240^|^20180921^|^292^|^252^|^MMC^|^AC^|^244
VDBASE01^|^ALLTO^|^20181017^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181029^|^20200819^|^243^|^213^|^20180107^|^223^|^20180217^|^241^|^20180512^|^293^|^253^|^MMC^|^AC^|^245
VDBASE01^|^ALLTO^|^20180112^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180307^|^20200714^|^244^|^214^|^20181207^|^224^|^20180814^|^242^|^20180402^|^294^|^254^|^MMC^|^AC^|^246
VDBASE01^|^ALLTO^|^20181115^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180311^|^20200724^|^245^|^215^|^20180430^|^225^|^20180227^|^243^|^20180717^|^295^|^255^|^MMC^|^AC^|^247
VDBASE01^|^ALLTO^|^20181209^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181106^|^20200507^|^246^|^216^|^20180603^|^226^|^20180619^|^244^|^20181213^|^296^|^256^|^MMC^|^AC^|^248
VDBASE01^|^ALLTO^|^20181225^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180814^|^20200930^|^247^|^217^|^20180415^|^227^|^20181109^|^245^|^20180706^|^297^|^257^|^MMC^|^AC^|^249
VDBASE01^|^ALLTO^|^20180419^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181008^|^20201026^|^248^|^218^|^20180328^|^228^|^20181113^|^246^|^20181126^|^298^|^258^|^MMC^|^AC^|^250
VDBASE01^|^ALLTO^|^20180510^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180719^|^20201103^|^249^|^219^|^20180217^|^229^|^20180707^|^247^|^20180727^|^299^|^259^|^MMC^|^AC^|^251
VDBASE01^|^ALLTO^|^20180625^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180417^|^20201031^|^250^|^220^|^20181103^|^230^|^20181026^|^248^|^20180522^|^300^|^260^|^MMC^|^AC^|^252
VDBASE01^|^ALLTO^|^20181204^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180421^|^20200502^|^251^|^221^|^20180110^|^231^|^20180820^|^249^|^20180603^|^301^|^261^|^MMC^|^AC^|^253
VDBASE01^|^ALLTO^|^20180130^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180901^|^20200809^|^252^|^222^|^20180226^|^232^|^20180811^|^250^|^20180101^|^302^|^262^|^MMC^|^AC^|^254
VDBASE01^|^ALLTO^|^20180720^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180330^|^20200614^|^253^|^223^|^20180402^|^233^|^20180114^|^251^|^20180502^|^303^|^263^|^MMC^|^AC^|^255
VDBASE01^|^ALLTO^|^20181018^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180718^|^20201028^|^254^|^224^|^20180620^|^234^|^20180918^|^252^|^20180516^|^304^|^264^|^MMC^|^AC^|^256
VDBASE01^|^ALLTO^|^20180716^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181205^|^20200528^|^255^|^225^|^20181211^|^235^|^20180530^|^253^|^20181202^|^305^|^265^|^MMC^|^AC^|^257
VDBASE01^|^ALLTO^|^20180424^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180322^|^20200625^|^256^|^226^|^20180204^|^236^|^20180712^|^254^|^20180814^|^306^|^266^|^MMC^|^AC^|^258
VDBASE01^|^ALLTO^|^20180730^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180715^|^20201109^|^257^|^227^|^20181022^|^237^|^20180910^|^255^|^20180822^|^307^|^267^|^MMC^|^AC^|^259
VDBASE01^|^ALLTO^|^20180905^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180813^|^20201207^|^258^|^228^|^20180113^|^238^|^20180729^|^256^|^20180317^|^308^|^268^|^MMC^|^AC^|^260
VDBASE01^|^ALLTO^|^20180610^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181003^|^20200506^|^259^|^229^|^20180918^|^239^|^20180613^|^257^|^20180607^|^309^|^269^|^MMC^|^AC^|^261
VDBASE01^|^ALLTO^|^20180906^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180722^|^20200602^|^260^|^230^|^20180504^|^240^|^20181121^|^258^|^20181202^|^310^|^270^|^MMC^|^AC^|^262
VDBASE01^|^ALLTO^|^20181230^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181217^|^20200819^|^261^|^231^|^20180118^|^241^|^20180109^|^259^|^20180506^|^311^|^271^|^MMC^|^AC^|^263
VDBASE01^|^ALLTO^|^20180619^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180206^|^20200806^|^262^|^232^|^20181210^|^242^|^20180715^|^260^|^20180624^|^312^|^272^|^MMC^|^AC^|^264
VDBASE01^|^ALLTO^|^20180609^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180620^|^20201004^|^263^|^233^|^20180829^|^243^|^20180203^|^261^|^20181223^|^313^|^273^|^MMC^|^AC^|^265
VDBASE01^|^ALLTO^|^20180502^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180701^|^20201204^|^264^|^234^|^20180502^|^244^|^20180125^|^262^|^20181201^|^314^|^274^|^MMC^|^AC^|^266
VDBASE01^|^ALLTO^|^20180427^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181129^|^20200615^|^265^|^235^|^20180616^|^245^|^20180903^|^263^|^20180407^|^315^|^275^|^MMC^|^AC^|^267
VDBASE01^|^ALLTO^|^20181203^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180331^|^20201123^|^266^|^236^|^20180820^|^246^|^20181106^|^264^|^20180730^|^316^|^276^|^MMC^|^AC^|^268
VDBASE01^|^ALLTO^|^20180108^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180814^|^20200601^|^267^|^237^|^20180527^|^247^|^20181019^|^265^|^20180709^|^317^|^277^|^MMC^|^AC^|^269
VDBASE01^|^ALLTO^|^20180903^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181117^|^20201109^|^268^|^238^|^20180210^|^248^|^20180620^|^266^|^20180115^|^318^|^278^|^MMC^|^AC^|^270
VDBASE01^|^ALLTO^|^20180518^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181009^|^20200615^|^269^|^239^|^20180417^|^249^|^20180518^|^267^|^20180311^|^319^|^279^|^MMC^|^AC^|^271
VDBASE01^|^ALLTO^|^20180911^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180405^|^20200526^|^270^|^240^|^20180724^|^250^|^20180725^|^268^|^20180620^|^320^|^280^|^MMC^|^AC^|^272
VDBASE01^|^ALLTO^|^20180703^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180224^|^20200920^|^271^|^241^|^20180430^|^251^|^20180123^|^269^|^20180104^|^321^|^281^|^MMC^|^AC^|^273
VDBASE01^|^ALLTO^|^20181021^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180420^|^20201226^|^272^|^242^|^20181227^|^252^|^20180420^|^270^|^20180209^|^322^|^282^|^MMC^|^AC^|^274
VDBASE01^|^ALLTO^|^20180917^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180407^|^20201214^|^273^|^243^|^20180826^|^253^|^20180822^|^271^|^20180814^|^323^|^283^|^MMC^|^AC^|^275
VDBASE01^|^ALLTO^|^20180430^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181226^|^20200530^|^274^|^244^|^20180530^|^254^|^20180923^|^272^|^20180508^|^324^|^284^|^MMC^|^AC^|^276
VDBASE01^|^ALLTO^|^20180126^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181029^|^20201018^|^275^|^245^|^20180105^|^255^|^20180411^|^273^|^20180612^|^325^|^285^|^MMC^|^AC^|^277
VDBASE01^|^ALLTO^|^20180224^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180415^|^20201007^|^276^|^246^|^20181102^|^256^|^20181104^|^274^|^20180515^|^326^|^286^|^MMC^|^AC^|^278
VDBASE01^|^ALLTO^|^20181003^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180710^|^20200504^|^277^|^247^|^20180817^|^257^|^20180209^|^275^|^20180103^|^327^|^287^|^MMC^|^AC^|^279
VDBASE01^|^ALLTO^|^20180207^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180124^|^20200616^|^278^|^248^|^20180924^|^258^|^20180110^|^276^|^20180724^|^328^|^288^|^MMC^|^AC^|^280
VDBASE01^|^ALLTO^|^20180730^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20181210^|^20200607^|^279^|^249^|^20180213^|^259^|^20181225^|^277^|^20180327^|^329^|^289^|^MMC^|^AC^|^281
VDBASE01^|^ALLTO^|^20180619^|^RBASIS^|^0^|^SE^|^3^|^MMC^|^20180316^|^20200601^|^280^|^250^|^20181001^|^260^|^20180302^|^278^|^20181116^|^330^|^290^|^MMC^|^AC^|^282
