name^|^value^|^customer_id^|^subscr_id^|^household_id^|^building_id
IsEligibleForCable^|^1^|^89287585^|^3071^|^426157^|^3071
IsEligibleForCable^|^1^|^89287586^|^3072^|^426158^|^3072
IsEligibleForCable^|^1^|^89287587^|^3073^|^426159^|^3073
IsEligibleForCable^|^1^|^89287588^|^3074^|^426160^|^3074
IsEligibleForCable^|^1^|^89287589^|^3075^|^426161^|^3075
IsEligibleForCable^|^1^|^89287590^|^3076^|^426162^|^3076
IsEligibleForCable^|^1^|^89287591^|^3077^|^426163^|^3077
IsEligibleForCable^|^1^|^89287592^|^3078^|^426164^|^3078
IsEligibleForCable^|^1^|^89287593^|^3079^|^426165^|^3079
IsEligibleForCable^|^1^|^89287594^|^3080^|^426166^|^3080
IsEligibleForCable^|^1^|^89287595^|^3081^|^426167^|^3081
IsEligibleForCable^|^1^|^89287596^|^3082^|^426168^|^3082
IsEligibleForCable^|^1^|^89287597^|^3083^|^426169^|^3083
IsEligibleForCable^|^1^|^89287598^|^3084^|^426170^|^3084
IsEligibleForCable^|^1^|^89287599^|^3085^|^426171^|^3085
IsEligibleForCable^|^1^|^89287600^|^3086^|^426172^|^3086
IsEligibleForCable^|^1^|^89287601^|^3087^|^426173^|^3087
IsEligibleForCable^|^1^|^89287602^|^3088^|^426174^|^3088
IsEligibleForCable^|^1^|^89287603^|^3089^|^426175^|^3089
IsEligibleForCable^|^1^|^89287604^|^3090^|^426176^|^3090
IsEligibleForCable^|^1^|^89287605^|^3091^|^426177^|^3091
IsEligibleForCable^|^1^|^89287606^|^3092^|^426178^|^3092
IsEligibleForCable^|^1^|^89287607^|^3093^|^426179^|^3093
IsEligibleForCable^|^1^|^89287608^|^3094^|^426180^|^3094
IsEligibleForCable^|^1^|^89287609^|^3095^|^426181^|^3095
IsEligibleForCable^|^1^|^89287610^|^3096^|^426182^|^3096
IsEligibleForCable^|^1^|^89287611^|^3097^|^426183^|^3097
IsEligibleForCable^|^1^|^89287612^|^3098^|^426184^|^3098
IsEligibleForCable^|^1^|^89287613^|^3099^|^426185^|^3099
IsEligibleForCable^|^1^|^89287614^|^3100^|^426186^|^3100
IsEligibleForCable^|^1^|^89287615^|^3101^|^426187^|^3101
IsEligibleForCable^|^1^|^89287616^|^3102^|^426188^|^3102
IsEligibleForCable^|^1^|^89287617^|^3103^|^426189^|^3103
IsEligibleForCable^|^1^|^89287618^|^3104^|^426190^|^3104
IsEligibleForCable^|^1^|^89287619^|^3105^|^426191^|^3105
IsEligibleForCable^|^1^|^89287620^|^3106^|^426192^|^3106
IsEligibleForCable^|^1^|^89287621^|^3107^|^426193^|^3107
IsEligibleForCable^|^1^|^89287622^|^3108^|^426194^|^3108
IsEligibleForCable^|^1^|^89287623^|^3109^|^426195^|^3109
IsEligibleForCable^|^1^|^89287624^|^3110^|^426196^|^3110
IsEligibleForCable^|^1^|^89287625^|^3111^|^426197^|^3111
IsEligibleForCable^|^1^|^89287626^|^3112^|^426198^|^3112
IsEligibleForCable^|^1^|^89287627^|^3113^|^426199^|^3113
IsEligibleForCable^|^1^|^89287628^|^3114^|^426200^|^3114
IsEligibleForCable^|^1^|^89287629^|^3115^|^426201^|^3115
IsEligibleForCable^|^1^|^89287630^|^3116^|^426202^|^3116
IsEligibleForCable^|^1^|^89287631^|^3117^|^426203^|^3117
IsEligibleForCable^|^1^|^89287632^|^3118^|^426204^|^3118
IsEligibleForCable^|^1^|^89287633^|^3119^|^426205^|^3119
IsEligibleForCable^|^1^|^89287634^|^3120^|^426206^|^3120
IsEligibleForCable^|^1^|^89287635^|^3121^|^426207^|^3121
IsEligibleForCable^|^1^|^89287636^|^3122^|^426208^|^3122
IsEligibleForCable^|^1^|^89287637^|^3123^|^426209^|^3123
IsEligibleForCable^|^1^|^89287638^|^3124^|^426210^|^3124
IsEligibleForCable^|^1^|^89287639^|^3125^|^426211^|^3125
IsEligibleForCable^|^1^|^89287640^|^3126^|^426212^|^3126
IsEligibleForCable^|^1^|^89287641^|^3127^|^426213^|^3127
IsEligibleForCable^|^1^|^89287642^|^3128^|^426214^|^3128
IsEligibleForCable^|^1^|^89287643^|^3129^|^426215^|^3129
IsEligibleForCable^|^1^|^89287644^|^3130^|^426216^|^3130
IsEligibleForCable^|^1^|^89287645^|^3131^|^426217^|^3131
IsEligibleForCable^|^1^|^89287646^|^3132^|^426218^|^3132
IsEligibleForCable^|^1^|^89287647^|^3133^|^426219^|^3133
IsEligibleForCable^|^1^|^89287648^|^3134^|^426220^|^3134
IsEligibleForCable^|^1^|^89287649^|^3135^|^426221^|^3135
IsEligibleForCable^|^1^|^89287650^|^3136^|^426222^|^3136
IsEligibleForCable^|^1^|^89287651^|^3137^|^426223^|^3137
IsEligibleForCable^|^1^|^89287652^|^3138^|^426224^|^3138
IsEligibleForCable^|^1^|^89287653^|^3139^|^426225^|^3139
IsEligibleForCable^|^1^|^89287654^|^3140^|^426226^|^3140
IsEligibleForCable^|^1^|^89287655^|^3141^|^426227^|^3141
IsEligibleForCable^|^1^|^89287656^|^3142^|^426228^|^3142
IsEligibleForCable^|^1^|^89287657^|^3143^|^426229^|^3143
IsEligibleForCable^|^1^|^89287658^|^3144^|^426230^|^3144
IsEligibleForCable^|^1^|^89287659^|^3145^|^426231^|^3145
IsEligibleForCable^|^1^|^89287660^|^3146^|^426232^|^3146
IsEligibleForCable^|^1^|^89287661^|^3147^|^426233^|^3147
IsEligibleForCable^|^1^|^89287662^|^3148^|^426234^|^3148
IsEligibleForCable^|^1^|^89287663^|^3149^|^426235^|^3149
IsEligibleForCable^|^1^|^89287664^|^3150^|^426236^|^3150
IsEligibleForCable^|^1^|^89287665^|^3151^|^426237^|^3151
IsEligibleForCable^|^1^|^89287666^|^3152^|^426238^|^3152
IsEligibleForCable^|^1^|^89287667^|^3153^|^426239^|^3153
IsEligibleForCable^|^1^|^89287668^|^3154^|^426240^|^3154
IsEligibleForCable^|^1^|^89287669^|^3155^|^426241^|^3155
IsEligibleForCable^|^1^|^89287670^|^3156^|^426242^|^3156
IsEligibleForCable^|^1^|^89287671^|^3157^|^426243^|^3157
IsEligibleForCable^|^1^|^89287672^|^3158^|^426244^|^3158
IsEligibleForCable^|^1^|^89287673^|^3159^|^426245^|^3159
IsEligibleForCable^|^1^|^89287674^|^3160^|^426246^|^3160
IsEligibleForCable^|^1^|^89287675^|^3161^|^426247^|^3161
IsEligibleForCable^|^1^|^89287676^|^3162^|^426248^|^3162
IsEligibleForCable^|^1^|^89287677^|^3163^|^426249^|^3163
IsEligibleForCable^|^1^|^89287678^|^3164^|^426250^|^3164
IsEligibleForCable^|^1^|^89287679^|^3165^|^426251^|^3165
IsEligibleForCable^|^1^|^89287680^|^3166^|^426252^|^3166
IsEligibleForCable^|^1^|^89287681^|^3167^|^426253^|^3167
IsEligibleForCable^|^1^|^89287682^|^3168^|^426254^|^3168
IsEligibleForCable^|^1^|^89287683^|^3169^|^426255^|^3169
IsEligibleForCable^|^1^|^89287684^|^3170^|^426256^|^3170
IsEligibleForCable^|^1^|^89287685^|^3171^|^426257^|^3171
IsEligibleForCable^|^1^|^89287686^|^3172^|^426258^|^3172
IsEligibleForCable^|^1^|^89287687^|^3173^|^426259^|^3173
IsEligibleForCable^|^1^|^89287688^|^3174^|^426260^|^3174
IsEligibleForCable^|^1^|^89287689^|^3175^|^426261^|^3175
IsEligibleForCable^|^1^|^89287690^|^3176^|^426262^|^3176
IsEligibleForCable^|^1^|^89287691^|^3177^|^426263^|^3177
IsEligibleForCable^|^1^|^89287692^|^3178^|^426264^|^3178
IsEligibleForCable^|^1^|^89287693^|^3179^|^426265^|^3179
IsEligibleForCable^|^1^|^89287694^|^3180^|^426266^|^3180
IsEligibleForCable^|^1^|^89287695^|^3181^|^426267^|^3181
IsEligibleForCable^|^1^|^89287696^|^3182^|^426268^|^3182
IsEligibleForCable^|^1^|^89287697^|^3183^|^426269^|^3183
IsEligibleForCable^|^1^|^89287698^|^3184^|^426270^|^3184
IsEligibleForCable^|^1^|^89287699^|^3185^|^426271^|^3185
IsEligibleForCable^|^1^|^89287700^|^3186^|^426272^|^3186
IsEligibleForCable^|^1^|^89287701^|^3187^|^426273^|^3187
IsEligibleForCable^|^1^|^89287702^|^3188^|^426274^|^3188
IsEligibleForCable^|^1^|^89287703^|^3189^|^426275^|^3189
IsEligibleForCable^|^1^|^89287704^|^3190^|^426276^|^3190
IsEligibleForCable^|^1^|^89287705^|^3191^|^426277^|^3191
IsEligibleForCable^|^1^|^89287706^|^3192^|^426278^|^3192
IsEligibleForCable^|^1^|^89287707^|^3193^|^426279^|^3193
IsEligibleForCable^|^1^|^89287708^|^3194^|^426280^|^3194
IsEligibleForCable^|^1^|^89287709^|^3195^|^426281^|^3195
IsEligibleForCable^|^1^|^89287710^|^3196^|^426282^|^3196
IsEligibleForCable^|^1^|^89287711^|^3197^|^426283^|^3197
IsEligibleForCable^|^1^|^89287712^|^3198^|^426284^|^3198
IsEligibleForCable^|^1^|^89287713^|^3199^|^426285^|^3199
IsEligibleForCable^|^1^|^89287714^|^3200^|^426286^|^3200
IsEligibleForCable^|^1^|^89287715^|^3201^|^426287^|^3201
IsEligibleForCable^|^1^|^89287716^|^3202^|^426288^|^3202
IsEligibleForCable^|^1^|^89287717^|^3203^|^426289^|^3203
IsEligibleForCable^|^1^|^89287718^|^3204^|^426290^|^3204
IsEligibleForCable^|^1^|^89287719^|^3205^|^426291^|^3205
IsEligibleForCable^|^1^|^89287720^|^3206^|^426292^|^3206
IsEligibleForCable^|^1^|^89287721^|^3207^|^426293^|^3207
IsEligibleForCable^|^1^|^89287722^|^3208^|^426294^|^3208
IsEligibleForCable^|^1^|^89287723^|^3209^|^426295^|^3209
IsEligibleForCable^|^1^|^89287724^|^3210^|^426296^|^3210
IsEligibleForCable^|^1^|^89287725^|^3211^|^426297^|^3211
IsEligibleForCable^|^1^|^89287726^|^3212^|^426298^|^3212
IsEligibleForCable^|^1^|^89287727^|^3213^|^426299^|^3213
IsEligibleForCable^|^1^|^89287728^|^3214^|^426300^|^3214
IsEligibleForCable^|^1^|^89287729^|^3215^|^426301^|^3215
IsEligibleForCable^|^1^|^89287730^|^3216^|^426302^|^3216
IsEligibleForCable^|^1^|^89287731^|^3217^|^426303^|^3217
IsEligibleForCable^|^1^|^89287732^|^3218^|^426304^|^3218
IsEligibleForCable^|^1^|^89287733^|^3219^|^426305^|^3219
IsEligibleForCable^|^1^|^89287734^|^3220^|^426306^|^3220
IsEligibleForCable^|^1^|^89287735^|^3221^|^426307^|^3221
IsEligibleForCable^|^1^|^89287736^|^3222^|^426308^|^3222
IsEligibleForCable^|^1^|^89287737^|^3223^|^426309^|^3223
IsEligibleForCable^|^1^|^89287738^|^3224^|^426310^|^3224
IsEligibleForCable^|^1^|^89287739^|^3225^|^426311^|^3225
IsEligibleForCable^|^1^|^89287740^|^3226^|^426312^|^3226
IsEligibleForCable^|^1^|^89287741^|^3227^|^426313^|^3227
IsEligibleForCable^|^1^|^89287742^|^3228^|^426314^|^3228
IsEligibleForCable^|^1^|^89287743^|^3229^|^426315^|^3229
IsEligibleForCable^|^1^|^89287744^|^3230^|^426316^|^3230
IsEligibleForCable^|^1^|^89287745^|^3231^|^426317^|^3231
IsEligibleForCable^|^1^|^89287746^|^3232^|^426318^|^3232
IsEligibleForCable^|^1^|^89287747^|^3233^|^426319^|^3233
IsEligibleForCable^|^1^|^89287748^|^3234^|^426320^|^3234
IsEligibleForCable^|^1^|^89287749^|^3235^|^426321^|^3235
IsEligibleForCable^|^1^|^89287750^|^3236^|^426322^|^3236
IsEligibleForCable^|^1^|^89287751^|^3237^|^426323^|^3237
IsEligibleForCable^|^1^|^89287752^|^3238^|^426324^|^3238
IsEligibleForCable^|^1^|^89287753^|^3239^|^426325^|^3239
IsEligibleForCable^|^1^|^89287754^|^3240^|^426326^|^3240
IsEligibleForCable^|^1^|^89287755^|^3241^|^426327^|^3241
IsEligibleForCable^|^1^|^89287756^|^3242^|^426328^|^3242
IsEligibleForCable^|^1^|^89287757^|^3243^|^426329^|^3243
IsEligibleForCable^|^1^|^89287758^|^3244^|^426330^|^3244
IsEligibleForCable^|^1^|^89287759^|^3245^|^426331^|^3245
IsEligibleForCable^|^1^|^89287760^|^3246^|^426332^|^3246
IsEligibleForCable^|^1^|^89287761^|^3247^|^426333^|^3247
IsEligibleForCable^|^1^|^89287762^|^3248^|^426334^|^3248
IsEligibleForCable^|^1^|^89287763^|^3249^|^426335^|^3249
IsEligibleForCable^|^1^|^89287764^|^3250^|^426336^|^3250
IsEligibleForCable^|^1^|^89287765^|^3251^|^426337^|^3251
IsEligibleForCable^|^1^|^89287766^|^3252^|^426338^|^3252
IsEligibleForCable^|^1^|^89287767^|^3253^|^426339^|^3253
IsEligibleForCable^|^1^|^89287768^|^3254^|^426340^|^3254
IsEligibleForCable^|^1^|^89287769^|^3255^|^426341^|^3255
IsEligibleForCable^|^1^|^89287770^|^3256^|^426342^|^3256
IsEligibleForCable^|^1^|^89287771^|^3257^|^426343^|^3257
IsEligibleForCable^|^1^|^89287772^|^3258^|^426344^|^3258
IsEligibleForCable^|^1^|^89287773^|^3259^|^426345^|^3259
IsEligibleForCable^|^1^|^89287774^|^3260^|^426346^|^3260
IsEligibleForCable^|^1^|^89287775^|^3261^|^426347^|^3261
IsEligibleForCable^|^1^|^89287776^|^3262^|^426348^|^3262
IsEligibleForCable^|^1^|^89287777^|^3263^|^426349^|^3263
IsEligibleForCable^|^1^|^89287778^|^3264^|^426350^|^3264
IsEligibleForCable^|^1^|^89287779^|^3265^|^426351^|^3265
IsEligibleForCable^|^1^|^89287780^|^3266^|^426352^|^3266
IsEligibleForCable^|^1^|^89287781^|^3267^|^426353^|^3267
IsEligibleForCable^|^1^|^89287782^|^3268^|^426354^|^3268
IsEligibleForCable^|^1^|^89287783^|^3269^|^426355^|^3269
IsEligibleForCable^|^1^|^89287784^|^3270^|^426356^|^3270
IsEligibleForCable^|^1^|^89287785^|^3271^|^426357^|^3271
IsEligibleForCable^|^1^|^89287786^|^3272^|^426358^|^3272
IsEligibleForCable^|^1^|^89287787^|^3273^|^426359^|^3273
IsEligibleForCable^|^1^|^89287788^|^3274^|^426360^|^3274
IsEligibleForCable^|^1^|^89287789^|^3275^|^426361^|^3275
IsEligibleForCable^|^1^|^89287790^|^3276^|^426362^|^3276
IsEligibleForCable^|^1^|^89287791^|^3277^|^426363^|^3277
IsEligibleForCable^|^1^|^89287792^|^3278^|^426364^|^3278
IsEligibleForCable^|^1^|^89287793^|^3279^|^426365^|^3279
IsEligibleForCable^|^1^|^89287794^|^3280^|^426366^|^3280
IsEligibleForCable^|^1^|^89287795^|^3281^|^426367^|^3281
IsEligibleForCable^|^1^|^89287796^|^3282^|^426368^|^3282
IsEligibleForCable^|^1^|^89287797^|^3283^|^426369^|^3283
IsEligibleForCable^|^1^|^89287798^|^3284^|^426370^|^3284
IsEligibleForCable^|^1^|^89287799^|^3285^|^426371^|^3285
IsEligibleForCable^|^1^|^89287800^|^3286^|^426372^|^3286
IsEligibleForCable^|^1^|^89287801^|^3287^|^426373^|^3287
IsEligibleForCable^|^1^|^89287802^|^3288^|^426374^|^3288
IsEligibleForCable^|^1^|^89287803^|^3289^|^426375^|^3289
IsEligibleForCable^|^1^|^89287804^|^3290^|^426376^|^3290
IsEligibleForCable^|^1^|^89287805^|^3291^|^426377^|^3291
IsEligibleForCable^|^1^|^89287806^|^3292^|^426378^|^3292
IsEligibleForCable^|^1^|^89287807^|^3293^|^426379^|^3293
IsEligibleForCable^|^1^|^89287808^|^3294^|^426380^|^3294
IsEligibleForCable^|^1^|^89287809^|^3295^|^426381^|^3295
IsEligibleForCable^|^1^|^89287810^|^3296^|^426382^|^3296
IsEligibleForCable^|^1^|^89287811^|^3297^|^426383^|^3297
IsEligibleForCable^|^1^|^89287812^|^3298^|^426384^|^3298
IsEligibleForCable^|^1^|^89287813^|^3299^|^426385^|^3299
IsEligibleForCable^|^1^|^89287814^|^3300^|^426386^|^3300
IsEligibleForCable^|^1^|^89287815^|^3301^|^426387^|^3301
IsEligibleForCable^|^1^|^89287816^|^3302^|^426388^|^3302
IsEligibleForCable^|^1^|^89287817^|^3303^|^426389^|^3303
IsEligibleForCable^|^1^|^89287818^|^3304^|^426390^|^3304
IsEligibleForCable^|^1^|^89287819^|^3305^|^426391^|^3305
IsEligibleForCable^|^1^|^89287820^|^3306^|^426392^|^3306
IsEligibleForCable^|^1^|^89287821^|^3307^|^426393^|^3307
IsEligibleForCable^|^1^|^89287822^|^3308^|^426394^|^3308
IsEligibleForCable^|^1^|^89287823^|^3309^|^426395^|^3309
IsEligibleForCable^|^1^|^89287824^|^3310^|^426396^|^3310
IsEligibleForCable^|^1^|^89287825^|^3311^|^426397^|^3311
IsEligibleForCable^|^1^|^89287826^|^3312^|^426398^|^3312
IsEligibleForCable^|^1^|^89287827^|^3313^|^426399^|^3313
IsEligibleForCable^|^1^|^89287828^|^3314^|^426400^|^3314
IsEligibleForCable^|^1^|^89287829^|^3315^|^426401^|^3315
IsEligibleForCable^|^1^|^89287830^|^3316^|^426402^|^3316
IsEligibleForCable^|^1^|^89287831^|^3317^|^426403^|^3317
IsEligibleForCable^|^1^|^89287832^|^3318^|^426404^|^3318
IsEligibleForCable^|^1^|^89287833^|^3319^|^426405^|^3319
IsEligibleForCable^|^1^|^89287834^|^3320^|^426406^|^3320
IsEligibleForCable^|^1^|^89287835^|^3321^|^426407^|^3321
IsEligibleForCable^|^1^|^89287836^|^3322^|^426408^|^3322
IsEligibleForCable^|^1^|^89287837^|^3323^|^426409^|^3323
IsEligibleForCable^|^1^|^89287838^|^3324^|^426410^|^3324
IsEligibleForCable^|^1^|^89287839^|^3325^|^426411^|^3325
IsEligibleForCable^|^1^|^89287840^|^3326^|^426412^|^3326
IsEligibleForCable^|^1^|^89287841^|^3327^|^426413^|^3327
IsEligibleForCable^|^1^|^89287842^|^3328^|^426414^|^3328
IsEligibleForCable^|^1^|^89287843^|^3329^|^426415^|^3329
IsEligibleForCable^|^1^|^89287844^|^3330^|^426416^|^3330
IsEligibleForCable^|^1^|^89287845^|^3331^|^426417^|^3331
IsEligibleForCable^|^1^|^89287846^|^3332^|^426418^|^3332
IsEligibleForCable^|^1^|^89287847^|^3333^|^426419^|^3333
IsEligibleForCable^|^1^|^89287848^|^3334^|^426420^|^3334
IsEligibleForCable^|^1^|^89287849^|^3335^|^426421^|^3335
IsEligibleForCable^|^1^|^89287850^|^3336^|^426422^|^3336
IsEligibleForCable^|^1^|^89287851^|^3337^|^426423^|^3337
IsEligibleForCable^|^1^|^89287852^|^3338^|^426424^|^3338
IsEligibleForCable^|^1^|^89287853^|^3339^|^426425^|^3339
IsEligibleForCable^|^1^|^89287854^|^3340^|^426426^|^3340
IsEligibleForCable^|^1^|^89287855^|^3341^|^426427^|^3341
IsEligibleForCable^|^1^|^89287856^|^3342^|^426428^|^3342
IsEligibleForCable^|^1^|^89287857^|^3343^|^426429^|^3343
IsEligibleForCable^|^1^|^89287858^|^3344^|^426430^|^3344
IsEligibleForCable^|^1^|^89287859^|^3345^|^426431^|^3345
IsEligibleForCable^|^1^|^89287860^|^3346^|^426432^|^3346
IsEligibleForCable^|^1^|^89287861^|^3347^|^426433^|^3347
IsEligibleForCable^|^1^|^89287862^|^3348^|^426434^|^3348
IsEligibleForCable^|^1^|^89287863^|^3349^|^426435^|^3349
IsEligibleForCable^|^1^|^89287864^|^3350^|^426436^|^3350
IsEligibleForCable^|^1^|^89287865^|^3351^|^426437^|^3351
IsEligibleForCable^|^1^|^89287866^|^3352^|^426438^|^3352
IsEligibleForCable^|^1^|^89287867^|^3353^|^426439^|^3353
IsEligibleForCable^|^1^|^89287868^|^3354^|^426440^|^3354
IsEligibleForCable^|^1^|^89287869^|^3355^|^426441^|^3355
IsEligibleForCable^|^1^|^89287870^|^3356^|^426442^|^3356
IsEligibleForCable^|^1^|^89287871^|^3357^|^426443^|^3357
IsEligibleForCable^|^1^|^89287872^|^3358^|^426444^|^3358
IsEligibleForCable^|^1^|^89287873^|^3359^|^426445^|^3359
IsEligibleForCable^|^1^|^89287874^|^3360^|^426446^|^3360
IsEligibleForCable^|^1^|^89287875^|^3361^|^426447^|^3361
IsEligibleForCable^|^1^|^89287876^|^3362^|^426448^|^3362
IsEligibleForCable^|^1^|^89287877^|^3363^|^426449^|^3363
IsEligibleForCable^|^1^|^89287878^|^3364^|^426450^|^3364
IsEligibleForCable^|^1^|^89287879^|^3365^|^426451^|^3365
IsEligibleForCable^|^1^|^89287880^|^3366^|^426452^|^3366
IsEligibleForCable^|^1^|^89287881^|^3367^|^426453^|^3367
IsEligibleForCable^|^1^|^89287882^|^3368^|^426454^|^3368
IsEligibleForCable^|^1^|^89287883^|^3369^|^426455^|^3369
IsEligibleForCable^|^1^|^89287884^|^3370^|^426456^|^3370
IsEligibleForCable^|^1^|^89287885^|^3371^|^426457^|^3371
IsEligibleForCable^|^1^|^89287886^|^3372^|^426458^|^3372
IsEligibleForCable^|^1^|^89287887^|^3373^|^426459^|^3373
IsEligibleForCable^|^1^|^89287888^|^3374^|^426460^|^3374
IsEligibleForCable^|^1^|^89287889^|^3375^|^426461^|^3375
IsEligibleForCable^|^1^|^89287890^|^3376^|^426462^|^3376
IsEligibleForCable^|^1^|^89287891^|^3377^|^426463^|^3377
IsEligibleForCable^|^1^|^89287892^|^3378^|^426464^|^3378
IsEligibleForCable^|^1^|^89287893^|^3379^|^426465^|^3379
IsEligibleForCable^|^1^|^89287894^|^3380^|^426466^|^3380
IsEligibleForCable^|^1^|^89287895^|^3381^|^426467^|^3381
IsEligibleForCable^|^1^|^89287896^|^3382^|^426468^|^3382
IsEligibleForCable^|^1^|^89287897^|^3383^|^426469^|^3383
IsEligibleForCable^|^1^|^89287898^|^3384^|^426470^|^3384
IsEligibleForCable^|^1^|^89287899^|^3385^|^426471^|^3385
IsEligibleForCable^|^1^|^89287900^|^3386^|^426472^|^3386
IsEligibleForCable^|^1^|^89287901^|^3387^|^426473^|^3387
IsEligibleForCable^|^1^|^89287902^|^3388^|^426474^|^3388
IsEligibleForCable^|^1^|^89287903^|^3389^|^426475^|^3389
IsEligibleForCable^|^1^|^89287904^|^3390^|^426476^|^3390
IsEligibleForCable^|^1^|^89287905^|^3391^|^426477^|^3391
IsEligibleForCable^|^1^|^89287906^|^3392^|^426478^|^3392
IsEligibleForCable^|^1^|^89287907^|^3393^|^426479^|^3393
IsEligibleForCable^|^1^|^89287908^|^3394^|^426480^|^3394
IsEligibleForCable^|^1^|^89287909^|^3395^|^426481^|^3395
IsEligibleForCable^|^1^|^89287910^|^3396^|^426482^|^3396
IsEligibleForCable^|^1^|^89287911^|^3397^|^426483^|^3397
IsEligibleForCable^|^1^|^89287912^|^3398^|^426484^|^3398
IsEligibleForCable^|^1^|^89287913^|^3399^|^426485^|^3399
IsEligibleForCable^|^1^|^89287914^|^3400^|^426486^|^3400
IsEligibleForCable^|^1^|^89287915^|^3401^|^426487^|^3401
IsEligibleForCable^|^1^|^89287916^|^3402^|^426488^|^3402
IsEligibleForCable^|^1^|^89287917^|^3403^|^426489^|^3403
IsEligibleForCable^|^1^|^89287918^|^3404^|^426490^|^3404
IsEligibleForCable^|^1^|^89287919^|^3405^|^426491^|^3405
IsEligibleForCable^|^1^|^89287920^|^3406^|^426492^|^3406
IsEligibleForCable^|^1^|^89287921^|^3407^|^426493^|^3407
IsEligibleForCable^|^1^|^89287922^|^3408^|^426494^|^3408
IsEligibleForCable^|^1^|^89287923^|^3409^|^426495^|^3409
IsEligibleForCable^|^1^|^89287924^|^3410^|^426496^|^3410
IsEligibleForCable^|^1^|^89287925^|^3411^|^426497^|^3411
IsEligibleForCable^|^1^|^89287926^|^3412^|^426498^|^3412
IsEligibleForCable^|^1^|^89287927^|^3413^|^426499^|^3413
IsEligibleForCable^|^1^|^89287928^|^3414^|^426500^|^3414
IsEligibleForCable^|^1^|^89287929^|^3415^|^426501^|^3415
IsEligibleForCable^|^1^|^89287930^|^3416^|^426502^|^3416
IsEligibleForCable^|^1^|^89287931^|^3417^|^426503^|^3417
IsEligibleForCable^|^1^|^89287932^|^3418^|^426504^|^3418
IsEligibleForCable^|^1^|^89287933^|^3419^|^426505^|^3419
IsEligibleForCable^|^1^|^89287934^|^3420^|^426506^|^3420
IsEligibleForCable^|^1^|^89287935^|^3421^|^426507^|^3421
IsEligibleForCable^|^1^|^89287936^|^3422^|^426508^|^3422
IsEligibleForCable^|^1^|^89287937^|^3423^|^426509^|^3423
IsEligibleForCable^|^1^|^89287938^|^3424^|^426510^|^3424
IsEligibleForCable^|^1^|^89287939^|^3425^|^426511^|^3425
IsEligibleForCable^|^1^|^89287940^|^3426^|^426512^|^3426
IsEligibleForCable^|^1^|^89287941^|^3427^|^426513^|^3427
IsEligibleForCable^|^1^|^89287942^|^3428^|^426514^|^3428
IsEligibleForCable^|^1^|^89287943^|^3429^|^426515^|^3429
IsEligibleForCable^|^1^|^89287944^|^3430^|^426516^|^3430
IsEligibleForCable^|^1^|^89287945^|^3431^|^426517^|^3431
IsEligibleForCable^|^1^|^89287946^|^3432^|^426518^|^3432
IsEligibleForCable^|^1^|^89287947^|^3433^|^426519^|^3433
IsEligibleForCable^|^1^|^89287948^|^3434^|^426520^|^3434
IsEligibleForCable^|^1^|^89287949^|^3435^|^426521^|^3435
IsEligibleForCable^|^1^|^89287950^|^3436^|^426522^|^3436
IsEligibleForCable^|^1^|^89287951^|^3437^|^426523^|^3437
IsEligibleForCable^|^1^|^89287952^|^3438^|^426524^|^3438
IsEligibleForCable^|^1^|^89287953^|^3439^|^426525^|^3439
IsEligibleForCable^|^1^|^89287954^|^3440^|^426526^|^3440
IsEligibleForCable^|^1^|^89287955^|^3441^|^426527^|^3441
IsEligibleForCable^|^1^|^89287956^|^3442^|^426528^|^3442
IsEligibleForCable^|^1^|^89287957^|^3443^|^426529^|^3443
IsEligibleForCable^|^1^|^89287958^|^3444^|^426530^|^3444
IsEligibleForCable^|^1^|^89287959^|^3445^|^426531^|^3445
IsEligibleForCable^|^1^|^89287960^|^3446^|^426532^|^3446
IsEligibleForCable^|^1^|^89287961^|^3447^|^426533^|^3447
IsEligibleForCable^|^1^|^89287962^|^3448^|^426534^|^3448
IsEligibleForCable^|^1^|^89287963^|^3449^|^426535^|^3449
IsEligibleForCable^|^1^|^89287964^|^3450^|^426536^|^3450
IsEligibleForCable^|^1^|^89287965^|^3451^|^426537^|^3451
IsEligibleForCable^|^1^|^89287966^|^3452^|^426538^|^3452
IsEligibleForCable^|^1^|^89287967^|^3453^|^426539^|^3453
IsEligibleForCable^|^1^|^89287968^|^3454^|^426540^|^3454
IsEligibleForCable^|^1^|^89287969^|^3455^|^426541^|^3455
IsEligibleForCable^|^1^|^89287970^|^3456^|^426542^|^3456
IsEligibleForCable^|^1^|^89287971^|^3457^|^426543^|^3457
IsEligibleForCable^|^1^|^89287972^|^3458^|^426544^|^3458
IsEligibleForCable^|^1^|^89287973^|^3459^|^426545^|^3459
IsEligibleForCable^|^1^|^89287974^|^3460^|^426546^|^3460
IsEligibleForCable^|^1^|^89287975^|^3461^|^426547^|^3461
IsEligibleForCable^|^1^|^89287976^|^3462^|^426548^|^3462
IsEligibleForCable^|^1^|^89287977^|^3463^|^426549^|^3463
IsEligibleForCable^|^1^|^89287978^|^3464^|^426550^|^3464
IsEligibleForCable^|^1^|^89287979^|^3465^|^426551^|^3465
IsEligibleForCable^|^1^|^89287980^|^3466^|^426552^|^3466
IsEligibleForCable^|^1^|^89287981^|^3467^|^426553^|^3467
IsEligibleForCable^|^1^|^89287982^|^3468^|^426554^|^3468
IsEligibleForCable^|^1^|^89287983^|^3469^|^426555^|^3469
