contr_id^|^contr_valid_from_dt^|^contr_valid_until_dt^|^contr_subtype_cd^|^contr_ident_type_cd^|^contr_status_dt^|^contr_status_cd^|^contr_stat_rsn_cd^|^contr_sign_dt^|^contr_receive_dt^|^contr_orig_start_dt^|^contr_pl_expire_dt^|^contr_commit_per_start_dt^|^contr_next_subsidy_dt^|^contr_last_subsidy_dt^|^has_skeleton_contract^|^customer_id
231^|^20100428^|^20230820^|^SUB^|^SKEL^|^20161213^|^Pending^|^Statusreasoncode^|^20170107^|^20171113^|^20150809^|^20230326^|^20230622^|^20230609^|^20230327^|^1^|^46189222
232^|^20100716^|^20230120^|^CON^|^SKEL^|^20170310^|^TerminatedUnkown^|^Statusreasoncode^|^20170503^|^20171021^|^20160206^|^20230815^|^20230104^|^20230712^|^20221120^|^1^|^46189223
233^|^20100515^|^20230617^|^CON^|^SKEL^|^20170121^|^Activated^|^Statusreasoncode^|^20170911^|^20171025^|^20160114^|^20230722^|^20221224^|^20230713^|^20230302^|^1^|^46189224
234^|^20110308^|^20230209^|^CON^|^CNPCN^|^20170208^|^Pending^|^Statusreasoncode^|^20170719^|^20170221^|^20160111^|^20230518^|^20230201^|^20231008^|^20231105^|^1^|^46189225
235^|^20100722^|^20230708^|^SUB^|^CID^|^20170510^|^Activated^|^Statusreasoncode^|^20171110^|^20170110^|^20141229^|^20230104^|^20231015^|^20230505^|^20231119^|^1^|^46189226
236^|^20100922^|^20230104^|^SUB^|^MSUB^|^20171003^|^TerminatedUnkown^|^Statusreasoncode^|^20170819^|^20170407^|^20160710^|^20230912^|^20230813^|^20231031^|^20230912^|^1^|^46189227
237^|^20100915^|^20230526^|^CON^|^MSUB^|^20170203^|^Activated^|^Statusreasoncode^|^20171002^|^20161129^|^20160709^|^20221231^|^20230516^|^20230524^|^20230608^|^1^|^46189228
238^|^20110311^|^20231103^|^CON^|^MSUB^|^20170705^|^TerminatedUnkown^|^Statusreasoncode^|^20170519^|^20170511^|^20150529^|^20230103^|^20231006^|^20230814^|^20230721^|^1^|^46189229
239^|^20110605^|^20230709^|^CON^|^MSUB^|^20170909^|^Pending^|^Statusreasoncode^|^20170521^|^20171102^|^20150223^|^20230718^|^20231115^|^20230526^|^20230818^|^1^|^46189230
240^|^20100215^|^20230116^|^CON^|^SKEL^|^20170620^|^Pending^|^Statusreasoncode^|^20170401^|^20170329^|^20150303^|^20230730^|^20230530^|^20230213^|^20230607^|^1^|^46189231
241^|^20100404^|^20230615^|^CON^|^SKEL^|^20170712^|^Pending^|^Statusreasoncode^|^20170710^|^20170808^|^20160202^|^20221120^|^20230625^|^20230426^|^20230812^|^1^|^46189232
242^|^20101209^|^20230519^|^CON^|^CID^|^20170115^|^TerminatedUnkown^|^Statusreasoncode^|^20170812^|^20161230^|^20151228^|^20230704^|^20230908^|^20231114^|^20230904^|^1^|^46189233
243^|^20110403^|^20230815^|^CON^|^CID^|^20170203^|^TerminatedUnkown^|^Statusreasoncode^|^20170324^|^20170916^|^20160721^|^20230330^|^20230130^|^20230616^|^20221231^|^1^|^46189234
244^|^20100729^|^20230526^|^CON^|^CNPCN^|^20170504^|^Activated^|^Statusreasoncode^|^20170325^|^20170118^|^20150714^|^20230917^|^20230305^|^20230522^|^20221212^|^1^|^46189235
245^|^20111004^|^20230213^|^CON^|^SKEL^|^20161224^|^Pending^|^Statusreasoncode^|^20171008^|^20171009^|^20161029^|^20230117^|^20231009^|^20230421^|^20230410^|^1^|^46189236
246^|^20110513^|^20230825^|^CON^|^SKEL^|^20161220^|^TerminatedUnkown^|^Statusreasoncode^|^20170127^|^20170501^|^20160717^|^20230311^|^20230507^|^20221202^|^20231005^|^1^|^46189237
247^|^20101205^|^20230227^|^CON^|^CNPCN^|^20170120^|^TerminatedUnkown^|^Statusreasoncode^|^20170808^|^20170603^|^20160207^|^20230927^|^20230608^|^20230211^|^20230209^|^1^|^46189238
248^|^20100610^|^20230217^|^SUB^|^CID^|^20170312^|^TerminatedUnkown^|^Statusreasoncode^|^20170211^|^20170618^|^20150707^|^20230909^|^20230806^|^20230830^|^20231106^|^1^|^46189239
249^|^20110528^|^20230828^|^SUB^|^MSUB^|^20170430^|^Activated^|^Statusreasoncode^|^20170716^|^20170901^|^20161019^|^20230401^|^20231024^|^20231005^|^20230616^|^1^|^46189240
250^|^20101129^|^20221125^|^SUB^|^CID^|^20170730^|^Pending^|^Statusreasoncode^|^20170425^|^20170702^|^20151213^|^20230211^|^20221128^|^20230111^|^20230628^|^1^|^46189241
251^|^20100813^|^20230615^|^CON^|^MSUB^|^20170701^|^TerminatedUnkown^|^Statusreasoncode^|^20170319^|^20170507^|^20160315^|^20230828^|^20230331^|^20231018^|^20230103^|^1^|^46189242
252^|^20110411^|^20230327^|^SUB^|^CNPCN^|^20170606^|^TerminatedUnkown^|^Statusreasoncode^|^20171118^|^20170515^|^20160716^|^20230903^|^20230529^|^20231102^|^20221127^|^1^|^46189243
253^|^20100303^|^20230412^|^SUB^|^SKEL^|^20170207^|^Pending^|^Statusreasoncode^|^20161230^|^20171024^|^20161110^|^20230111^|^20231024^|^20230719^|^20231030^|^1^|^46189244
254^|^20100221^|^20230827^|^CON^|^CNPCN^|^20161120^|^Activated^|^Statusreasoncode^|^20170811^|^20170609^|^20160207^|^20230707^|^20230120^|^20230208^|^20230514^|^1^|^46189245
255^|^20100523^|^20230328^|^CON^|^CNPCN^|^20170221^|^TerminatedUnkown^|^Statusreasoncode^|^20171114^|^20170721^|^20150911^|^20230804^|^20230624^|^20230612^|^20230906^|^1^|^46189246
256^|^20100404^|^20230516^|^SUB^|^CID^|^20170721^|^Activated^|^Statusreasoncode^|^20170109^|^20170602^|^20150512^|^20231006^|^20230129^|^20230613^|^20231013^|^1^|^46189247
257^|^20110127^|^20231115^|^SUB^|^SKEL^|^20161221^|^Activated^|^Statusreasoncode^|^20171018^|^20170106^|^20160317^|^20230116^|^20230330^|^20230716^|^20221218^|^1^|^46189248
258^|^20110811^|^20230816^|^SUB^|^SKEL^|^20161125^|^TerminatedUnkown^|^Statusreasoncode^|^20161225^|^20170903^|^20150516^|^20221222^|^20230722^|^20230207^|^20230601^|^1^|^46189249
259^|^20110316^|^20230114^|^SUB^|^SKEL^|^20171003^|^Pending^|^Statusreasoncode^|^20161210^|^20170919^|^20160701^|^20230420^|^20231020^|^20231113^|^20231106^|^1^|^46189250
260^|^20101020^|^20230602^|^SUB^|^CNPCN^|^20170312^|^TerminatedUnkown^|^Statusreasoncode^|^20171115^|^20170308^|^20161017^|^20221122^|^20230527^|^20230829^|^20230530^|^1^|^46189251
261^|^20111031^|^20230804^|^CON^|^SKEL^|^20161210^|^TerminatedUnkown^|^Statusreasoncode^|^20170517^|^20171112^|^20160605^|^20230324^|^20230618^|^20230226^|^20230528^|^1^|^46189252
262^|^20100916^|^20230318^|^SUB^|^CID^|^20170510^|^Activated^|^Statusreasoncode^|^20170514^|^20170817^|^20160109^|^20230501^|^20230917^|^20230914^|^20230322^|^1^|^46189253
263^|^20111015^|^20230615^|^SUB^|^MSUB^|^20170111^|^Activated^|^Statusreasoncode^|^20170511^|^20171111^|^20150626^|^20230404^|^20230817^|^20230407^|^20230622^|^1^|^46189254
264^|^20111119^|^20230907^|^SUB^|^CNPCN^|^20170304^|^Activated^|^Statusreasoncode^|^20170511^|^20170720^|^20151105^|^20221223^|^20221206^|^20230621^|^20230729^|^1^|^46189255
265^|^20100403^|^20230201^|^CON^|^CID^|^20170417^|^Activated^|^Statusreasoncode^|^20170819^|^20170915^|^20150814^|^20230208^|^20221121^|^20230702^|^20231117^|^1^|^46189256
266^|^20100224^|^20230518^|^CON^|^SKEL^|^20170315^|^Pending^|^Statusreasoncode^|^20170503^|^20170328^|^20160915^|^20221223^|^20221225^|^20230105^|^20230617^|^1^|^46189257
267^|^20100806^|^20231106^|^SUB^|^SKEL^|^20161203^|^Activated^|^Statusreasoncode^|^20170729^|^20170515^|^20160605^|^20231013^|^20230810^|^20230101^|^20230225^|^1^|^46189258
268^|^20101001^|^20230205^|^SUB^|^CNPCN^|^20170227^|^Activated^|^Statusreasoncode^|^20170127^|^20170924^|^20160622^|^20230504^|^20230416^|^20221219^|^20230115^|^1^|^46189259
269^|^20100709^|^20231105^|^SUB^|^CNPCN^|^20170602^|^TerminatedUnkown^|^Statusreasoncode^|^20170622^|^20170113^|^20160119^|^20230621^|^20230202^|^20230206^|^20230712^|^1^|^46189260
270^|^20100205^|^20230418^|^CON^|^SKEL^|^20161223^|^TerminatedUnkown^|^Statusreasoncode^|^20170312^|^20161229^|^20150209^|^20231003^|^20230908^|^20230312^|^20230429^|^1^|^46189261
271^|^20111111^|^20231110^|^SUB^|^CID^|^20170606^|^Activated^|^Statusreasoncode^|^20170725^|^20170801^|^20160826^|^20230206^|^20230817^|^20230325^|^20230202^|^1^|^46189262
272^|^20110531^|^20230209^|^SUB^|^CNPCN^|^20170218^|^Pending^|^Statusreasoncode^|^20170803^|^20170624^|^20151124^|^20231011^|^20230522^|^20231013^|^20230526^|^1^|^46189263
273^|^20110824^|^20221201^|^CON^|^CID^|^20171105^|^TerminatedUnkown^|^Statusreasoncode^|^20170524^|^20171016^|^20150817^|^20230812^|^20230710^|^20230109^|^20230418^|^1^|^46189264
274^|^20100318^|^20231101^|^SUB^|^MSUB^|^20170417^|^Activated^|^Statusreasoncode^|^20171008^|^20170712^|^20150401^|^20231118^|^20230514^|^20230726^|^20230919^|^1^|^46189265
275^|^20110321^|^20231118^|^SUB^|^CID^|^20170214^|^TerminatedUnkown^|^Statusreasoncode^|^20170805^|^20170303^|^20150727^|^20230213^|^20230401^|^20230818^|^20230115^|^1^|^46189266
276^|^20110717^|^20221121^|^CON^|^SKEL^|^20161231^|^TerminatedUnkown^|^Statusreasoncode^|^20161122^|^20170306^|^20150901^|^20230529^|^20230901^|^20230301^|^20230605^|^1^|^46189267
277^|^20110427^|^20230624^|^CON^|^CID^|^20170910^|^Activated^|^Statusreasoncode^|^20170714^|^20170919^|^20150320^|^20231026^|^20230314^|^20230827^|^20230119^|^1^|^46189268
278^|^20110521^|^20231001^|^CON^|^MSUB^|^20170925^|^TerminatedUnkown^|^Statusreasoncode^|^20171112^|^20170817^|^20161011^|^20230601^|^20230614^|^20230330^|^20230919^|^1^|^46189269
279^|^20100827^|^20230903^|^SUB^|^SKEL^|^20171112^|^TerminatedUnkown^|^Statusreasoncode^|^20170205^|^20170703^|^20160801^|^20231105^|^20230307^|^20230113^|^20230426^|^1^|^46189270
280^|^20110926^|^20230627^|^CON^|^CID^|^20170122^|^TerminatedUnkown^|^Statusreasoncode^|^20170220^|^20171017^|^20160217^|^20231011^|^20230114^|^20230302^|^20230723^|^1^|^46189271
281^|^20100728^|^20230602^|^CON^|^MSUB^|^20170606^|^TerminatedUnkown^|^Statusreasoncode^|^20161224^|^20170907^|^20150717^|^20230326^|^20230521^|^20230713^|^20230316^|^1^|^46189272
282^|^20110628^|^20231103^|^SUB^|^CID^|^20170828^|^TerminatedUnkown^|^Statusreasoncode^|^20170317^|^20170419^|^20150627^|^20230812^|^20230114^|^20230419^|^20230123^|^1^|^46189273
283^|^20110130^|^20231105^|^SUB^|^CNPCN^|^20170206^|^TerminatedUnkown^|^Statusreasoncode^|^20170220^|^20170418^|^20150501^|^20230512^|^20230228^|^20221123^|^20230224^|^1^|^46189274
284^|^20101220^|^20230508^|^CON^|^MSUB^|^20171118^|^Pending^|^Statusreasoncode^|^20170130^|^20170402^|^20141216^|^20221223^|^20230202^|^20230112^|^20230501^|^1^|^46189275
285^|^20100304^|^20230706^|^CON^|^SKEL^|^20170921^|^Activated^|^Statusreasoncode^|^20171119^|^20170808^|^20160104^|^20230111^|^20230627^|^20230418^|^20230729^|^1^|^46189276
286^|^20111027^|^20221129^|^CON^|^MSUB^|^20170902^|^TerminatedUnkown^|^Statusreasoncode^|^20170517^|^20170605^|^20151005^|^20221224^|^20230819^|^20231023^|^20230808^|^1^|^46189277
287^|^20110529^|^20230419^|^CON^|^MSUB^|^20170517^|^Activated^|^Statusreasoncode^|^20170630^|^20161130^|^20151221^|^20231028^|^20221231^|^20230113^|^20221220^|^1^|^46189278
288^|^20101218^|^20230822^|^CON^|^MSUB^|^20171024^|^Activated^|^Statusreasoncode^|^20170612^|^20170501^|^20161022^|^20230810^|^20230424^|^20230123^|^20230606^|^1^|^46189279
289^|^20100611^|^20230917^|^SUB^|^SKEL^|^20170825^|^Pending^|^Statusreasoncode^|^20170112^|^20171003^|^20160311^|^20230106^|^20230627^|^20230429^|^20231023^|^1^|^46189280
290^|^20110223^|^20230803^|^SUB^|^CNPCN^|^20170111^|^TerminatedUnkown^|^Statusreasoncode^|^20170210^|^20170807^|^20161110^|^20230205^|^20230424^|^20230922^|^20230214^|^1^|^46189281
291^|^20111105^|^20230829^|^SUB^|^CID^|^20170916^|^TerminatedUnkown^|^Statusreasoncode^|^20161213^|^20170424^|^20160915^|^20230501^|^20230606^|^20230501^|^20221208^|^1^|^46189282
292^|^20100525^|^20221231^|^SUB^|^SKEL^|^20170716^|^Activated^|^Statusreasoncode^|^20171030^|^20170106^|^20150408^|^20230309^|^20230311^|^20230621^|^20231104^|^1^|^46189283
293^|^20100617^|^20230610^|^SUB^|^MSUB^|^20161205^|^TerminatedUnkown^|^Statusreasoncode^|^20170803^|^20170404^|^20160123^|^20221124^|^20230413^|^20230921^|^20230606^|^1^|^46189284
294^|^20100713^|^20230719^|^CON^|^MSUB^|^20170331^|^TerminatedUnkown^|^Statusreasoncode^|^20170207^|^20170406^|^20160603^|^20230624^|^20230627^|^20231113^|^20230424^|^1^|^46189285
295^|^20100527^|^20230218^|^CON^|^MSUB^|^20170912^|^Activated^|^Statusreasoncode^|^20170818^|^20161231^|^20151012^|^20230925^|^20221225^|^20231026^|^20230731^|^1^|^46189286
296^|^20110501^|^20230613^|^CON^|^MSUB^|^20170815^|^Activated^|^Statusreasoncode^|^20171107^|^20170430^|^20150323^|^20230323^|^20221127^|^20230508^|^20230813^|^1^|^46189287
297^|^20100802^|^20230430^|^SUB^|^CNPCN^|^20170325^|^TerminatedUnkown^|^Statusreasoncode^|^20170109^|^20170922^|^20150208^|^20230414^|^20230703^|^20231111^|^20230103^|^1^|^46189288
298^|^20111027^|^20230802^|^CON^|^CID^|^20170716^|^Pending^|^Statusreasoncode^|^20170518^|^20161226^|^20160730^|^20230215^|^20230913^|^20230324^|^20221203^|^1^|^46189289
299^|^20101217^|^20230513^|^CON^|^CNPCN^|^20170311^|^Pending^|^Statusreasoncode^|^20170602^|^20170329^|^20160218^|^20230210^|^20230612^|^20230511^|^20230425^|^1^|^46189290
300^|^20110223^|^20230303^|^CON^|^MSUB^|^20170112^|^TerminatedUnkown^|^Statusreasoncode^|^20171020^|^20170831^|^20150821^|^20230126^|^20231111^|^20230526^|^20221219^|^1^|^46189291
301^|^20110407^|^20230108^|^SUB^|^MSUB^|^20170303^|^TerminatedUnkown^|^Statusreasoncode^|^20170415^|^20170811^|^20160630^|^20230706^|^20231024^|^20230425^|^20231019^|^1^|^46189292
302^|^20100708^|^20230802^|^CON^|^CID^|^20170207^|^Pending^|^Statusreasoncode^|^20170219^|^20170824^|^20160130^|^20230722^|^20230104^|^20230719^|^20231019^|^1^|^46189293
303^|^20101124^|^20230108^|^SUB^|^CNPCN^|^20170726^|^Pending^|^Statusreasoncode^|^20170815^|^20170416^|^20150818^|^20230928^|^20230313^|^20221221^|^20230912^|^1^|^46189294
304^|^20100728^|^20230826^|^SUB^|^CNPCN^|^20161218^|^Pending^|^Statusreasoncode^|^20170325^|^20170405^|^20160302^|^20230615^|^20230719^|^20230226^|^20230804^|^1^|^46189295
305^|^20110316^|^20230615^|^CON^|^MSUB^|^20170218^|^Pending^|^Statusreasoncode^|^20170220^|^20170117^|^20160325^|^20221225^|^20230529^|^20221208^|^20230328^|^1^|^46189296
306^|^20100907^|^20221216^|^CON^|^MSUB^|^20170112^|^Activated^|^Statusreasoncode^|^20170412^|^20171108^|^20160626^|^20230909^|^20230601^|^20230413^|^20221129^|^1^|^46189297
307^|^20110528^|^20230601^|^SUB^|^SKEL^|^20171117^|^Pending^|^Statusreasoncode^|^20170615^|^20170113^|^20150902^|^20230930^|^20230518^|^20221120^|^20231030^|^1^|^46189298
308^|^20100701^|^20230330^|^CON^|^CNPCN^|^20170915^|^Pending^|^Statusreasoncode^|^20170320^|^20161120^|^20161008^|^20230615^|^20230127^|^20230816^|^20230417^|^1^|^46189299
309^|^20100421^|^20230218^|^CON^|^MSUB^|^20170514^|^Activated^|^Statusreasoncode^|^20170618^|^20170207^|^20160418^|^20230324^|^20230302^|^20230925^|^20230429^|^1^|^46189300
310^|^20100829^|^20230925^|^SUB^|^CID^|^20170601^|^Pending^|^Statusreasoncode^|^20170915^|^20161222^|^20150616^|^20230501^|^20230131^|^20231014^|^20230228^|^1^|^46189301
311^|^20111113^|^20230807^|^SUB^|^SKEL^|^20161219^|^Activated^|^Statusreasoncode^|^20171025^|^20171110^|^20141226^|^20230210^|^20231017^|^20230829^|^20230417^|^1^|^46189302
312^|^20111029^|^20230120^|^SUB^|^SKEL^|^20170919^|^Activated^|^Statusreasoncode^|^20170817^|^20170710^|^20160628^|^20230223^|^20230203^|^20231111^|^20221124^|^1^|^46189303
313^|^20101023^|^20221210^|^CON^|^CID^|^20171113^|^Pending^|^Statusreasoncode^|^20171015^|^20170324^|^20150520^|^20230607^|^20230508^|^20230303^|^20230923^|^1^|^46189304
314^|^20100630^|^20230201^|^SUB^|^MSUB^|^20170816^|^Pending^|^Statusreasoncode^|^20170705^|^20170915^|^20160415^|^20230611^|^20230201^|^20230331^|^20231013^|^1^|^46189305
315^|^20110828^|^20221219^|^SUB^|^CID^|^20170410^|^Pending^|^Statusreasoncode^|^20170421^|^20170313^|^20160423^|^20230308^|^20230418^|^20230522^|^20230523^|^1^|^46189306
316^|^20100207^|^20230106^|^SUB^|^CID^|^20170319^|^Activated^|^Statusreasoncode^|^20170907^|^20170703^|^20150630^|^20230608^|^20230421^|^20221217^|^20221121^|^1^|^46189307
317^|^20100925^|^20230920^|^CON^|^MSUB^|^20161224^|^Pending^|^Statusreasoncode^|^20170316^|^20161231^|^20161026^|^20230110^|^20231116^|^20231010^|^20231101^|^1^|^46189308
318^|^20100205^|^20230330^|^SUB^|^MSUB^|^20170619^|^TerminatedUnkown^|^Statusreasoncode^|^20170303^|^20170522^|^20151107^|^20230601^|^20231013^|^20221221^|^20231004^|^1^|^46189309
319^|^20100505^|^20230310^|^CON^|^CNPCN^|^20170810^|^TerminatedUnkown^|^Statusreasoncode^|^20161226^|^20170125^|^20160925^|^20230113^|^20230415^|^20231001^|^20230509^|^1^|^46189310
320^|^20111006^|^20230607^|^SUB^|^MSUB^|^20161223^|^Activated^|^Statusreasoncode^|^20170827^|^20170113^|^20160507^|^20231112^|^20230820^|^20230604^|^20231014^|^1^|^46189311
321^|^20110123^|^20230228^|^CON^|^CNPCN^|^20170301^|^Pending^|^Statusreasoncode^|^20171019^|^20170327^|^20150606^|^20221207^|^20230506^|^20230822^|^20230219^|^1^|^46189312
322^|^20101102^|^20230705^|^SUB^|^CID^|^20170501^|^Pending^|^Statusreasoncode^|^20170122^|^20170405^|^20150908^|^20230805^|^20230614^|^20231031^|^20230109^|^1^|^46189313
323^|^20100223^|^20230629^|^SUB^|^CID^|^20171005^|^Activated^|^Statusreasoncode^|^20170508^|^20170205^|^20150313^|^20230601^|^20221124^|^20230115^|^20230831^|^1^|^46189314
324^|^20110809^|^20230602^|^SUB^|^CID^|^20170812^|^Pending^|^Statusreasoncode^|^20170410^|^20170502^|^20150913^|^20230123^|^20231019^|^20230801^|^20230327^|^1^|^46189315
325^|^20100204^|^20230927^|^CON^|^CID^|^20170929^|^Activated^|^Statusreasoncode^|^20170317^|^20170920^|^20150507^|^20230113^|^20230125^|^20230121^|^20230519^|^1^|^46189316
326^|^20100531^|^20230729^|^CON^|^CID^|^20170531^|^Activated^|^Statusreasoncode^|^20170310^|^20170817^|^20150331^|^20230321^|^20230121^|^20230918^|^20231020^|^1^|^46189317
327^|^20101103^|^20230928^|^CON^|^MSUB^|^20170310^|^TerminatedUnkown^|^Statusreasoncode^|^20170516^|^20161229^|^20150725^|^20230616^|^20230131^|^20231114^|^20230812^|^1^|^46189318
328^|^20111110^|^20230220^|^CON^|^SKEL^|^20170611^|^Activated^|^Statusreasoncode^|^20170717^|^20161230^|^20150808^|^20231006^|^20230819^|^20231031^|^20230106^|^1^|^46189319
329^|^20100713^|^20230514^|^SUB^|^MSUB^|^20170318^|^Pending^|^Statusreasoncode^|^20170918^|^20171108^|^20161025^|^20230519^|^20230406^|^20230831^|^20221129^|^1^|^46189320
330^|^20110727^|^20231117^|^SUB^|^MSUB^|^20170919^|^Pending^|^Statusreasoncode^|^20161205^|^20170619^|^20160510^|^20230124^|^20230327^|^20221209^|^20230325^|^1^|^46189321
331^|^20111003^|^20230123^|^SUB^|^CNPCN^|^20170718^|^Activated^|^Statusreasoncode^|^20171024^|^20170623^|^20150411^|^20231116^|^20230414^|^20230827^|^20230720^|^1^|^46189322
332^|^20101216^|^20230526^|^SUB^|^CNPCN^|^20170114^|^Activated^|^Statusreasoncode^|^20170704^|^20170724^|^20160722^|^20230806^|^20230505^|^20230314^|^20230121^|^1^|^46189323
333^|^20100419^|^20230304^|^SUB^|^CID^|^20170501^|^Pending^|^Statusreasoncode^|^20170601^|^20161218^|^20151211^|^20230708^|^20230905^|^20221230^|^20230801^|^1^|^46189324
334^|^20111019^|^20230719^|^CON^|^CID^|^20170810^|^Activated^|^Statusreasoncode^|^20170118^|^20170526^|^20160202^|^20230604^|^20230507^|^20230521^|^20221121^|^1^|^46189325
335^|^20100215^|^20230923^|^CON^|^MSUB^|^20170331^|^TerminatedUnkown^|^Statusreasoncode^|^20170629^|^20170702^|^20160426^|^20230527^|^20230215^|^20230217^|^20231029^|^1^|^46189326
336^|^20110403^|^20230824^|^SUB^|^CID^|^20170225^|^Pending^|^Statusreasoncode^|^20171030^|^20171115^|^20150309^|^20230804^|^20230721^|^20230731^|^20230314^|^1^|^46189327
337^|^20110620^|^20230103^|^CON^|^SKEL^|^20170724^|^Pending^|^Statusreasoncode^|^20170624^|^20161202^|^20151122^|^20221208^|^20230302^|^20221126^|^20230920^|^1^|^46189328
338^|^20101213^|^20230702^|^SUB^|^CID^|^20170612^|^TerminatedUnkown^|^Statusreasoncode^|^20170914^|^20170421^|^20150826^|^20221203^|^20230228^|^20230220^|^20221219^|^1^|^46189329
339^|^20111010^|^20230414^|^SUB^|^SKEL^|^20171117^|^TerminatedUnkown^|^Statusreasoncode^|^20161205^|^20170215^|^20160311^|^20230701^|^20230327^|^20230613^|^20230509^|^1^|^46189330
340^|^20100821^|^20221211^|^CON^|^CID^|^20170115^|^Activated^|^Statusreasoncode^|^20170831^|^20161219^|^20150620^|^20221216^|^20230206^|^20230213^|^20230919^|^1^|^46189331
341^|^20110215^|^20230621^|^CON^|^SKEL^|^20170316^|^TerminatedUnkown^|^Statusreasoncode^|^20170719^|^20170721^|^20151223^|^20230126^|^20230910^|^20230926^|^20231013^|^1^|^46189332
342^|^20110523^|^20230813^|^SUB^|^MSUB^|^20161212^|^TerminatedUnkown^|^Statusreasoncode^|^20170308^|^20170227^|^20160624^|^20230403^|^20230916^|^20230801^|^20230109^|^1^|^46189333
343^|^20110526^|^20230816^|^CON^|^CNPCN^|^20171026^|^TerminatedUnkown^|^Statusreasoncode^|^20161202^|^20170822^|^20150403^|^20230725^|^20230818^|^20231015^|^20230410^|^1^|^46189334
344^|^20101221^|^20230531^|^CON^|^MSUB^|^20161127^|^TerminatedUnkown^|^Statusreasoncode^|^20170423^|^20170718^|^20160304^|^20230612^|^20231018^|^20230405^|^20230725^|^1^|^46189335
345^|^20100410^|^20230510^|^CON^|^CID^|^20161226^|^TerminatedUnkown^|^Statusreasoncode^|^20170708^|^20170226^|^20150928^|^20230616^|^20231023^|^20230307^|^20230427^|^1^|^46189336
346^|^20110412^|^20231019^|^SUB^|^MSUB^|^20170413^|^TerminatedUnkown^|^Statusreasoncode^|^20170112^|^20170301^|^20160520^|^20221218^|^20230207^|^20231110^|^20230119^|^1^|^46189337
347^|^20100218^|^20230513^|^CON^|^SKEL^|^20170822^|^Activated^|^Statusreasoncode^|^20171019^|^20171011^|^20150629^|^20230203^|^20230402^|^20230923^|^20230709^|^1^|^46189338
348^|^20100128^|^20230820^|^SUB^|^SKEL^|^20170418^|^Activated^|^Statusreasoncode^|^20170920^|^20171002^|^20160123^|^20230609^|^20221228^|^20231026^|^20231022^|^1^|^46189339
349^|^20100914^|^20230830^|^CON^|^MSUB^|^20170218^|^Pending^|^Statusreasoncode^|^20171106^|^20170815^|^20160220^|^20230704^|^20230305^|^20230811^|^20230409^|^1^|^46189340
350^|^20101230^|^20230205^|^SUB^|^MSUB^|^20170606^|^Pending^|^Statusreasoncode^|^20170205^|^20170817^|^20160607^|^20230301^|^20221122^|^20230815^|^20230118^|^1^|^46189341
351^|^20100622^|^20230113^|^SUB^|^CNPCN^|^20170206^|^TerminatedUnkown^|^Statusreasoncode^|^20170528^|^20161227^|^20150509^|^20231011^|^20230701^|^20230318^|^20231029^|^1^|^46189342
352^|^20110804^|^20231027^|^CON^|^MSUB^|^20170218^|^Pending^|^Statusreasoncode^|^20171113^|^20171025^|^20150513^|^20230918^|^20230311^|^20230912^|^20230825^|^1^|^46189343
353^|^20100829^|^20230806^|^CON^|^CID^|^20170214^|^Pending^|^Statusreasoncode^|^20171105^|^20170908^|^20150905^|^20230311^|^20230330^|^20230502^|^20230120^|^1^|^46189344
354^|^20110725^|^20221210^|^SUB^|^CID^|^20161201^|^Activated^|^Statusreasoncode^|^20170102^|^20170104^|^20150417^|^20221120^|^20230217^|^20230606^|^20230306^|^1^|^46189345
355^|^20110421^|^20230927^|^CON^|^CID^|^20161228^|^TerminatedUnkown^|^Statusreasoncode^|^20170213^|^20161229^|^20160316^|^20231013^|^20230416^|^20230209^|^20230117^|^1^|^46189346
356^|^20100826^|^20231003^|^CON^|^CID^|^20170523^|^TerminatedUnkown^|^Statusreasoncode^|^20170313^|^20170722^|^20160620^|^20230425^|^20230612^|^20221203^|^20230504^|^1^|^46189347
357^|^20101115^|^20231108^|^SUB^|^CID^|^20170428^|^Pending^|^Statusreasoncode^|^20171114^|^20170513^|^20150923^|^20231026^|^20230923^|^20230601^|^20230219^|^1^|^46189348
358^|^20100626^|^20230924^|^CON^|^CID^|^20170105^|^TerminatedUnkown^|^Statusreasoncode^|^20161210^|^20170127^|^20150413^|^20230805^|^20230327^|^20230102^|^20230811^|^1^|^46189349
359^|^20100303^|^20230604^|^CON^|^CNPCN^|^20170214^|^Activated^|^Statusreasoncode^|^20170701^|^20170815^|^20160702^|^20231116^|^20221229^|^20231004^|^20231025^|^1^|^46189350
360^|^20100630^|^20230907^|^SUB^|^SKEL^|^20170615^|^TerminatedUnkown^|^Statusreasoncode^|^20171106^|^20170508^|^20141215^|^20230428^|^20221204^|^20230331^|^20230820^|^1^|^46189351
361^|^20100220^|^20230323^|^SUB^|^CNPCN^|^20170629^|^Activated^|^Statusreasoncode^|^20170306^|^20170614^|^20160730^|^20230309^|^20230122^|^20230401^|^20230408^|^1^|^46189352
362^|^20100821^|^20230729^|^CON^|^MSUB^|^20170912^|^Pending^|^Statusreasoncode^|^20170115^|^20170613^|^20160411^|^20231027^|^20230203^|^20231028^|^20230224^|^1^|^46189353
363^|^20110807^|^20230701^|^CON^|^CID^|^20170715^|^TerminatedUnkown^|^Statusreasoncode^|^20170930^|^20170506^|^20151107^|^20230830^|^20230524^|^20230515^|^20230930^|^1^|^46189354
