contr_id^|^contr_valid_from_dt^|^contr_valid_until_dt^|^contr_subtype_cd^|^contr_ident_type_cd^|^contr_status_dt^|^contr_status_cd^|^contr_stat_rsn_cd^|^contr_sign_dt^|^contr_receive_dt^|^contr_orig_start_dt^|^contr_pl_expire_dt^|^contr_commit_per_start_dt^|^contr_next_subsidy_dt^|^contr_last_subsidy_dt^|^has_skeleton_contract^|^customer_id
178^|^20111007^|^20230306^|^SUB^|^MSUB^|^20170324^|^Pending^|^Statusreasoncode^|^20170123^|^20170530^|^20160612^|^20230215^|^20230513^|^20231009^|^20230628^|^1^|^45189222
179^|^20100209^|^20230221^|^SUB^|^CID^|^20170211^|^Pending^|^Statusreasoncode^|^20170308^|^20170902^|^20161004^|^20230702^|^20221221^|^20230627^|^20221226^|^1^|^45189223
180^|^20110609^|^20231114^|^SUB^|^CNPCN^|^20161222^|^Pending^|^Statusreasoncode^|^20170408^|^20170508^|^20160424^|^20230527^|^20230722^|^20230712^|^20230416^|^1^|^45189224
181^|^20100920^|^20230301^|^CON^|^CNPCN^|^20170508^|^Pending^|^Statusreasoncode^|^20170216^|^20170407^|^20160110^|^20230923^|^20231031^|^20230115^|^20230703^|^1^|^45189225
182^|^20100413^|^20230808^|^CON^|^CID^|^20161227^|^Pending^|^Statusreasoncode^|^20170515^|^20170728^|^20150913^|^20230113^|^20231004^|^20230308^|^20231010^|^1^|^45189226
183^|^20110110^|^20230728^|^SUB^|^MSUB^|^20170717^|^TerminatedUnkown^|^Statusreasoncode^|^20170422^|^20161125^|^20160527^|^20231021^|^20221122^|^20230712^|^20230522^|^1^|^45189227
184^|^20110128^|^20230210^|^CON^|^MSUB^|^20170803^|^Pending^|^Statusreasoncode^|^20161221^|^20170702^|^20160706^|^20230524^|^20231101^|^20230609^|^20230308^|^1^|^45189228
185^|^20100828^|^20230624^|^CON^|^CID^|^20161122^|^TerminatedUnkown^|^Statusreasoncode^|^20171113^|^20170327^|^20150628^|^20231018^|^20230620^|^20231113^|^20230513^|^1^|^45189229
186^|^20100612^|^20230814^|^CON^|^SKEL^|^20170224^|^Pending^|^Statusreasoncode^|^20170125^|^20170823^|^20160718^|^20230607^|^20230309^|^20230531^|^20230120^|^1^|^45189230
187^|^20110512^|^20230116^|^SUB^|^CID^|^20170708^|^TerminatedUnkown^|^Statusreasoncode^|^20170318^|^20170720^|^20160122^|^20230406^|^20230926^|^20231023^|^20221222^|^1^|^45189231
188^|^20100717^|^20230621^|^CON^|^CNPCN^|^20161215^|^Pending^|^Statusreasoncode^|^20170827^|^20170313^|^20160111^|^20230422^|^20230119^|^20230730^|^20230421^|^1^|^45189232
189^|^20111106^|^20230501^|^SUB^|^MSUB^|^20170924^|^Pending^|^Statusreasoncode^|^20170621^|^20170111^|^20150930^|^20221120^|^20230802^|^20231003^|^20230127^|^1^|^45189233
190^|^20110114^|^20230820^|^SUB^|^CNPCN^|^20161219^|^Activated^|^Statusreasoncode^|^20170508^|^20170105^|^20150820^|^20230606^|^20230102^|^20230305^|^20221216^|^1^|^45189234
191^|^20100709^|^20230304^|^CON^|^SKEL^|^20170103^|^Pending^|^Statusreasoncode^|^20170527^|^20170326^|^20161021^|^20231016^|^20221210^|^20230829^|^20230830^|^1^|^45189235
192^|^20100416^|^20221221^|^CON^|^CID^|^20170303^|^TerminatedUnkown^|^Statusreasoncode^|^20170518^|^20170530^|^20160619^|^20230113^|^20230419^|^20230104^|^20231029^|^1^|^45189236
193^|^20100526^|^20230623^|^CON^|^CNPCN^|^20170610^|^Pending^|^Statusreasoncode^|^20170826^|^20170518^|^20150513^|^20231104^|^20230112^|^20231020^|^20230221^|^1^|^45189237
194^|^20100906^|^20231030^|^SUB^|^CID^|^20171104^|^TerminatedUnkown^|^Statusreasoncode^|^20170831^|^20161207^|^20150311^|^20221214^|^20230928^|^20221123^|^20230119^|^1^|^45189238
195^|^20100511^|^20230427^|^CON^|^CNPCN^|^20170926^|^Pending^|^Statusreasoncode^|^20161220^|^20170225^|^20150526^|^20230106^|^20230502^|^20230821^|^20230812^|^1^|^45189239
196^|^20110615^|^20221215^|^SUB^|^CID^|^20170803^|^Activated^|^Statusreasoncode^|^20170106^|^20161208^|^20150622^|^20221202^|^20230703^|^20230219^|^20230101^|^1^|^45189240
197^|^20110402^|^20230703^|^SUB^|^CID^|^20161206^|^Pending^|^Statusreasoncode^|^20170605^|^20170106^|^20150405^|^20230717^|^20221223^|^20230120^|^20230624^|^1^|^45189241
198^|^20110717^|^20231003^|^CON^|^CNPCN^|^20170904^|^Activated^|^Statusreasoncode^|^20170417^|^20170527^|^20151129^|^20230112^|^20230808^|^20230623^|^20230710^|^1^|^45189242
199^|^20110807^|^20230911^|^SUB^|^SKEL^|^20170306^|^TerminatedUnkown^|^Statusreasoncode^|^20170403^|^20170604^|^20160424^|^20230822^|^20231022^|^20230217^|^20231001^|^1^|^45189243
200^|^20100202^|^20231108^|^CON^|^CNPCN^|^20171114^|^Pending^|^Statusreasoncode^|^20170716^|^20170812^|^20150224^|^20230915^|^20231013^|^20230615^|^20230131^|^1^|^45189244
201^|^20101225^|^20230818^|^CON^|^CID^|^20170513^|^TerminatedUnkown^|^Statusreasoncode^|^20170208^|^20170709^|^20160904^|^20230529^|^20231114^|^20230625^|^20231020^|^1^|^45189245
202^|^20110105^|^20230319^|^SUB^|^CID^|^20170722^|^Pending^|^Statusreasoncode^|^20170411^|^20170519^|^20160301^|^20230224^|^20230809^|^20230110^|^20231012^|^1^|^45189246
203^|^20101024^|^20230207^|^CON^|^CID^|^20170427^|^Pending^|^Statusreasoncode^|^20170322^|^20170516^|^20150422^|^20230520^|^20230214^|^20230927^|^20230812^|^1^|^45189247
204^|^20100721^|^20230226^|^CON^|^CNPCN^|^20170825^|^Pending^|^Statusreasoncode^|^20170116^|^20170303^|^20161026^|^20230209^|^20230605^|^20230219^|^20230618^|^1^|^45189248
205^|^20110421^|^20230204^|^SUB^|^CID^|^20170410^|^Pending^|^Statusreasoncode^|^20170130^|^20170521^|^20160328^|^20230428^|^20230427^|^20230926^|^20230104^|^1^|^45189249
206^|^20100818^|^20231117^|^CON^|^SKEL^|^20170904^|^Pending^|^Statusreasoncode^|^20170217^|^20161224^|^20151201^|^20230403^|^20230306^|^20230419^|^20231105^|^1^|^45189250
207^|^20101013^|^20230306^|^CON^|^CNPCN^|^20170810^|^Pending^|^Statusreasoncode^|^20170921^|^20170525^|^20151212^|^20230722^|^20221222^|^20230602^|^20231010^|^1^|^45189251
208^|^20101228^|^20230216^|^SUB^|^CID^|^20170307^|^Activated^|^Statusreasoncode^|^20170531^|^20170917^|^20151224^|^20230119^|^20230406^|^20230929^|^20221122^|^1^|^45189252
209^|^20110411^|^20231004^|^CON^|^CID^|^20161223^|^Pending^|^Statusreasoncode^|^20170516^|^20170522^|^20150916^|^20230505^|^20230718^|^20230302^|^20230128^|^1^|^45189253
210^|^20101012^|^20230519^|^SUB^|^SKEL^|^20170511^|^Activated^|^Statusreasoncode^|^20171107^|^20170824^|^20160209^|^20231030^|^20231115^|^20231007^|^20230509^|^1^|^45189254
211^|^20100207^|^20231110^|^CON^|^SKEL^|^20170616^|^Pending^|^Statusreasoncode^|^20161204^|^20171020^|^20161015^|^20230722^|^20230411^|^20230210^|^20231108^|^1^|^45189255
212^|^20101216^|^20230823^|^SUB^|^SKEL^|^20170312^|^Pending^|^Statusreasoncode^|^20161220^|^20170131^|^20160113^|^20221229^|^20230320^|^20230411^|^20230301^|^1^|^45189256
213^|^20100502^|^20230624^|^SUB^|^MSUB^|^20161228^|^Activated^|^Statusreasoncode^|^20170401^|^20171019^|^20150207^|^20230309^|^20230222^|^20230817^|^20230116^|^1^|^45189257
214^|^20110227^|^20231030^|^SUB^|^CNPCN^|^20170925^|^TerminatedUnkown^|^Statusreasoncode^|^20170320^|^20170730^|^20150526^|^20230812^|^20230418^|^20230526^|^20230224^|^1^|^45189258
215^|^20110205^|^20230823^|^CON^|^CNPCN^|^20170816^|^TerminatedUnkown^|^Statusreasoncode^|^20170429^|^20170909^|^20160214^|^20230412^|^20230818^|^20231028^|^20230816^|^1^|^45189259
216^|^20100522^|^20230518^|^SUB^|^SKEL^|^20170105^|^TerminatedUnkown^|^Statusreasoncode^|^20161201^|^20170624^|^20160616^|^20230816^|^20230324^|^20230316^|^20230719^|^1^|^45189260
217^|^20100928^|^20230501^|^CON^|^CNPCN^|^20170613^|^Activated^|^Statusreasoncode^|^20170414^|^20170809^|^20161019^|^20230720^|^20230907^|^20230410^|^20230622^|^1^|^45189261
218^|^20110604^|^20230313^|^CON^|^SKEL^|^20170621^|^Pending^|^Statusreasoncode^|^20170913^|^20170418^|^20141228^|^20221220^|^20230203^|^20221211^|^20221227^|^1^|^45189262
219^|^20110107^|^20231021^|^SUB^|^CID^|^20170918^|^Pending^|^Statusreasoncode^|^20170506^|^20171010^|^20160611^|^20230930^|^20230729^|^20230808^|^20221125^|^1^|^45189263
220^|^20110623^|^20230907^|^CON^|^MSUB^|^20170520^|^Pending^|^Statusreasoncode^|^20170830^|^20170423^|^20150413^|^20230531^|^20230315^|^20230912^|^20230530^|^1^|^45189264
221^|^20110411^|^20230703^|^SUB^|^CNPCN^|^20170402^|^TerminatedUnkown^|^Statusreasoncode^|^20170303^|^20170728^|^20161014^|^20230602^|^20230928^|^20231029^|^20231103^|^1^|^45189265
222^|^20110831^|^20230423^|^CON^|^SKEL^|^20171026^|^Pending^|^Statusreasoncode^|^20161215^|^20170421^|^20150928^|^20230418^|^20230601^|^20221121^|^20231018^|^1^|^45189266
223^|^20110310^|^20221224^|^CON^|^MSUB^|^20171115^|^TerminatedUnkown^|^Statusreasoncode^|^20170913^|^20170520^|^20160614^|^20230119^|^20230605^|^20230729^|^20230506^|^1^|^45189267
224^|^20110204^|^20230812^|^SUB^|^CID^|^20170619^|^TerminatedUnkown^|^Statusreasoncode^|^20170308^|^20170902^|^20150530^|^20230720^|^20230616^|^20230513^|^20231103^|^1^|^45189268
225^|^20100303^|^20230728^|^SUB^|^CID^|^20170425^|^TerminatedUnkown^|^Statusreasoncode^|^20170704^|^20170731^|^20151205^|^20231118^|^20231025^|^20230417^|^20230827^|^1^|^45189269
226^|^20100406^|^20230925^|^CON^|^MSUB^|^20170720^|^Pending^|^Statusreasoncode^|^20170717^|^20171020^|^20161006^|^20230405^|^20221205^|^20230428^|^20230126^|^1^|^45189270
227^|^20100521^|^20231003^|^SUB^|^CID^|^20170829^|^Activated^|^Statusreasoncode^|^20170504^|^20170929^|^20160704^|^20230805^|^20230517^|^20230122^|^20230209^|^1^|^45189271
228^|^20100710^|^20230320^|^CON^|^CID^|^20170501^|^Activated^|^Statusreasoncode^|^20170825^|^20170623^|^20150202^|^20221224^|^20230310^|^20230523^|^20230421^|^1^|^45189272
229^|^20100922^|^20231010^|^CON^|^SKEL^|^20170409^|^Activated^|^Statusreasoncode^|^20170913^|^20170227^|^20151125^|^20221226^|^20221220^|^20221222^|^20230605^|^1^|^45189273
230^|^20101102^|^20230520^|^CON^|^CID^|^20170424^|^Activated^|^Statusreasoncode^|^20170430^|^20170119^|^20160530^|^20221120^|^20230529^|^20230711^|^20230406^|^1^|^45189274
231^|^20100830^|^20230910^|^SUB^|^CNPCN^|^20170911^|^TerminatedUnkown^|^Statusreasoncode^|^20171114^|^20170722^|^20151208^|^20221211^|^20230327^|^20221212^|^20230511^|^1^|^45189275
232^|^20111115^|^20230506^|^SUB^|^MSUB^|^20170706^|^Activated^|^Statusreasoncode^|^20170608^|^20170106^|^20160731^|^20231008^|^20230803^|^20231004^|^20230507^|^1^|^45189276
233^|^20110120^|^20231029^|^CON^|^MSUB^|^20170328^|^Activated^|^Statusreasoncode^|^20170715^|^20170226^|^20141210^|^20230701^|^20230429^|^20230422^|^20231023^|^1^|^45189277
234^|^20110620^|^20230902^|^CON^|^SKEL^|^20170712^|^Pending^|^Statusreasoncode^|^20170623^|^20161126^|^20150901^|^20230627^|^20230302^|^20230307^|^20221205^|^1^|^45189278
235^|^20111012^|^20231013^|^SUB^|^CNPCN^|^20170730^|^Pending^|^Statusreasoncode^|^20170812^|^20170928^|^20150319^|^20230702^|^20230920^|^20230120^|^20230730^|^1^|^45189279
236^|^20110827^|^20230130^|^SUB^|^MSUB^|^20170404^|^TerminatedUnkown^|^Statusreasoncode^|^20161222^|^20170424^|^20150311^|^20230416^|^20231019^|^20221227^|^20230815^|^1^|^45189280
237^|^20111112^|^20230930^|^SUB^|^SKEL^|^20171112^|^Pending^|^Statusreasoncode^|^20170810^|^20170215^|^20151231^|^20231014^|^20230607^|^20230816^|^20230119^|^1^|^45189281
238^|^20111109^|^20230914^|^SUB^|^SKEL^|^20170413^|^Activated^|^Statusreasoncode^|^20161124^|^20170911^|^20150720^|^20230731^|^20230405^|^20221211^|^20230501^|^1^|^45189282
239^|^20110221^|^20230128^|^SUB^|^CNPCN^|^20170926^|^TerminatedUnkown^|^Statusreasoncode^|^20170202^|^20170228^|^20150810^|^20230606^|^20230529^|^20230210^|^20230323^|^1^|^45189283
240^|^20111028^|^20230225^|^CON^|^SKEL^|^20161206^|^TerminatedUnkown^|^Statusreasoncode^|^20170926^|^20170325^|^20151104^|^20230914^|^20231103^|^20231112^|^20230306^|^1^|^45189284
241^|^20100610^|^20231101^|^CON^|^MSUB^|^20171028^|^Pending^|^Statusreasoncode^|^20170909^|^20171019^|^20160311^|^20230718^|^20230702^|^20231108^|^20221221^|^1^|^45189285
242^|^20111120^|^20231022^|^CON^|^CNPCN^|^20170318^|^TerminatedUnkown^|^Statusreasoncode^|^20170212^|^20170312^|^20160212^|^20231027^|^20230813^|^20230604^|^20230815^|^1^|^45189286
243^|^20100704^|^20230524^|^CON^|^CNPCN^|^20170803^|^TerminatedUnkown^|^Statusreasoncode^|^20170319^|^20170531^|^20150901^|^20230118^|^20230616^|^20231024^|^20230813^|^1^|^45189287
244^|^20100620^|^20230418^|^CON^|^MSUB^|^20170311^|^Pending^|^Statusreasoncode^|^20170516^|^20170630^|^20160920^|^20230504^|^20230426^|^20230413^|^20221211^|^1^|^45189288
245^|^20110815^|^20230315^|^SUB^|^MSUB^|^20161219^|^Pending^|^Statusreasoncode^|^20170127^|^20170213^|^20151201^|^20230412^|^20230925^|^20230614^|^20230713^|^1^|^45189289
246^|^20110130^|^20230820^|^CON^|^CNPCN^|^20170223^|^Pending^|^Statusreasoncode^|^20170824^|^20170422^|^20160208^|^20230812^|^20231107^|^20231015^|^20230410^|^1^|^45189290
247^|^20100818^|^20230706^|^SUB^|^SKEL^|^20171028^|^Activated^|^Statusreasoncode^|^20170617^|^20170715^|^20150611^|^20230717^|^20230410^|^20230112^|^20230316^|^1^|^45189291
248^|^20111024^|^20231010^|^CON^|^SKEL^|^20170912^|^Activated^|^Statusreasoncode^|^20161202^|^20170929^|^20160606^|^20221127^|^20230319^|^20230319^|^20230618^|^1^|^45189292
249^|^20100909^|^20230706^|^SUB^|^SKEL^|^20170516^|^Pending^|^Statusreasoncode^|^20170604^|^20170513^|^20151121^|^20221129^|^20230116^|^20231014^|^20230505^|^1^|^45189293
250^|^20100414^|^20230925^|^CON^|^SKEL^|^20161215^|^TerminatedUnkown^|^Statusreasoncode^|^20170717^|^20170111^|^20150729^|^20230921^|^20230131^|^20230908^|^20231101^|^1^|^45189294
251^|^20110923^|^20221220^|^CON^|^SKEL^|^20171002^|^Pending^|^Statusreasoncode^|^20171104^|^20170104^|^20150810^|^20230813^|^20221208^|^20230723^|^20230306^|^1^|^45189295
252^|^20101005^|^20230823^|^SUB^|^CID^|^20171116^|^Pending^|^Statusreasoncode^|^20171015^|^20170305^|^20160806^|^20230315^|^20230715^|^20230903^|^20230805^|^1^|^45189296
253^|^20100225^|^20230418^|^CON^|^MSUB^|^20161222^|^Activated^|^Statusreasoncode^|^20170910^|^20170307^|^20160111^|^20221127^|^20230302^|^20221126^|^20230223^|^1^|^45189297
254^|^20111120^|^20230109^|^CON^|^MSUB^|^20170619^|^Pending^|^Statusreasoncode^|^20170923^|^20161228^|^20141224^|^20230612^|^20230707^|^20221123^|^20230307^|^1^|^45189298
255^|^20111114^|^20230220^|^SUB^|^SKEL^|^20170109^|^Activated^|^Statusreasoncode^|^20171118^|^20170925^|^20151128^|^20230829^|^20230908^|^20230520^|^20221228^|^1^|^45189299
256^|^20101211^|^20230301^|^CON^|^CNPCN^|^20170322^|^TerminatedUnkown^|^Statusreasoncode^|^20170920^|^20170908^|^20150420^|^20221210^|^20231106^|^20230124^|^20230111^|^1^|^45189300
257^|^20100706^|^20230821^|^CON^|^SKEL^|^20161122^|^TerminatedUnkown^|^Statusreasoncode^|^20170317^|^20171011^|^20160730^|^20230908^|^20230404^|^20230104^|^20230823^|^1^|^45189301
258^|^20110917^|^20231013^|^SUB^|^CNPCN^|^20170331^|^Activated^|^Statusreasoncode^|^20170406^|^20170921^|^20150106^|^20230826^|^20230413^|^20230925^|^20221203^|^1^|^45189302
259^|^20110529^|^20230620^|^SUB^|^MSUB^|^20170608^|^TerminatedUnkown^|^Statusreasoncode^|^20170820^|^20170112^|^20160329^|^20221202^|^20231003^|^20230519^|^20230218^|^1^|^45189303
260^|^20110414^|^20230709^|^SUB^|^CID^|^20161202^|^Pending^|^Statusreasoncode^|^20170528^|^20170503^|^20160102^|^20230508^|^20230127^|^20230111^|^20230725^|^1^|^45189304
261^|^20110611^|^20221202^|^CON^|^CID^|^20170104^|^Pending^|^Statusreasoncode^|^20170524^|^20171111^|^20160622^|^20230706^|^20230426^|^20230520^|^20230627^|^1^|^45189305
262^|^20110610^|^20230113^|^CON^|^MSUB^|^20170207^|^TerminatedUnkown^|^Statusreasoncode^|^20171017^|^20170827^|^20151107^|^20221212^|^20230627^|^20230309^|^20230221^|^1^|^45189306
263^|^20110506^|^20230630^|^SUB^|^MSUB^|^20170719^|^TerminatedUnkown^|^Statusreasoncode^|^20170910^|^20170527^|^20150620^|^20230222^|^20230422^|^20231030^|^20221212^|^1^|^45189307
264^|^20111007^|^20230429^|^SUB^|^MSUB^|^20170306^|^Activated^|^Statusreasoncode^|^20170810^|^20170722^|^20160828^|^20230104^|^20221210^|^20230208^|^20230326^|^1^|^45189308
265^|^20100324^|^20221224^|^SUB^|^SKEL^|^20170406^|^TerminatedUnkown^|^Statusreasoncode^|^20170227^|^20161220^|^20150521^|^20230831^|^20230415^|^20230220^|^20230712^|^1^|^45189309
266^|^20100325^|^20230618^|^CON^|^MSUB^|^20161215^|^Activated^|^Statusreasoncode^|^20171025^|^20170722^|^20160513^|^20230505^|^20221205^|^20221201^|^20230313^|^1^|^45189310
267^|^20110617^|^20230309^|^CON^|^MSUB^|^20170426^|^TerminatedUnkown^|^Statusreasoncode^|^20170310^|^20171002^|^20150207^|^20230314^|^20221223^|^20230925^|^20230107^|^1^|^45189311
268^|^20110323^|^20221215^|^SUB^|^CNPCN^|^20170715^|^Activated^|^Statusreasoncode^|^20170403^|^20170814^|^20151118^|^20230309^|^20230913^|^20230120^|^20230521^|^1^|^45189312
269^|^20110905^|^20231109^|^SUB^|^CNPCN^|^20170720^|^TerminatedUnkown^|^Statusreasoncode^|^20170113^|^20170305^|^20150602^|^20230905^|^20221128^|^20230730^|^20230703^|^1^|^45189313
270^|^20100520^|^20230908^|^SUB^|^CNPCN^|^20161210^|^Activated^|^Statusreasoncode^|^20170102^|^20170320^|^20150701^|^20230804^|^20230503^|^20230219^|^20221220^|^1^|^45189314
271^|^20110921^|^20230122^|^CON^|^SKEL^|^20161225^|^TerminatedUnkown^|^Statusreasoncode^|^20170530^|^20170829^|^20160413^|^20230507^|^20230711^|^20221222^|^20230929^|^1^|^45189315
272^|^20100528^|^20230622^|^CON^|^CNPCN^|^20170626^|^Activated^|^Statusreasoncode^|^20170531^|^20170919^|^20150924^|^20230308^|^20230213^|^20221228^|^20230508^|^1^|^45189316
273^|^20110709^|^20230925^|^CON^|^CID^|^20171107^|^TerminatedUnkown^|^Statusreasoncode^|^20161227^|^20171005^|^20151208^|^20231008^|^20230904^|^20230427^|^20230401^|^1^|^45189317
274^|^20110706^|^20231115^|^CON^|^MSUB^|^20170928^|^Pending^|^Statusreasoncode^|^20170822^|^20170227^|^20161006^|^20231109^|^20230627^|^20230810^|^20230509^|^1^|^45189318
275^|^20110601^|^20221225^|^CON^|^CNPCN^|^20170331^|^Activated^|^Statusreasoncode^|^20170804^|^20170522^|^20150304^|^20230507^|^20230613^|^20230711^|^20230813^|^1^|^45189319
276^|^20110414^|^20230923^|^CON^|^MSUB^|^20170917^|^Pending^|^Statusreasoncode^|^20170522^|^20170716^|^20150706^|^20230425^|^20230818^|^20221129^|^20230829^|^1^|^45189320
277^|^20110424^|^20230722^|^SUB^|^CNPCN^|^20170103^|^Activated^|^Statusreasoncode^|^20170514^|^20171105^|^20160511^|^20230107^|^20230521^|^20221227^|^20221218^|^1^|^45189321
278^|^20110223^|^20230913^|^SUB^|^MSUB^|^20161219^|^Activated^|^Statusreasoncode^|^20170315^|^20170627^|^20150222^|^20230517^|^20230411^|^20230115^|^20230611^|^1^|^45189322
279^|^20110228^|^20230616^|^SUB^|^CNPCN^|^20170228^|^TerminatedUnkown^|^Statusreasoncode^|^20161123^|^20170102^|^20160828^|^20230421^|^20230727^|^20230323^|^20231029^|^1^|^45189323
280^|^20100629^|^20230314^|^SUB^|^CNPCN^|^20170603^|^TerminatedUnkown^|^Statusreasoncode^|^20171117^|^20170112^|^20160605^|^20230814^|^20230203^|^20230314^|^20230119^|^1^|^45189324
281^|^20100606^|^20221121^|^SUB^|^CID^|^20170503^|^TerminatedUnkown^|^Statusreasoncode^|^20170310^|^20170710^|^20150709^|^20221123^|^20230328^|^20221123^|^20230604^|^1^|^45189325
282^|^20101017^|^20230217^|^CON^|^CNPCN^|^20170224^|^Pending^|^Statusreasoncode^|^20171026^|^20171006^|^20150203^|^20231110^|^20230928^|^20230126^|^20230304^|^1^|^45189326
283^|^20110124^|^20230222^|^SUB^|^SKEL^|^20170831^|^TerminatedUnkown^|^Statusreasoncode^|^20170921^|^20170225^|^20150422^|^20230707^|^20231108^|^20230728^|^20230306^|^1^|^45189327
284^|^20110914^|^20230307^|^CON^|^CID^|^20161124^|^Pending^|^Statusreasoncode^|^20170623^|^20170811^|^20150910^|^20230211^|^20221210^|^20221211^|^20230111^|^1^|^45189328
285^|^20100401^|^20230105^|^SUB^|^CID^|^20170812^|^TerminatedUnkown^|^Statusreasoncode^|^20171002^|^20170504^|^20160509^|^20230621^|^20221211^|^20231025^|^20230211^|^1^|^45189329
286^|^20110427^|^20230416^|^SUB^|^SKEL^|^20170826^|^Pending^|^Statusreasoncode^|^20170103^|^20170217^|^20150206^|^20230315^|^20230506^|^20230211^|^20230515^|^1^|^45189330
287^|^20110120^|^20230417^|^CON^|^CNPCN^|^20170430^|^Activated^|^Statusreasoncode^|^20171010^|^20170826^|^20150822^|^20230809^|^20230328^|^20231103^|^20230113^|^1^|^45189331
288^|^20101222^|^20230214^|^SUB^|^CID^|^20170614^|^Activated^|^Statusreasoncode^|^20161211^|^20170125^|^20150203^|^20230712^|^20230821^|^20230402^|^20230408^|^1^|^45189332
289^|^20100805^|^20221123^|^CON^|^MSUB^|^20170920^|^TerminatedUnkown^|^Statusreasoncode^|^20171012^|^20171118^|^20141218^|^20230810^|^20230603^|^20231119^|^20221222^|^1^|^45189333
290^|^20100603^|^20221228^|^CON^|^CNPCN^|^20161120^|^TerminatedUnkown^|^Statusreasoncode^|^20170605^|^20170321^|^20151027^|^20221230^|^20231004^|^20230406^|^20230116^|^1^|^45189334
291^|^20110519^|^20230328^|^SUB^|^CNPCN^|^20170317^|^Pending^|^Statusreasoncode^|^20170409^|^20161123^|^20150713^|^20230827^|^20230705^|^20230106^|^20230511^|^1^|^45189335
292^|^20111119^|^20230217^|^SUB^|^MSUB^|^20170709^|^Activated^|^Statusreasoncode^|^20170213^|^20170309^|^20141202^|^20231022^|^20221128^|^20230408^|^20230522^|^1^|^45189336
293^|^20100127^|^20221124^|^SUB^|^MSUB^|^20170207^|^TerminatedUnkown^|^Statusreasoncode^|^20161227^|^20170801^|^20160712^|^20230817^|^20231019^|^20230507^|^20231030^|^1^|^45189337
294^|^20100508^|^20230303^|^CON^|^SKEL^|^20170315^|^Activated^|^Statusreasoncode^|^20171017^|^20170719^|^20160912^|^20221122^|^20230707^|^20230408^|^20230922^|^1^|^45189338
295^|^20101228^|^20230222^|^SUB^|^MSUB^|^20161218^|^Pending^|^Statusreasoncode^|^20170423^|^20170413^|^20150421^|^20230710^|^20230502^|^20230102^|^20230718^|^1^|^45189339
296^|^20110630^|^20231029^|^SUB^|^CNPCN^|^20161120^|^Activated^|^Statusreasoncode^|^20171115^|^20171017^|^20150426^|^20230712^|^20230802^|^20230415^|^20230615^|^1^|^45189340
297^|^20100706^|^20231104^|^CON^|^MSUB^|^20171105^|^TerminatedUnkown^|^Statusreasoncode^|^20170304^|^20170415^|^20141218^|^20230117^|^20230717^|^20230210^|^20230219^|^1^|^45189341
298^|^20101227^|^20221203^|^CON^|^CID^|^20170629^|^TerminatedUnkown^|^Statusreasoncode^|^20171118^|^20170323^|^20150816^|^20230118^|^20221130^|^20231114^|^20221219^|^1^|^45189342
299^|^20100528^|^20230620^|^CON^|^CNPCN^|^20161214^|^TerminatedUnkown^|^Statusreasoncode^|^20161215^|^20170905^|^20150725^|^20230119^|^20221227^|^20230301^|^20230625^|^1^|^45189343
300^|^20100418^|^20230926^|^CON^|^MSUB^|^20170731^|^TerminatedUnkown^|^Statusreasoncode^|^20171103^|^20161231^|^20161027^|^20230429^|^20231006^|^20230212^|^20230513^|^1^|^45189344
301^|^20100127^|^20230211^|^SUB^|^CNPCN^|^20170614^|^TerminatedUnkown^|^Statusreasoncode^|^20170508^|^20170222^|^20160207^|^20221225^|^20230524^|^20230612^|^20230706^|^1^|^45189345
302^|^20110204^|^20230916^|^CON^|^CNPCN^|^20170425^|^Activated^|^Statusreasoncode^|^20170506^|^20171005^|^20150523^|^20230531^|^20230407^|^20230117^|^20230519^|^1^|^45189346
303^|^20100827^|^20230312^|^SUB^|^MSUB^|^20171111^|^Pending^|^Statusreasoncode^|^20171015^|^20170630^|^20160707^|^20230201^|^20230422^|^20230921^|^20230525^|^1^|^45189347
304^|^20100401^|^20230718^|^SUB^|^CID^|^20171004^|^TerminatedUnkown^|^Statusreasoncode^|^20171008^|^20171004^|^20160509^|^20230705^|^20231019^|^20230814^|^20230901^|^1^|^45189348
305^|^20100615^|^20221208^|^CON^|^SKEL^|^20170829^|^TerminatedUnkown^|^Statusreasoncode^|^20170711^|^20170421^|^20150309^|^20231118^|^20230302^|^20230625^|^20230211^|^1^|^45189349
306^|^20110711^|^20230528^|^CON^|^SKEL^|^20170602^|^TerminatedUnkown^|^Statusreasoncode^|^20170116^|^20170105^|^20151216^|^20230724^|^20230630^|^20230428^|^20230724^|^1^|^45189350
307^|^20100410^|^20230912^|^SUB^|^CNPCN^|^20170118^|^TerminatedUnkown^|^Statusreasoncode^|^20170913^|^20170623^|^20150802^|^20221121^|^20230110^|^20230801^|^20230114^|^1^|^45189351
308^|^20100124^|^20230317^|^CON^|^MSUB^|^20171028^|^TerminatedUnkown^|^Statusreasoncode^|^20170211^|^20170103^|^20151012^|^20230804^|^20230904^|^20230314^|^20230606^|^1^|^45189352
309^|^20100429^|^20231027^|^CON^|^SKEL^|^20171007^|^Activated^|^Statusreasoncode^|^20171116^|^20170114^|^20160214^|^20230922^|^20230212^|^20230221^|^20230829^|^1^|^45189353
310^|^20110629^|^20230208^|^SUB^|^CNPCN^|^20170720^|^Activated^|^Statusreasoncode^|^20161130^|^20170221^|^20160509^|^20230402^|^20231011^|^20230616^|^20230926^|^1^|^45189354
