soc^|^market_code^|^discount^|^creation_date^|^discount_type^|^is_flat_discount^|^rate_source^|^to_id
385^|^MMC^|^-4.805^|^20130926^|^GTY^|^0^|^DWH^|^551
386^|^MMC^|^-4.805^|^20131206^|^GTY^|^1^|^DWH^|^552
387^|^MMC^|^-4.705^|^20131204^|^GTY^|^0^|^DWH^|^553
388^|^MMC^|^-4.705^|^20131107^|^GTY^|^0^|^DWH^|^554
389^|^MMC^|^-4.705^|^20130205^|^GTY^|^0^|^DWH^|^555
390^|^MMC^|^-4.705^|^20130824^|^GTY^|^0^|^DWH^|^556
391^|^MMC^|^-4.705^|^20130311^|^GTY^|^1^|^DWH^|^557
392^|^MMC^|^-4.805^|^20131129^|^GTY^|^1^|^DWH^|^558
393^|^MMC^|^-4.705^|^20130630^|^GTY^|^1^|^DWH^|^559
394^|^MMC^|^-4.805^|^20130509^|^GTY^|^0^|^DWH^|^560
395^|^MMC^|^-4.805^|^20130528^|^GTY^|^1^|^DWH^|^561
396^|^MMC^|^-4.705^|^20130414^|^GTY^|^0^|^DWH^|^562
397^|^MMC^|^-4.705^|^20130106^|^GTY^|^0^|^DWH^|^563
398^|^MMC^|^-4.805^|^20130207^|^GTY^|^0^|^DWH^|^564
399^|^MMC^|^-4.705^|^20130204^|^GTY^|^0^|^DWH^|^565
400^|^MMC^|^-4.805^|^20130620^|^GTY^|^1^|^DWH^|^566
401^|^MMC^|^-4.705^|^20130426^|^GTY^|^0^|^DWH^|^567
402^|^MMC^|^-4.705^|^20130116^|^GTY^|^1^|^DWH^|^568
403^|^MMC^|^-4.705^|^20130414^|^GTY^|^1^|^DWH^|^569
404^|^MMC^|^-4.805^|^20130527^|^GTY^|^1^|^DWH^|^570
405^|^MMC^|^-4.805^|^20131227^|^GTY^|^0^|^DWH^|^571
406^|^MMC^|^-4.805^|^20130318^|^GTY^|^0^|^DWH^|^572
407^|^MMC^|^-4.805^|^20130603^|^GTY^|^1^|^DWH^|^573
408^|^MMC^|^-4.805^|^20130610^|^GTY^|^1^|^DWH^|^574
409^|^MMC^|^-4.805^|^20130604^|^GTY^|^1^|^DWH^|^575
410^|^MMC^|^-4.705^|^20130920^|^GTY^|^0^|^DWH^|^576
411^|^MMC^|^-4.705^|^20131213^|^GTY^|^0^|^DWH^|^577
412^|^MMC^|^-4.705^|^20130308^|^GTY^|^0^|^DWH^|^578
413^|^MMC^|^-4.705^|^20130815^|^GTY^|^1^|^DWH^|^579
414^|^MMC^|^-4.705^|^20131118^|^GTY^|^1^|^DWH^|^580
415^|^MMC^|^-4.705^|^20130918^|^GTY^|^0^|^DWH^|^581
416^|^MMC^|^-4.705^|^20131108^|^GTY^|^1^|^DWH^|^582
417^|^MMC^|^-4.805^|^20130821^|^GTY^|^1^|^DWH^|^583
418^|^MMC^|^-4.705^|^20130901^|^GTY^|^0^|^DWH^|^584
419^|^MMC^|^-4.805^|^20131107^|^GTY^|^1^|^DWH^|^585
420^|^MMC^|^-4.805^|^20130613^|^GTY^|^1^|^DWH^|^586
421^|^MMC^|^-4.705^|^20130102^|^GTY^|^0^|^DWH^|^587
422^|^MMC^|^-4.805^|^20130701^|^GTY^|^0^|^DWH^|^588
423^|^MMC^|^-4.805^|^20131015^|^GTY^|^0^|^DWH^|^589
424^|^MMC^|^-4.705^|^20131025^|^GTY^|^0^|^DWH^|^590
425^|^MMC^|^-4.705^|^20130618^|^GTY^|^1^|^DWH^|^591
426^|^MMC^|^-4.705^|^20130205^|^GTY^|^1^|^DWH^|^592
427^|^MMC^|^-4.805^|^20130906^|^GTY^|^0^|^DWH^|^593
428^|^MMC^|^-4.705^|^20130114^|^GTY^|^0^|^DWH^|^594
429^|^MMC^|^-4.805^|^20131110^|^GTY^|^0^|^DWH^|^595
430^|^MMC^|^-4.805^|^20130705^|^GTY^|^0^|^DWH^|^596
431^|^MMC^|^-4.705^|^20131218^|^GTY^|^1^|^DWH^|^597
432^|^MMC^|^-4.705^|^20131130^|^GTY^|^1^|^DWH^|^598
433^|^MMC^|^-4.805^|^20130604^|^GTY^|^0^|^DWH^|^599
434^|^MMC^|^-4.805^|^20130714^|^GTY^|^1^|^DWH^|^600
435^|^MMC^|^-4.705^|^20131213^|^GTY^|^0^|^DWH^|^601
436^|^MMC^|^-4.705^|^20130901^|^GTY^|^0^|^DWH^|^602
437^|^MMC^|^-4.805^|^20130613^|^GTY^|^0^|^DWH^|^603
438^|^MMC^|^-4.805^|^20130219^|^GTY^|^1^|^DWH^|^604
439^|^MMC^|^-4.805^|^20130331^|^GTY^|^1^|^DWH^|^605
440^|^MMC^|^-4.805^|^20131116^|^GTY^|^1^|^DWH^|^606
441^|^MMC^|^-4.805^|^20131013^|^GTY^|^0^|^DWH^|^607
442^|^MMC^|^-4.805^|^20130506^|^GTY^|^0^|^DWH^|^608
443^|^MMC^|^-4.805^|^20130829^|^GTY^|^0^|^DWH^|^609
444^|^MMC^|^-4.705^|^20131122^|^GTY^|^0^|^DWH^|^610
445^|^MMC^|^-4.705^|^20130324^|^GTY^|^0^|^DWH^|^611
446^|^MMC^|^-4.805^|^20130601^|^GTY^|^0^|^DWH^|^612
447^|^MMC^|^-4.805^|^20130210^|^GTY^|^0^|^DWH^|^613
448^|^MMC^|^-4.705^|^20131206^|^GTY^|^1^|^DWH^|^614
449^|^MMC^|^-4.805^|^20130216^|^GTY^|^1^|^DWH^|^615
450^|^MMC^|^-4.705^|^20130414^|^GTY^|^0^|^DWH^|^616
451^|^MMC^|^-4.805^|^20130718^|^GTY^|^0^|^DWH^|^617
452^|^MMC^|^-4.705^|^20130612^|^GTY^|^1^|^DWH^|^618
453^|^MMC^|^-4.705^|^20130514^|^GTY^|^1^|^DWH^|^619
454^|^MMC^|^-4.705^|^20131114^|^GTY^|^1^|^DWH^|^620
455^|^MMC^|^-4.705^|^20130702^|^GTY^|^1^|^DWH^|^621
456^|^MMC^|^-4.805^|^20131024^|^GTY^|^0^|^DWH^|^622
457^|^MMC^|^-4.705^|^20130713^|^GTY^|^0^|^DWH^|^623
458^|^MMC^|^-4.805^|^20130922^|^GTY^|^1^|^DWH^|^624
459^|^MMC^|^-4.805^|^20130330^|^GTY^|^1^|^DWH^|^625
460^|^MMC^|^-4.805^|^20131221^|^GTY^|^0^|^DWH^|^626
461^|^MMC^|^-4.805^|^20130622^|^GTY^|^0^|^DWH^|^627
462^|^MMC^|^-4.805^|^20130225^|^GTY^|^0^|^DWH^|^628
463^|^MMC^|^-4.805^|^20130821^|^GTY^|^0^|^DWH^|^629
464^|^MMC^|^-4.705^|^20130225^|^GTY^|^1^|^DWH^|^630
465^|^MMC^|^-4.705^|^20130619^|^GTY^|^1^|^DWH^|^631
466^|^MMC^|^-4.805^|^20130622^|^GTY^|^1^|^DWH^|^632
467^|^MMC^|^-4.805^|^20130205^|^GTY^|^1^|^DWH^|^633
468^|^MMC^|^-4.805^|^20130223^|^GTY^|^1^|^DWH^|^634
469^|^MMC^|^-4.705^|^20130123^|^GTY^|^0^|^DWH^|^635
470^|^MMC^|^-4.805^|^20130412^|^GTY^|^1^|^DWH^|^636
471^|^MMC^|^-4.805^|^20130221^|^GTY^|^1^|^DWH^|^637
472^|^MMC^|^-4.705^|^20130208^|^GTY^|^1^|^DWH^|^638
473^|^MMC^|^-4.705^|^20130501^|^GTY^|^1^|^DWH^|^639
474^|^MMC^|^-4.705^|^20130325^|^GTY^|^0^|^DWH^|^640
475^|^MMC^|^-4.705^|^20130926^|^GTY^|^1^|^DWH^|^641
476^|^MMC^|^-4.805^|^20130227^|^GTY^|^1^|^DWH^|^642
477^|^MMC^|^-4.705^|^20130216^|^GTY^|^1^|^DWH^|^643
478^|^MMC^|^-4.805^|^20131103^|^GTY^|^1^|^DWH^|^644
479^|^MMC^|^-4.705^|^20131001^|^GTY^|^0^|^DWH^|^645
480^|^MMC^|^-4.705^|^20130330^|^GTY^|^0^|^DWH^|^646
481^|^MMC^|^-4.705^|^20130610^|^GTY^|^0^|^DWH^|^647
482^|^MMC^|^-4.805^|^20130428^|^GTY^|^1^|^DWH^|^648
483^|^MMC^|^-4.705^|^20130621^|^GTY^|^1^|^DWH^|^649
484^|^MMC^|^-4.705^|^20131110^|^GTY^|^0^|^DWH^|^650
485^|^MMC^|^-4.705^|^20130321^|^GTY^|^1^|^DWH^|^651
486^|^MMC^|^-4.805^|^20130930^|^GTY^|^1^|^DWH^|^652
487^|^MMC^|^-4.705^|^20130526^|^GTY^|^1^|^DWH^|^653
488^|^MMC^|^-4.705^|^20130713^|^GTY^|^1^|^DWH^|^654
489^|^MMC^|^-4.705^|^20131223^|^GTY^|^0^|^DWH^|^655
490^|^MMC^|^-4.805^|^20131219^|^GTY^|^1^|^DWH^|^656
491^|^MMC^|^-4.805^|^20130609^|^GTY^|^1^|^DWH^|^657
492^|^MMC^|^-4.805^|^20130910^|^GTY^|^1^|^DWH^|^658
493^|^MMC^|^-4.805^|^20130704^|^GTY^|^1^|^DWH^|^659
494^|^MMC^|^-4.805^|^20130302^|^GTY^|^1^|^DWH^|^660
495^|^MMC^|^-4.805^|^20130209^|^GTY^|^0^|^DWH^|^661
496^|^MMC^|^-4.805^|^20131011^|^GTY^|^0^|^DWH^|^662
497^|^MMC^|^-4.705^|^20131221^|^GTY^|^1^|^DWH^|^663
498^|^MMC^|^-4.705^|^20130316^|^GTY^|^1^|^DWH^|^664
499^|^MMC^|^-4.805^|^20131225^|^GTY^|^1^|^DWH^|^665
500^|^MMC^|^-4.805^|^20130704^|^GTY^|^1^|^DWH^|^666
501^|^MMC^|^-4.705^|^20130704^|^GTY^|^1^|^DWH^|^667
502^|^MMC^|^-4.705^|^20130830^|^GTY^|^1^|^DWH^|^668
503^|^MMC^|^-4.705^|^20130717^|^GTY^|^0^|^DWH^|^669
504^|^MMC^|^-4.705^|^20130307^|^GTY^|^1^|^DWH^|^670
505^|^MMC^|^-4.805^|^20130128^|^GTY^|^0^|^DWH^|^671
506^|^MMC^|^-4.705^|^20130608^|^GTY^|^0^|^DWH^|^672
507^|^MMC^|^-4.805^|^20130405^|^GTY^|^1^|^DWH^|^673
508^|^MMC^|^-4.705^|^20130124^|^GTY^|^0^|^DWH^|^674
509^|^MMC^|^-4.805^|^20130728^|^GTY^|^1^|^DWH^|^675
510^|^MMC^|^-4.705^|^20131122^|^GTY^|^1^|^DWH^|^676
511^|^MMC^|^-4.805^|^20130817^|^GTY^|^0^|^DWH^|^677
512^|^MMC^|^-4.705^|^20130618^|^GTY^|^1^|^DWH^|^678
513^|^MMC^|^-4.705^|^20131111^|^GTY^|^1^|^DWH^|^679
514^|^MMC^|^-4.805^|^20130708^|^GTY^|^1^|^DWH^|^680
515^|^MMC^|^-4.805^|^20130602^|^GTY^|^0^|^DWH^|^681
516^|^MMC^|^-4.705^|^20130127^|^GTY^|^0^|^DWH^|^682
517^|^MMC^|^-4.805^|^20131206^|^GTY^|^0^|^DWH^|^683
518^|^MMC^|^-4.805^|^20130601^|^GTY^|^0^|^DWH^|^684
519^|^MMC^|^-4.705^|^20131210^|^GTY^|^1^|^DWH^|^685
520^|^MMC^|^-4.805^|^20130128^|^GTY^|^0^|^DWH^|^686
521^|^MMC^|^-4.805^|^20130703^|^GTY^|^0^|^DWH^|^687
522^|^MMC^|^-4.705^|^20130414^|^GTY^|^0^|^DWH^|^688
523^|^MMC^|^-4.805^|^20130801^|^GTY^|^1^|^DWH^|^689
524^|^MMC^|^-4.705^|^20130118^|^GTY^|^0^|^DWH^|^690
525^|^MMC^|^-4.805^|^20130630^|^GTY^|^0^|^DWH^|^691
526^|^MMC^|^-4.705^|^20130804^|^GTY^|^1^|^DWH^|^692
527^|^MMC^|^-4.705^|^20130610^|^GTY^|^1^|^DWH^|^693
528^|^MMC^|^-4.705^|^20130612^|^GTY^|^0^|^DWH^|^694
529^|^MMC^|^-4.705^|^20131230^|^GTY^|^0^|^DWH^|^695
530^|^MMC^|^-4.705^|^20130731^|^GTY^|^0^|^DWH^|^696
531^|^MMC^|^-4.805^|^20130725^|^GTY^|^0^|^DWH^|^697
532^|^MMC^|^-4.805^|^20130130^|^GTY^|^0^|^DWH^|^698
533^|^MMC^|^-4.705^|^20130911^|^GTY^|^0^|^DWH^|^699
534^|^MMC^|^-4.705^|^20130818^|^GTY^|^0^|^DWH^|^700
535^|^MMC^|^-4.805^|^20130113^|^GTY^|^1^|^DWH^|^701
536^|^MMC^|^-4.705^|^20130104^|^GTY^|^1^|^DWH^|^702
537^|^MMC^|^-4.805^|^20131120^|^GTY^|^0^|^DWH^|^703
538^|^MMC^|^-4.705^|^20130327^|^GTY^|^0^|^DWH^|^704
539^|^MMC^|^-4.705^|^20131229^|^GTY^|^0^|^DWH^|^705
540^|^MMC^|^-4.705^|^20130926^|^GTY^|^1^|^DWH^|^706
541^|^MMC^|^-4.705^|^20131106^|^GTY^|^0^|^DWH^|^707
542^|^MMC^|^-4.705^|^20130803^|^GTY^|^0^|^DWH^|^708
543^|^MMC^|^-4.705^|^20130216^|^GTY^|^0^|^DWH^|^709
544^|^MMC^|^-4.805^|^20130327^|^GTY^|^0^|^DWH^|^710
545^|^MMC^|^-4.705^|^20130624^|^GTY^|^1^|^DWH^|^711
546^|^MMC^|^-4.805^|^20130524^|^GTY^|^0^|^DWH^|^712
