rep_serv_prod_id^|^rep_serv_prod_num^|^rep_serv_prod_name^|^rep_serv_prod_desc^|^rep_serv_prod_ident_type_cd^|^rep_serv_prod_ident_type_desc^|^rep_serv_prod_ident_1_desc^|^rep_serv_prod_ident_2_num^|^rep_serv_prod_ident_2_desc^|^rep_serv_prod_ident_3_num^|^rep_serv_prod_ident_3_desc^|^rep_serv_prod_orig_lob^|^rep_serv_prod_trans_tech_cd^|^rep_serv_prod_type_of_usg_cd^|^rep_serv_prod_scen_class_cd^|^rep_serv_prod_uc_scen_cd^|^rep_serv_prod_prod_grp_cd^|^rep_serv_prod_prod_type_cd^|^rep_serv_prod_prod_comp_cd^|^rep_serv_prod_comsn_relv_ind^|^rep_serv_prod_fin_prod_cd^|^rep_serv_prod_fin_prod_desc^|^rep_serv_prod_sale_comp_cd^|^rep_serv_prod_sale_comp_desc^|^rep_serv_prod_sales_seg_cd^|^rep_serv_prod_sales_seg_desc
271^|^1947^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
272^|^1948^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
273^|^1949^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
274^|^1950^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
275^|^1951^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
276^|^1952^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
277^|^1953^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
278^|^1954^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
279^|^1955^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
280^|^1956^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
281^|^1957^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
282^|^1958^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
283^|^1959^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
284^|^1960^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
285^|^1961^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
286^|^1962^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
287^|^1963^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
288^|^1964^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
289^|^1965^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
290^|^1966^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
291^|^1967^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
292^|^1968^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
293^|^1969^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
294^|^1970^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
295^|^1971^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
296^|^1972^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
297^|^1973^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
298^|^1974^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
299^|^1975^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
300^|^1976^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
301^|^1977^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
302^|^1978^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
303^|^1979^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
304^|^1980^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
305^|^1981^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
306^|^1982^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
307^|^1983^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
308^|^1984^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
309^|^1985^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
310^|^1986^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
311^|^1987^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
312^|^1988^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
313^|^1989^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
314^|^1990^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
315^|^1991^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
316^|^1992^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
317^|^1993^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
318^|^1994^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
319^|^1995^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
320^|^1996^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
321^|^1997^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
322^|^1998^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
323^|^1999^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
324^|^2000^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
325^|^2001^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
326^|^2002^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
327^|^2003^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
328^|^2004^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
329^|^2005^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
330^|^2006^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
331^|^2007^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
332^|^2008^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
333^|^2009^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
334^|^2010^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
335^|^2011^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
336^|^2012^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
337^|^2013^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
338^|^2014^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
339^|^2015^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
340^|^2016^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
341^|^2017^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
342^|^2018^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
343^|^2019^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
344^|^2020^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
345^|^2021^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
346^|^2022^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
347^|^2023^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
348^|^2024^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
349^|^2025^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
350^|^2026^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
351^|^2027^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
352^|^2028^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
353^|^2029^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
354^|^2030^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
355^|^2031^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
356^|^2032^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
357^|^2033^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
358^|^2034^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
359^|^2035^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
360^|^2036^|^0^|^ChargeUmsätze^|^RP1^|^ReportingProduct^|^ReportingService^|^0^|^0^|^0^|^0^|^mobile^|^Sonstiges^|^ohne^|^Sonstige^|^Umsätze^|^Restprodukte^|^Restprodukte^|^0^|^N^|^0^|^0^|^0^|^0^|^0^|^0
