product_id^|^ao_id^|^ao_subscr_id^|^ao_type^|^ao_src_sys_id^|^ao_name^|^ao_force_add_cd^|^mo_name^|^mo_effc_dt^|^mo_exp_dt^|^mo_status_dt^|^mo_status^|^mo_stat_reas_cd^|^business_line^|^so_id^|^so_nr^|^so_name^|^so_effec_date^|^so_exp_date^|^so_subtype_cd^|^so_conv_status_dt^|^so_conv_status^|^so_stat_reas_cd^|^so_lob^|^so_servv_type^|^so_bundle_cat_cd^|^so_lvl_cd^|^so_campg_relv_ind^|^so_min_contr_dur^|^so_subscr_only_ind^|^to_id^|^to_nr^|^to_name^|^to_effec_dt^|^to_exp_dt^|^to_conv_status_dt^|^to_conv_status^|^to_st_reason_cide^|^to_business_line^|^to_tariff_fam^|^to_credit_type_cd^|^to_skel_restrict_ind^|^to_card_type_cd^|^subscr_id
342^|^8968450^|^332^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^a^|^cable^|^318^|^p^|^0^|^dc^|^289
343^|^8968451^|^333^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^x^|^mobile^|^319^|^p^|^0^|^dc^|^290
344^|^8968452^|^334^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^e^|^wireline^|^320^|^p^|^0^|^dc^|^291
345^|^8968453^|^335^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^cable^|^321^|^c^|^0^|^dc^|^292
346^|^8968454^|^336^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^cable^|^322^|^c^|^0^|^dc^|^293
347^|^8968455^|^337^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^x^|^mobile^|^323^|^c^|^0^|^dc^|^294
348^|^8968456^|^338^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^x^|^cable^|^324^|^c^|^0^|^dc^|^295
349^|^8968457^|^339^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^x^|^cable^|^325^|^p^|^0^|^dc^|^296
350^|^8968458^|^340^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^cable^|^326^|^c^|^0^|^dc^|^297
351^|^8968459^|^341^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^x^|^mobile^|^327^|^p^|^0^|^dc^|^298
352^|^8968460^|^342^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^a^|^cable^|^328^|^p^|^0^|^dc^|^299
353^|^8968461^|^343^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^f^|^cable^|^329^|^c^|^0^|^dc^|^300
354^|^8968462^|^344^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^a^|^wireline^|^330^|^p^|^0^|^dc^|^301
355^|^8968463^|^345^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^f^|^mobile^|^331^|^p^|^0^|^dc^|^302
356^|^8968464^|^346^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^a^|^cable^|^332^|^p^|^0^|^dc^|^303
357^|^8968465^|^347^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^a^|^wireline^|^333^|^p^|^0^|^dc^|^304
358^|^8968466^|^348^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^f^|^cable^|^334^|^c^|^0^|^dc^|^305
359^|^8968467^|^349^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^a^|^wireline^|^335^|^p^|^0^|^dc^|^306
360^|^8968468^|^350^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^a^|^cable^|^336^|^p^|^0^|^dc^|^307
361^|^8968469^|^351^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^f^|^wireline^|^337^|^p^|^0^|^dc^|^308
362^|^8968470^|^352^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^x^|^cable^|^338^|^c^|^0^|^dc^|^309
363^|^8968471^|^353^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^n^|^wireline^|^339^|^c^|^0^|^dc^|^310
364^|^8968472^|^354^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^x^|^mobile^|^340^|^p^|^0^|^dc^|^311
365^|^8968473^|^355^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^x^|^wireline^|^341^|^c^|^0^|^dc^|^312
366^|^8968474^|^356^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^e^|^wireline^|^342^|^p^|^0^|^dc^|^313
367^|^8968475^|^357^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^f^|^cable^|^343^|^p^|^0^|^dc^|^314
368^|^8968476^|^358^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^x^|^cable^|^344^|^p^|^0^|^dc^|^315
369^|^8968477^|^359^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^n^|^cable^|^345^|^c^|^0^|^dc^|^316
370^|^8968478^|^360^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^x^|^mobile^|^346^|^p^|^0^|^dc^|^317
371^|^8968479^|^361^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^f^|^mobile^|^347^|^c^|^0^|^dc^|^318
372^|^8968480^|^362^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^a^|^wireline^|^348^|^c^|^0^|^dc^|^319
373^|^8968481^|^363^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^x^|^cable^|^349^|^c^|^0^|^dc^|^320
374^|^8968482^|^364^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^x^|^mobile^|^350^|^p^|^0^|^dc^|^321
375^|^8968483^|^365^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^cable^|^351^|^c^|^0^|^dc^|^322
376^|^8968484^|^366^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^a^|^mobile^|^352^|^c^|^0^|^dc^|^323
377^|^8968485^|^367^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^a^|^cable^|^353^|^c^|^0^|^dc^|^324
378^|^8968486^|^368^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^a^|^wireline^|^354^|^p^|^0^|^dc^|^325
379^|^8968487^|^369^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^a^|^mobile^|^355^|^c^|^0^|^dc^|^326
380^|^8968488^|^370^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^e^|^mobile^|^356^|^p^|^0^|^dc^|^327
381^|^8968489^|^371^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^cable^|^357^|^c^|^0^|^dc^|^328
382^|^8968490^|^372^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^x^|^wireline^|^358^|^p^|^0^|^dc^|^329
383^|^8968491^|^373^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^e^|^wireline^|^359^|^c^|^0^|^dc^|^330
384^|^8968492^|^374^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^x^|^wireline^|^360^|^c^|^0^|^dc^|^331
385^|^8968493^|^375^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^n^|^mobile^|^361^|^c^|^0^|^dc^|^332
386^|^8968494^|^376^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^n^|^wireline^|^362^|^p^|^0^|^dc^|^333
387^|^8968495^|^377^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^e^|^cable^|^363^|^p^|^0^|^dc^|^334
388^|^8968496^|^378^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^n^|^wireline^|^364^|^p^|^0^|^dc^|^335
389^|^8968497^|^379^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^f^|^mobile^|^365^|^c^|^0^|^dc^|^336
390^|^8968498^|^380^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^wireline^|^366^|^p^|^0^|^dc^|^337
391^|^8968499^|^381^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^e^|^wireline^|^367^|^c^|^0^|^dc^|^338
392^|^8968500^|^382^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^a^|^mobile^|^368^|^p^|^0^|^dc^|^339
393^|^8968501^|^383^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^mobile^|^369^|^c^|^0^|^dc^|^340
394^|^8968502^|^384^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^e^|^cable^|^370^|^p^|^0^|^dc^|^341
395^|^8968503^|^385^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^f^|^wireline^|^371^|^p^|^0^|^dc^|^342
396^|^8968504^|^386^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^a^|^wireline^|^372^|^p^|^0^|^dc^|^343
397^|^8968505^|^387^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^x^|^cable^|^373^|^p^|^0^|^dc^|^344
398^|^8968506^|^388^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^f^|^cable^|^374^|^c^|^0^|^dc^|^345
399^|^8968507^|^389^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^x^|^mobile^|^375^|^c^|^0^|^dc^|^346
400^|^8968508^|^390^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^e^|^mobile^|^376^|^c^|^0^|^dc^|^347
401^|^8968509^|^391^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^cable^|^377^|^p^|^0^|^dc^|^348
402^|^8968510^|^392^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^e^|^cable^|^378^|^p^|^0^|^dc^|^349
403^|^8968511^|^393^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^f^|^wireline^|^379^|^c^|^0^|^dc^|^350
404^|^8968512^|^394^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^f^|^mobile^|^380^|^c^|^0^|^dc^|^351
405^|^8968513^|^395^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^e^|^wireline^|^381^|^c^|^0^|^dc^|^352
406^|^8968514^|^396^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^e^|^cable^|^382^|^c^|^0^|^dc^|^353
407^|^8968515^|^397^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^u^|^n^|^wireline^|^383^|^c^|^0^|^dc^|^354
408^|^8968516^|^398^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^e^|^mobile^|^384^|^c^|^0^|^dc^|^355
409^|^8968517^|^399^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^mobile^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^p^|^e^|^mobile^|^385^|^c^|^0^|^dc^|^356
410^|^8968518^|^400^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^n^|^cable^|^386^|^p^|^0^|^dc^|^357
411^|^8968519^|^401^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^wireline^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^a^|^n^|^mobile^|^387^|^p^|^0^|^dc^|^358
412^|^8968520^|^402^|^soc^|^kias^|^gigatv^|^^|^gigakombi^|^^|^^|^^|^a^|^^|^mmo^|^223431^|^^|^^|^^|^^|^^|^^|^^|^^|^cable^|^^|^^|^^|^0^|^31^|^0^|^223431^|^babnkdy60^|^busallnetbasic60/1sub^|^^|^^|^^|^t^|^e^|^wireline^|^388^|^p^|^0^|^dc^|^359
