soc^|^market_code^|^discount^|^creation_date^|^discount_type^|^is_flat_discount^|^rate_source^|^to_id
2657^|^MMC^|^-4.805^|^20130414^|^GTY^|^1^|^DWH^|^2823
2658^|^MMC^|^-4.805^|^20130709^|^GTY^|^1^|^DWH^|^2824
2659^|^MMC^|^-4.805^|^20130801^|^GTY^|^1^|^DWH^|^2825
2660^|^MMC^|^-4.705^|^20130215^|^GTY^|^1^|^DWH^|^2826
2661^|^MMC^|^-4.805^|^20131105^|^GTY^|^0^|^DWH^|^2827
2662^|^MMC^|^-4.805^|^20130831^|^GTY^|^1^|^DWH^|^2828
2663^|^MMC^|^-4.705^|^20131014^|^GTY^|^0^|^DWH^|^2829
2664^|^MMC^|^-4.705^|^20130618^|^GTY^|^0^|^DWH^|^2830
2665^|^MMC^|^-4.705^|^20130711^|^GTY^|^0^|^DWH^|^2831
2666^|^MMC^|^-4.805^|^20130319^|^GTY^|^0^|^DWH^|^2832
2667^|^MMC^|^-4.705^|^20130618^|^GTY^|^0^|^DWH^|^2833
2668^|^MMC^|^-4.705^|^20131018^|^GTY^|^0^|^DWH^|^2834
2669^|^MMC^|^-4.805^|^20130923^|^GTY^|^1^|^DWH^|^2835
2670^|^MMC^|^-4.805^|^20130731^|^GTY^|^0^|^DWH^|^2836
2671^|^MMC^|^-4.705^|^20130518^|^GTY^|^1^|^DWH^|^2837
2672^|^MMC^|^-4.705^|^20130209^|^GTY^|^1^|^DWH^|^2838
2673^|^MMC^|^-4.705^|^20131204^|^GTY^|^0^|^DWH^|^2839
2674^|^MMC^|^-4.805^|^20131222^|^GTY^|^0^|^DWH^|^2840
2675^|^MMC^|^-4.805^|^20131224^|^GTY^|^1^|^DWH^|^2841
2676^|^MMC^|^-4.805^|^20130407^|^GTY^|^1^|^DWH^|^2842
2677^|^MMC^|^-4.805^|^20130616^|^GTY^|^1^|^DWH^|^2843
2678^|^MMC^|^-4.805^|^20130918^|^GTY^|^1^|^DWH^|^2844
2679^|^MMC^|^-4.705^|^20130308^|^GTY^|^1^|^DWH^|^2845
2680^|^MMC^|^-4.705^|^20130702^|^GTY^|^1^|^DWH^|^2846
2681^|^MMC^|^-4.705^|^20130805^|^GTY^|^1^|^DWH^|^2847
2682^|^MMC^|^-4.805^|^20131017^|^GTY^|^0^|^DWH^|^2848
2683^|^MMC^|^-4.805^|^20131229^|^GTY^|^1^|^DWH^|^2849
2684^|^MMC^|^-4.805^|^20131216^|^GTY^|^1^|^DWH^|^2850
2685^|^MMC^|^-4.705^|^20131213^|^GTY^|^0^|^DWH^|^2851
2686^|^MMC^|^-4.805^|^20130316^|^GTY^|^1^|^DWH^|^2852
2687^|^MMC^|^-4.705^|^20131028^|^GTY^|^1^|^DWH^|^2853
2688^|^MMC^|^-4.705^|^20130925^|^GTY^|^1^|^DWH^|^2854
2689^|^MMC^|^-4.705^|^20131127^|^GTY^|^1^|^DWH^|^2855
2690^|^MMC^|^-4.805^|^20131027^|^GTY^|^0^|^DWH^|^2856
2691^|^MMC^|^-4.805^|^20131012^|^GTY^|^0^|^DWH^|^2857
2692^|^MMC^|^-4.705^|^20130226^|^GTY^|^1^|^DWH^|^2858
2693^|^MMC^|^-4.805^|^20130330^|^GTY^|^1^|^DWH^|^2859
2694^|^MMC^|^-4.805^|^20131218^|^GTY^|^1^|^DWH^|^2860
2695^|^MMC^|^-4.705^|^20130421^|^GTY^|^1^|^DWH^|^2861
2696^|^MMC^|^-4.805^|^20130826^|^GTY^|^1^|^DWH^|^2862
2697^|^MMC^|^-4.805^|^20130305^|^GTY^|^1^|^DWH^|^2863
2698^|^MMC^|^-4.705^|^20130926^|^GTY^|^1^|^DWH^|^2864
2699^|^MMC^|^-4.805^|^20130812^|^GTY^|^0^|^DWH^|^2865
2700^|^MMC^|^-4.705^|^20130527^|^GTY^|^1^|^DWH^|^2866
2701^|^MMC^|^-4.705^|^20130811^|^GTY^|^0^|^DWH^|^2867
2702^|^MMC^|^-4.805^|^20130420^|^GTY^|^1^|^DWH^|^2868
2703^|^MMC^|^-4.705^|^20130620^|^GTY^|^1^|^DWH^|^2869
2704^|^MMC^|^-4.705^|^20130616^|^GTY^|^0^|^DWH^|^2870
2705^|^MMC^|^-4.705^|^20131116^|^GTY^|^1^|^DWH^|^2871
2706^|^MMC^|^-4.705^|^20130629^|^GTY^|^0^|^DWH^|^2872
2707^|^MMC^|^-4.805^|^20130808^|^GTY^|^0^|^DWH^|^2873
2708^|^MMC^|^-4.805^|^20131113^|^GTY^|^0^|^DWH^|^2874
2709^|^MMC^|^-4.805^|^20130902^|^GTY^|^0^|^DWH^|^2875
2710^|^MMC^|^-4.705^|^20130714^|^GTY^|^0^|^DWH^|^2876
2711^|^MMC^|^-4.805^|^20131001^|^GTY^|^0^|^DWH^|^2877
2712^|^MMC^|^-4.805^|^20130805^|^GTY^|^0^|^DWH^|^2878
2713^|^MMC^|^-4.805^|^20130626^|^GTY^|^1^|^DWH^|^2879
2714^|^MMC^|^-4.705^|^20130423^|^GTY^|^0^|^DWH^|^2880
2715^|^MMC^|^-4.705^|^20130414^|^GTY^|^1^|^DWH^|^2881
2716^|^MMC^|^-4.705^|^20130413^|^GTY^|^1^|^DWH^|^2882
2717^|^MMC^|^-4.805^|^20131224^|^GTY^|^1^|^DWH^|^2883
2718^|^MMC^|^-4.805^|^20130524^|^GTY^|^1^|^DWH^|^2884
2719^|^MMC^|^-4.805^|^20131122^|^GTY^|^0^|^DWH^|^2885
2720^|^MMC^|^-4.705^|^20131102^|^GTY^|^1^|^DWH^|^2886
2721^|^MMC^|^-4.705^|^20131121^|^GTY^|^0^|^DWH^|^2887
2722^|^MMC^|^-4.705^|^20130101^|^GTY^|^1^|^DWH^|^2888
2723^|^MMC^|^-4.705^|^20130120^|^GTY^|^1^|^DWH^|^2889
2724^|^MMC^|^-4.705^|^20131224^|^GTY^|^0^|^DWH^|^2890
2725^|^MMC^|^-4.805^|^20131022^|^GTY^|^1^|^DWH^|^2891
2726^|^MMC^|^-4.705^|^20131102^|^GTY^|^1^|^DWH^|^2892
2727^|^MMC^|^-4.705^|^20130723^|^GTY^|^1^|^DWH^|^2893
2728^|^MMC^|^-4.805^|^20131222^|^GTY^|^1^|^DWH^|^2894
2729^|^MMC^|^-4.805^|^20130524^|^GTY^|^0^|^DWH^|^2895
2730^|^MMC^|^-4.805^|^20130314^|^GTY^|^1^|^DWH^|^2896
2731^|^MMC^|^-4.705^|^20131126^|^GTY^|^1^|^DWH^|^2897
2732^|^MMC^|^-4.805^|^20130501^|^GTY^|^0^|^DWH^|^2898
2733^|^MMC^|^-4.705^|^20130915^|^GTY^|^0^|^DWH^|^2899
2734^|^MMC^|^-4.805^|^20130429^|^GTY^|^1^|^DWH^|^2900
2735^|^MMC^|^-4.705^|^20130428^|^GTY^|^0^|^DWH^|^2901
2736^|^MMC^|^-4.805^|^20130830^|^GTY^|^0^|^DWH^|^2902
2737^|^MMC^|^-4.705^|^20130629^|^GTY^|^0^|^DWH^|^2903
2738^|^MMC^|^-4.805^|^20131228^|^GTY^|^0^|^DWH^|^2904
2739^|^MMC^|^-4.705^|^20130310^|^GTY^|^1^|^DWH^|^2905
2740^|^MMC^|^-4.705^|^20130626^|^GTY^|^1^|^DWH^|^2906
2741^|^MMC^|^-4.805^|^20130206^|^GTY^|^0^|^DWH^|^2907
2742^|^MMC^|^-4.705^|^20130926^|^GTY^|^1^|^DWH^|^2908
2743^|^MMC^|^-4.805^|^20130911^|^GTY^|^0^|^DWH^|^2909
2744^|^MMC^|^-4.805^|^20130609^|^GTY^|^1^|^DWH^|^2910
2745^|^MMC^|^-4.705^|^20130718^|^GTY^|^1^|^DWH^|^2911
2746^|^MMC^|^-4.805^|^20130305^|^GTY^|^1^|^DWH^|^2912
2747^|^MMC^|^-4.705^|^20130627^|^GTY^|^1^|^DWH^|^2913
2748^|^MMC^|^-4.705^|^20130726^|^GTY^|^0^|^DWH^|^2914
2749^|^MMC^|^-4.805^|^20130910^|^GTY^|^0^|^DWH^|^2915
2750^|^MMC^|^-4.805^|^20130209^|^GTY^|^1^|^DWH^|^2916
2751^|^MMC^|^-4.705^|^20130820^|^GTY^|^0^|^DWH^|^2917
2752^|^MMC^|^-4.705^|^20131009^|^GTY^|^0^|^DWH^|^2918
2753^|^MMC^|^-4.705^|^20131020^|^GTY^|^1^|^DWH^|^2919
2754^|^MMC^|^-4.805^|^20130203^|^GTY^|^0^|^DWH^|^2920
2755^|^MMC^|^-4.805^|^20130518^|^GTY^|^1^|^DWH^|^2921
2756^|^MMC^|^-4.805^|^20130423^|^GTY^|^1^|^DWH^|^2922
2757^|^MMC^|^-4.805^|^20130324^|^GTY^|^1^|^DWH^|^2923
2758^|^MMC^|^-4.805^|^20130619^|^GTY^|^0^|^DWH^|^2924
2759^|^MMC^|^-4.705^|^20131027^|^GTY^|^0^|^DWH^|^2925
2760^|^MMC^|^-4.805^|^20130311^|^GTY^|^0^|^DWH^|^2926
2761^|^MMC^|^-4.805^|^20130726^|^GTY^|^1^|^DWH^|^2927
2762^|^MMC^|^-4.705^|^20130420^|^GTY^|^1^|^DWH^|^2928
2763^|^MMC^|^-4.805^|^20130210^|^GTY^|^0^|^DWH^|^2929
2764^|^MMC^|^-4.805^|^20130131^|^GTY^|^0^|^DWH^|^2930
2765^|^MMC^|^-4.705^|^20130329^|^GTY^|^0^|^DWH^|^2931
2766^|^MMC^|^-4.705^|^20130814^|^GTY^|^1^|^DWH^|^2932
2767^|^MMC^|^-4.705^|^20130623^|^GTY^|^0^|^DWH^|^2933
2768^|^MMC^|^-4.705^|^20130105^|^GTY^|^1^|^DWH^|^2934
2769^|^MMC^|^-4.705^|^20130108^|^GTY^|^0^|^DWH^|^2935
2770^|^MMC^|^-4.705^|^20130805^|^GTY^|^0^|^DWH^|^2936
2771^|^MMC^|^-4.705^|^20130715^|^GTY^|^1^|^DWH^|^2937
2772^|^MMC^|^-4.805^|^20130115^|^GTY^|^0^|^DWH^|^2938
2773^|^MMC^|^-4.705^|^20130326^|^GTY^|^0^|^DWH^|^2939
2774^|^MMC^|^-4.705^|^20130205^|^GTY^|^1^|^DWH^|^2940
2775^|^MMC^|^-4.705^|^20130527^|^GTY^|^0^|^DWH^|^2941
2776^|^MMC^|^-4.805^|^20130225^|^GTY^|^1^|^DWH^|^2942
2777^|^MMC^|^-4.805^|^20130212^|^GTY^|^0^|^DWH^|^2943
2778^|^MMC^|^-4.705^|^20130607^|^GTY^|^0^|^DWH^|^2944
2779^|^MMC^|^-4.705^|^20130210^|^GTY^|^0^|^DWH^|^2945
2780^|^MMC^|^-4.705^|^20130730^|^GTY^|^1^|^DWH^|^2946
2781^|^MMC^|^-4.705^|^20130123^|^GTY^|^1^|^DWH^|^2947
2782^|^MMC^|^-4.705^|^20131003^|^GTY^|^0^|^DWH^|^2948
2783^|^MMC^|^-4.805^|^20130916^|^GTY^|^1^|^DWH^|^2949
2784^|^MMC^|^-4.805^|^20130509^|^GTY^|^1^|^DWH^|^2950
2785^|^MMC^|^-4.705^|^20130602^|^GTY^|^1^|^DWH^|^2951
2786^|^MMC^|^-4.805^|^20130609^|^GTY^|^0^|^DWH^|^2952
2787^|^MMC^|^-4.805^|^20130407^|^GTY^|^0^|^DWH^|^2953
2788^|^MMC^|^-4.805^|^20130807^|^GTY^|^1^|^DWH^|^2954
2789^|^MMC^|^-4.705^|^20130309^|^GTY^|^0^|^DWH^|^2955
2790^|^MMC^|^-4.705^|^20130109^|^GTY^|^0^|^DWH^|^2956
2791^|^MMC^|^-4.705^|^20130117^|^GTY^|^0^|^DWH^|^2957
2792^|^MMC^|^-4.805^|^20130222^|^GTY^|^1^|^DWH^|^2958
2793^|^MMC^|^-4.805^|^20130131^|^GTY^|^1^|^DWH^|^2959
2794^|^MMC^|^-4.805^|^20130905^|^GTY^|^1^|^DWH^|^2960
2795^|^MMC^|^-4.805^|^20130220^|^GTY^|^1^|^DWH^|^2961
2796^|^MMC^|^-4.805^|^20130723^|^GTY^|^0^|^DWH^|^2962
2797^|^MMC^|^-4.805^|^20130629^|^GTY^|^1^|^DWH^|^2963
2798^|^MMC^|^-4.805^|^20130601^|^GTY^|^1^|^DWH^|^2964
2799^|^MMC^|^-4.805^|^20130120^|^GTY^|^0^|^DWH^|^2965
2800^|^MMC^|^-4.805^|^20130913^|^GTY^|^1^|^DWH^|^2966
2801^|^MMC^|^-4.705^|^20130620^|^GTY^|^0^|^DWH^|^2967
2802^|^MMC^|^-4.705^|^20130508^|^GTY^|^0^|^DWH^|^2968
2803^|^MMC^|^-4.705^|^20131120^|^GTY^|^1^|^DWH^|^2969
2804^|^MMC^|^-4.705^|^20130925^|^GTY^|^0^|^DWH^|^2970
2805^|^MMC^|^-4.705^|^20130102^|^GTY^|^0^|^DWH^|^2971
2806^|^MMC^|^-4.705^|^20130421^|^GTY^|^1^|^DWH^|^2972
2807^|^MMC^|^-4.705^|^20131219^|^GTY^|^1^|^DWH^|^2973
2808^|^MMC^|^-4.805^|^20130505^|^GTY^|^0^|^DWH^|^2974
2809^|^MMC^|^-4.805^|^20131029^|^GTY^|^0^|^DWH^|^2975
2810^|^MMC^|^-4.805^|^20130225^|^GTY^|^1^|^DWH^|^2976
2811^|^MMC^|^-4.805^|^20130927^|^GTY^|^1^|^DWH^|^2977
2812^|^MMC^|^-4.805^|^20130428^|^GTY^|^0^|^DWH^|^2978
2813^|^MMC^|^-4.805^|^20130603^|^GTY^|^1^|^DWH^|^2979
2814^|^MMC^|^-4.705^|^20130607^|^GTY^|^0^|^DWH^|^2980
2815^|^MMC^|^-4.805^|^20130222^|^GTY^|^1^|^DWH^|^2981
2816^|^MMC^|^-4.705^|^20130703^|^GTY^|^0^|^DWH^|^2982
2817^|^MMC^|^-4.805^|^20131128^|^GTY^|^0^|^DWH^|^2983
2818^|^MMC^|^-4.705^|^20130420^|^GTY^|^0^|^DWH^|^2984
2819^|^MMC^|^-4.805^|^20130808^|^GTY^|^1^|^DWH^|^2985
2820^|^MMC^|^-4.805^|^20130412^|^GTY^|^0^|^DWH^|^2986
2821^|^MMC^|^-4.705^|^20131110^|^GTY^|^1^|^DWH^|^2987
2822^|^MMC^|^-4.805^|^20130301^|^GTY^|^1^|^DWH^|^2988
2823^|^MMC^|^-4.805^|^20131016^|^GTY^|^0^|^DWH^|^2989
2824^|^MMC^|^-4.805^|^20130619^|^GTY^|^0^|^DWH^|^2990
2825^|^MMC^|^-4.705^|^20130122^|^GTY^|^0^|^DWH^|^2991
2826^|^MMC^|^-4.705^|^20130302^|^GTY^|^0^|^DWH^|^2992
2827^|^MMC^|^-4.805^|^20131216^|^GTY^|^1^|^DWH^|^2993
2828^|^MMC^|^-4.705^|^20130430^|^GTY^|^0^|^DWH^|^2994
2829^|^MMC^|^-4.805^|^20130620^|^GTY^|^0^|^DWH^|^2995
2830^|^MMC^|^-4.805^|^20131208^|^GTY^|^1^|^DWH^|^2996
2831^|^MMC^|^-4.805^|^20131025^|^GTY^|^0^|^DWH^|^2997
2832^|^MMC^|^-4.705^|^20131211^|^GTY^|^1^|^DWH^|^2998
2833^|^MMC^|^-4.805^|^20130831^|^GTY^|^1^|^DWH^|^2999
2834^|^MMC^|^-4.705^|^20130701^|^GTY^|^0^|^DWH^|^3000
2835^|^MMC^|^-4.705^|^20130225^|^GTY^|^1^|^DWH^|^3001
2836^|^MMC^|^-4.705^|^20130907^|^GTY^|^0^|^DWH^|^3002
2837^|^MMC^|^-4.705^|^20130127^|^GTY^|^0^|^DWH^|^3003
2838^|^MMC^|^-4.705^|^20130607^|^GTY^|^0^|^DWH^|^3004
2839^|^MMC^|^-4.805^|^20130328^|^GTY^|^0^|^DWH^|^3005
2840^|^MMC^|^-4.705^|^20130723^|^GTY^|^1^|^DWH^|^3006
2841^|^MMC^|^-4.805^|^20130402^|^GTY^|^0^|^DWH^|^3007
2842^|^MMC^|^-4.705^|^20130331^|^GTY^|^1^|^DWH^|^3008
2843^|^MMC^|^-4.805^|^20130617^|^GTY^|^1^|^DWH^|^3009
2844^|^MMC^|^-4.705^|^20130410^|^GTY^|^0^|^DWH^|^3010
2845^|^MMC^|^-4.805^|^20130119^|^GTY^|^0^|^DWH^|^3011
2846^|^MMC^|^-4.805^|^20131222^|^GTY^|^0^|^DWH^|^3012
2847^|^MMC^|^-4.705^|^20131031^|^GTY^|^1^|^DWH^|^3013
2848^|^MMC^|^-4.705^|^20130225^|^GTY^|^0^|^DWH^|^3014
2849^|^MMC^|^-4.805^|^20130318^|^GTY^|^0^|^DWH^|^3015
2850^|^MMC^|^-4.805^|^20130406^|^GTY^|^1^|^DWH^|^3016
2851^|^MMC^|^-4.805^|^20130222^|^GTY^|^1^|^DWH^|^3017
2852^|^MMC^|^-4.705^|^20130608^|^GTY^|^0^|^DWH^|^3018
2853^|^MMC^|^-4.705^|^20130618^|^GTY^|^1^|^DWH^|^3019
2854^|^MMC^|^-4.705^|^20130120^|^GTY^|^1^|^DWH^|^3020
2855^|^MMC^|^-4.805^|^20130217^|^GTY^|^1^|^DWH^|^3021
2856^|^MMC^|^-4.705^|^20130330^|^GTY^|^0^|^DWH^|^3022
2857^|^MMC^|^-4.705^|^20130930^|^GTY^|^1^|^DWH^|^3023
2858^|^MMC^|^-4.805^|^20130312^|^GTY^|^1^|^DWH^|^3024
2859^|^MMC^|^-4.705^|^20130113^|^GTY^|^0^|^DWH^|^3025
2860^|^MMC^|^-4.805^|^20131011^|^GTY^|^1^|^DWH^|^3026
2861^|^MMC^|^-4.705^|^20130115^|^GTY^|^0^|^DWH^|^3027
2862^|^MMC^|^-4.805^|^20130501^|^GTY^|^0^|^DWH^|^3028
2863^|^MMC^|^-4.705^|^20130514^|^GTY^|^1^|^DWH^|^3029
2864^|^MMC^|^-4.705^|^20130830^|^GTY^|^1^|^DWH^|^3030
2865^|^MMC^|^-4.805^|^20130427^|^GTY^|^0^|^DWH^|^3031
2866^|^MMC^|^-4.805^|^20131024^|^GTY^|^0^|^DWH^|^3032
2867^|^MMC^|^-4.805^|^20130314^|^GTY^|^1^|^DWH^|^3033
2868^|^MMC^|^-4.705^|^20130309^|^GTY^|^1^|^DWH^|^3034
2869^|^MMC^|^-4.705^|^20130816^|^GTY^|^0^|^DWH^|^3035
2870^|^MMC^|^-4.705^|^20131029^|^GTY^|^0^|^DWH^|^3036
2871^|^MMC^|^-4.705^|^20130322^|^GTY^|^1^|^DWH^|^3037
2872^|^MMC^|^-4.705^|^20130821^|^GTY^|^1^|^DWH^|^3038
2873^|^MMC^|^-4.705^|^20130531^|^GTY^|^0^|^DWH^|^3039
2874^|^MMC^|^-4.805^|^20130920^|^GTY^|^1^|^DWH^|^3040
2875^|^MMC^|^-4.705^|^20130114^|^GTY^|^1^|^DWH^|^3041
2876^|^MMC^|^-4.805^|^20130330^|^GTY^|^1^|^DWH^|^3042
2877^|^MMC^|^-4.805^|^20130528^|^GTY^|^1^|^DWH^|^3043
2878^|^MMC^|^-4.805^|^20131021^|^GTY^|^0^|^DWH^|^3044
2879^|^MMC^|^-4.805^|^20130901^|^GTY^|^1^|^DWH^|^3045
2880^|^MMC^|^-4.705^|^20130427^|^GTY^|^1^|^DWH^|^3046
2881^|^MMC^|^-4.705^|^20130315^|^GTY^|^1^|^DWH^|^3047
2882^|^MMC^|^-4.705^|^20130528^|^GTY^|^0^|^DWH^|^3048
2883^|^MMC^|^-4.705^|^20130813^|^GTY^|^0^|^DWH^|^3049
2884^|^MMC^|^-4.705^|^20130717^|^GTY^|^0^|^DWH^|^3050
2885^|^MMC^|^-4.705^|^20130113^|^GTY^|^0^|^DWH^|^3051
2886^|^MMC^|^-4.705^|^20130322^|^GTY^|^1^|^DWH^|^3052
2887^|^MMC^|^-4.705^|^20131006^|^GTY^|^0^|^DWH^|^3053
2888^|^MMC^|^-4.805^|^20130504^|^GTY^|^0^|^DWH^|^3054
2889^|^MMC^|^-4.705^|^20130714^|^GTY^|^0^|^DWH^|^3055
2890^|^MMC^|^-4.805^|^20130819^|^GTY^|^0^|^DWH^|^3056
2891^|^MMC^|^-4.805^|^20130202^|^GTY^|^0^|^DWH^|^3057
2892^|^MMC^|^-4.805^|^20130825^|^GTY^|^1^|^DWH^|^3058
2893^|^MMC^|^-4.705^|^20130311^|^GTY^|^1^|^DWH^|^3059
2894^|^MMC^|^-4.705^|^20130814^|^GTY^|^0^|^DWH^|^3060
2895^|^MMC^|^-4.805^|^20130116^|^GTY^|^1^|^DWH^|^3061
2896^|^MMC^|^-4.805^|^20130720^|^GTY^|^0^|^DWH^|^3062
2897^|^MMC^|^-4.705^|^20130320^|^GTY^|^0^|^DWH^|^3063
2898^|^MMC^|^-4.705^|^20130316^|^GTY^|^1^|^DWH^|^3064
2899^|^MMC^|^-4.805^|^20131023^|^GTY^|^1^|^DWH^|^3065
2900^|^MMC^|^-4.705^|^20130829^|^GTY^|^0^|^DWH^|^3066
2901^|^MMC^|^-4.805^|^20131217^|^GTY^|^0^|^DWH^|^3067
2902^|^MMC^|^-4.805^|^20130308^|^GTY^|^1^|^DWH^|^3068
2903^|^MMC^|^-4.805^|^20131019^|^GTY^|^0^|^DWH^|^3069
2904^|^MMC^|^-4.805^|^20130513^|^GTY^|^0^|^DWH^|^3070
2905^|^MMC^|^-4.805^|^20130302^|^GTY^|^1^|^DWH^|^3071
2906^|^MMC^|^-4.705^|^20130402^|^GTY^|^1^|^DWH^|^3072
2907^|^MMC^|^-4.705^|^20131218^|^GTY^|^0^|^DWH^|^3073
2908^|^MMC^|^-4.805^|^20131123^|^GTY^|^0^|^DWH^|^3074
2909^|^MMC^|^-4.805^|^20131230^|^GTY^|^0^|^DWH^|^3075
2910^|^MMC^|^-4.805^|^20130114^|^GTY^|^1^|^DWH^|^3076
2911^|^MMC^|^-4.805^|^20130506^|^GTY^|^0^|^DWH^|^3077
2912^|^MMC^|^-4.805^|^20130615^|^GTY^|^0^|^DWH^|^3078
2913^|^MMC^|^-4.705^|^20130214^|^GTY^|^1^|^DWH^|^3079
2914^|^MMC^|^-4.705^|^20130817^|^GTY^|^1^|^DWH^|^3080
2915^|^MMC^|^-4.805^|^20130608^|^GTY^|^1^|^DWH^|^3081
2916^|^MMC^|^-4.805^|^20131005^|^GTY^|^0^|^DWH^|^3082
2917^|^MMC^|^-4.705^|^20130320^|^GTY^|^0^|^DWH^|^3083
2918^|^MMC^|^-4.705^|^20130506^|^GTY^|^1^|^DWH^|^3084
2919^|^MMC^|^-4.705^|^20130726^|^GTY^|^0^|^DWH^|^3085
2920^|^MMC^|^-4.705^|^20131220^|^GTY^|^0^|^DWH^|^3086
2921^|^MMC^|^-4.705^|^20130420^|^GTY^|^0^|^DWH^|^3087
2922^|^MMC^|^-4.805^|^20130421^|^GTY^|^0^|^DWH^|^3088
2923^|^MMC^|^-4.805^|^20130716^|^GTY^|^1^|^DWH^|^3089
2924^|^MMC^|^-4.705^|^20130424^|^GTY^|^0^|^DWH^|^3090
2925^|^MMC^|^-4.705^|^20130716^|^GTY^|^1^|^DWH^|^3091
2926^|^MMC^|^-4.805^|^20130403^|^GTY^|^0^|^DWH^|^3092
2927^|^MMC^|^-4.705^|^20130406^|^GTY^|^0^|^DWH^|^3093
2928^|^MMC^|^-4.805^|^20130705^|^GTY^|^1^|^DWH^|^3094
2929^|^MMC^|^-4.705^|^20130902^|^GTY^|^1^|^DWH^|^3095
2930^|^MMC^|^-4.705^|^20130305^|^GTY^|^0^|^DWH^|^3096
2931^|^MMC^|^-4.705^|^20130110^|^GTY^|^0^|^DWH^|^3097
2932^|^MMC^|^-4.805^|^20130721^|^GTY^|^1^|^DWH^|^3098
2933^|^MMC^|^-4.805^|^20130328^|^GTY^|^0^|^DWH^|^3099
2934^|^MMC^|^-4.705^|^20130523^|^GTY^|^1^|^DWH^|^3100
2935^|^MMC^|^-4.705^|^20130628^|^GTY^|^0^|^DWH^|^3101
2936^|^MMC^|^-4.805^|^20130208^|^GTY^|^1^|^DWH^|^3102
2937^|^MMC^|^-4.705^|^20130515^|^GTY^|^1^|^DWH^|^3103
2938^|^MMC^|^-4.705^|^20130626^|^GTY^|^1^|^DWH^|^3104
2939^|^MMC^|^-4.805^|^20130121^|^GTY^|^1^|^DWH^|^3105
2940^|^MMC^|^-4.705^|^20130914^|^GTY^|^0^|^DWH^|^3106
2941^|^MMC^|^-4.705^|^20130727^|^GTY^|^1^|^DWH^|^3107
2942^|^MMC^|^-4.705^|^20130709^|^GTY^|^0^|^DWH^|^3108
2943^|^MMC^|^-4.805^|^20131102^|^GTY^|^1^|^DWH^|^3109
2944^|^MMC^|^-4.705^|^20130721^|^GTY^|^0^|^DWH^|^3110
2945^|^MMC^|^-4.805^|^20130429^|^GTY^|^0^|^DWH^|^3111
2946^|^MMC^|^-4.705^|^20130711^|^GTY^|^1^|^DWH^|^3112
2947^|^MMC^|^-4.705^|^20130218^|^GTY^|^0^|^DWH^|^3113
2948^|^MMC^|^-4.805^|^20130614^|^GTY^|^0^|^DWH^|^3114
2949^|^MMC^|^-4.805^|^20130522^|^GTY^|^1^|^DWH^|^3115
2950^|^MMC^|^-4.705^|^20130622^|^GTY^|^1^|^DWH^|^3116
2951^|^MMC^|^-4.805^|^20130428^|^GTY^|^1^|^DWH^|^3117
2952^|^MMC^|^-4.805^|^20130915^|^GTY^|^0^|^DWH^|^3118
2953^|^MMC^|^-4.705^|^20130418^|^GTY^|^1^|^DWH^|^3119
2954^|^MMC^|^-4.805^|^20131007^|^GTY^|^1^|^DWH^|^3120
2955^|^MMC^|^-4.705^|^20130302^|^GTY^|^1^|^DWH^|^3121
2956^|^MMC^|^-4.705^|^20130424^|^GTY^|^0^|^DWH^|^3122
2957^|^MMC^|^-4.805^|^20130212^|^GTY^|^0^|^DWH^|^3123
2958^|^MMC^|^-4.805^|^20131111^|^GTY^|^0^|^DWH^|^3124
2959^|^MMC^|^-4.805^|^20130317^|^GTY^|^0^|^DWH^|^3125
2960^|^MMC^|^-4.705^|^20130629^|^GTY^|^0^|^DWH^|^3126
2961^|^MMC^|^-4.705^|^20130202^|^GTY^|^0^|^DWH^|^3127
2962^|^MMC^|^-4.705^|^20130503^|^GTY^|^0^|^DWH^|^3128
2963^|^MMC^|^-4.705^|^20130527^|^GTY^|^1^|^DWH^|^3129
2964^|^MMC^|^-4.805^|^20130819^|^GTY^|^1^|^DWH^|^3130
2965^|^MMC^|^-4.805^|^20130813^|^GTY^|^1^|^DWH^|^3131
2966^|^MMC^|^-4.805^|^20130830^|^GTY^|^0^|^DWH^|^3132
2967^|^MMC^|^-4.705^|^20130121^|^GTY^|^1^|^DWH^|^3133
2968^|^MMC^|^-4.805^|^20130915^|^GTY^|^1^|^DWH^|^3134
2969^|^MMC^|^-4.705^|^20130820^|^GTY^|^1^|^DWH^|^3135
2970^|^MMC^|^-4.805^|^20130720^|^GTY^|^0^|^DWH^|^3136
2971^|^MMC^|^-4.805^|^20130726^|^GTY^|^0^|^DWH^|^3137
2972^|^MMC^|^-4.805^|^20130625^|^GTY^|^0^|^DWH^|^3138
2973^|^MMC^|^-4.805^|^20130330^|^GTY^|^0^|^DWH^|^3139
2974^|^MMC^|^-4.805^|^20130809^|^GTY^|^0^|^DWH^|^3140
2975^|^MMC^|^-4.805^|^20131120^|^GTY^|^0^|^DWH^|^3141
2976^|^MMC^|^-4.805^|^20130125^|^GTY^|^1^|^DWH^|^3142
2977^|^MMC^|^-4.705^|^20130907^|^GTY^|^0^|^DWH^|^3143
2978^|^MMC^|^-4.705^|^20130422^|^GTY^|^0^|^DWH^|^3144
2979^|^MMC^|^-4.805^|^20130102^|^GTY^|^1^|^DWH^|^3145
2980^|^MMC^|^-4.805^|^20130109^|^GTY^|^0^|^DWH^|^3146
