contr_id^|^contr_valid_from_dt^|^contr_valid_until_dt^|^contr_subtype_cd^|^contr_ident_type_cd^|^contr_status_dt^|^contr_status_cd^|^contr_stat_rsn_cd^|^contr_sign_dt^|^contr_receive_dt^|^contr_orig_start_dt^|^contr_pl_expire_dt^|^contr_commit_per_start_dt^|^contr_next_subsidy_dt^|^contr_last_subsidy_dt^|^has_skeleton_contract^|^customer_id
2950^|^20110502^|^20230922^|^CON^|^SKEL^|^20161214^|^Pending^|^Statusreasoncode^|^20170629^|^20170528^|^20141224^|^20230301^|^20230330^|^20230212^|^20230305^|^1^|^89287464
2951^|^20110520^|^20230729^|^CON^|^CNPCN^|^20170905^|^Activated^|^Statusreasoncode^|^20170802^|^20171009^|^20151216^|^20230727^|^20230105^|^20230518^|^20230505^|^1^|^89287465
2952^|^20100518^|^20230228^|^SUB^|^SKEL^|^20171025^|^Pending^|^Statusreasoncode^|^20161130^|^20170321^|^20161020^|^20230903^|^20231110^|^20230322^|^20230306^|^1^|^89287466
2953^|^20110611^|^20231101^|^CON^|^SKEL^|^20170527^|^TerminatedUnkown^|^Statusreasoncode^|^20170512^|^20170214^|^20160131^|^20221129^|^20230807^|^20221230^|^20230304^|^1^|^89287467
2954^|^20110314^|^20230109^|^SUB^|^CNPCN^|^20170506^|^Pending^|^Statusreasoncode^|^20170601^|^20170523^|^20160324^|^20231002^|^20230802^|^20230102^|^20230911^|^1^|^89287468
2955^|^20100923^|^20231001^|^CON^|^MSUB^|^20170928^|^Activated^|^Statusreasoncode^|^20170902^|^20171003^|^20151118^|^20230508^|^20230715^|^20231027^|^20230729^|^1^|^89287469
2956^|^20110303^|^20230614^|^SUB^|^CID^|^20170223^|^Activated^|^Statusreasoncode^|^20170724^|^20170902^|^20160920^|^20230623^|^20230427^|^20230108^|^20221218^|^1^|^89287470
2957^|^20110820^|^20230811^|^CON^|^CID^|^20170715^|^TerminatedUnkown^|^Statusreasoncode^|^20171117^|^20170522^|^20150117^|^20230628^|^20230205^|^20230626^|^20230507^|^1^|^89287471
2958^|^20100630^|^20230103^|^SUB^|^CID^|^20170608^|^Activated^|^Statusreasoncode^|^20161120^|^20170710^|^20160309^|^20230718^|^20230106^|^20230801^|^20230627^|^1^|^89287472
2959^|^20110426^|^20221217^|^CON^|^CID^|^20170910^|^Activated^|^Statusreasoncode^|^20170323^|^20171013^|^20160906^|^20221125^|^20221220^|^20231008^|^20230923^|^1^|^89287473
2960^|^20110801^|^20230611^|^CON^|^SKEL^|^20170713^|^Pending^|^Statusreasoncode^|^20170603^|^20170413^|^20160731^|^20231025^|^20221214^|^20231117^|^20231014^|^1^|^89287474
2961^|^20111110^|^20230818^|^CON^|^CNPCN^|^20170322^|^TerminatedUnkown^|^Statusreasoncode^|^20170514^|^20171030^|^20160509^|^20230203^|^20230804^|^20221212^|^20230209^|^1^|^89287475
2962^|^20100524^|^20231106^|^SUB^|^CNPCN^|^20170321^|^Pending^|^Statusreasoncode^|^20170703^|^20161209^|^20150410^|^20221129^|^20230309^|^20231014^|^20230404^|^1^|^89287476
2963^|^20111104^|^20230218^|^CON^|^MSUB^|^20171119^|^Activated^|^Statusreasoncode^|^20170218^|^20170409^|^20150413^|^20231013^|^20230925^|^20221212^|^20230723^|^1^|^89287477
2964^|^20110418^|^20230530^|^SUB^|^CID^|^20170418^|^Activated^|^Statusreasoncode^|^20161229^|^20170616^|^20150427^|^20230524^|^20230901^|^20230604^|^20230823^|^1^|^89287478
2965^|^20110924^|^20230210^|^SUB^|^CNPCN^|^20171108^|^TerminatedUnkown^|^Statusreasoncode^|^20170509^|^20170730^|^20150310^|^20230405^|^20231001^|^20230406^|^20230808^|^1^|^89287479
2966^|^20110517^|^20221207^|^CON^|^MSUB^|^20170121^|^Activated^|^Statusreasoncode^|^20170404^|^20170715^|^20160321^|^20230115^|^20231016^|^20230420^|^20231118^|^1^|^89287480
2967^|^20111105^|^20230321^|^CON^|^CID^|^20170822^|^Pending^|^Statusreasoncode^|^20161203^|^20170801^|^20150726^|^20230715^|^20231111^|^20230301^|^20230306^|^1^|^89287481
2968^|^20100609^|^20230929^|^CON^|^MSUB^|^20170620^|^TerminatedUnkown^|^Statusreasoncode^|^20170208^|^20170922^|^20150228^|^20221231^|^20230320^|^20230306^|^20230404^|^1^|^89287482
2969^|^20110528^|^20230416^|^SUB^|^CNPCN^|^20171028^|^Activated^|^Statusreasoncode^|^20170202^|^20161127^|^20150601^|^20230419^|^20230209^|^20221203^|^20230815^|^1^|^89287483
2970^|^20111026^|^20230212^|^SUB^|^CNPCN^|^20170516^|^Pending^|^Statusreasoncode^|^20170922^|^20170802^|^20160129^|^20230426^|^20221121^|^20230411^|^20230309^|^1^|^89287484
2971^|^20100612^|^20231106^|^CON^|^CNPCN^|^20170911^|^Activated^|^Statusreasoncode^|^20170924^|^20161127^|^20161022^|^20230722^|^20230312^|^20230102^|^20230414^|^1^|^89287485
2972^|^20100614^|^20230214^|^SUB^|^CID^|^20170808^|^TerminatedUnkown^|^Statusreasoncode^|^20170727^|^20170807^|^20160110^|^20230619^|^20230421^|^20230517^|^20221215^|^1^|^89287486
2973^|^20110516^|^20230109^|^CON^|^CID^|^20171011^|^Pending^|^Statusreasoncode^|^20171015^|^20170920^|^20161021^|^20221121^|^20230426^|^20230110^|^20231113^|^1^|^89287487
2974^|^20100317^|^20221228^|^CON^|^CNPCN^|^20170129^|^TerminatedUnkown^|^Statusreasoncode^|^20171016^|^20171003^|^20150116^|^20230304^|^20230714^|^20230202^|^20230411^|^1^|^89287488
2975^|^20110326^|^20230829^|^CON^|^SKEL^|^20170118^|^Activated^|^Statusreasoncode^|^20161217^|^20171103^|^20160116^|^20230302^|^20230605^|^20221208^|^20230805^|^1^|^89287489
2976^|^20100219^|^20230320^|^CON^|^SKEL^|^20170629^|^TerminatedUnkown^|^Statusreasoncode^|^20170625^|^20170528^|^20150713^|^20230126^|^20230721^|^20230526^|^20231028^|^1^|^89287490
2977^|^20100519^|^20230625^|^CON^|^CNPCN^|^20170620^|^TerminatedUnkown^|^Statusreasoncode^|^20161211^|^20171031^|^20160221^|^20231117^|^20230722^|^20221206^|^20230610^|^1^|^89287491
2978^|^20100222^|^20230316^|^SUB^|^CNPCN^|^20171109^|^TerminatedUnkown^|^Statusreasoncode^|^20170211^|^20171017^|^20150721^|^20230424^|^20230108^|^20230920^|^20230810^|^1^|^89287492
2979^|^20110427^|^20230311^|^SUB^|^CID^|^20170609^|^Activated^|^Statusreasoncode^|^20161203^|^20170608^|^20141206^|^20230730^|^20230906^|^20230405^|^20221128^|^1^|^89287493
2980^|^20110420^|^20230406^|^SUB^|^CNPCN^|^20170407^|^Activated^|^Statusreasoncode^|^20161231^|^20170108^|^20150115^|^20230525^|^20230807^|^20230531^|^20230828^|^1^|^89287494
2981^|^20110328^|^20230908^|^SUB^|^CID^|^20170222^|^TerminatedUnkown^|^Statusreasoncode^|^20171108^|^20170711^|^20150208^|^20230212^|^20230912^|^20231007^|^20230720^|^1^|^89287495
2982^|^20100217^|^20230321^|^CON^|^CNPCN^|^20161211^|^Pending^|^Statusreasoncode^|^20170820^|^20170116^|^20150409^|^20230112^|^20230323^|^20231110^|^20231002^|^1^|^89287496
2983^|^20100408^|^20230709^|^SUB^|^CNPCN^|^20171022^|^TerminatedUnkown^|^Statusreasoncode^|^20170820^|^20170115^|^20160625^|^20230104^|^20230722^|^20230312^|^20230811^|^1^|^89287497
2984^|^20101112^|^20230409^|^SUB^|^CID^|^20170211^|^Pending^|^Statusreasoncode^|^20170902^|^20161227^|^20150315^|^20230709^|^20230302^|^20230516^|^20230424^|^1^|^89287498
2985^|^20110604^|^20230816^|^SUB^|^MSUB^|^20170701^|^Activated^|^Statusreasoncode^|^20171116^|^20170725^|^20141128^|^20221231^|^20230802^|^20230718^|^20230312^|^1^|^89287499
2986^|^20100428^|^20231004^|^CON^|^CID^|^20161222^|^Pending^|^Statusreasoncode^|^20170711^|^20170501^|^20150419^|^20230119^|^20221123^|^20230602^|^20230210^|^1^|^89287500
2987^|^20110923^|^20230508^|^CON^|^MSUB^|^20170302^|^Pending^|^Statusreasoncode^|^20170504^|^20170219^|^20150911^|^20221216^|^20230622^|^20230620^|^20230726^|^1^|^89287501
2988^|^20110927^|^20230905^|^SUB^|^CNPCN^|^20161206^|^Pending^|^Statusreasoncode^|^20171115^|^20161204^|^20150425^|^20230326^|^20231118^|^20221229^|^20230604^|^1^|^89287502
2989^|^20100921^|^20230325^|^CON^|^CID^|^20170606^|^Pending^|^Statusreasoncode^|^20170824^|^20170317^|^20150125^|^20230107^|^20231118^|^20230921^|^20230324^|^1^|^89287503
2990^|^20100812^|^20221206^|^SUB^|^CNPCN^|^20170905^|^Pending^|^Statusreasoncode^|^20170115^|^20170201^|^20141211^|^20221214^|^20231017^|^20230119^|^20230722^|^1^|^89287504
2991^|^20110310^|^20230612^|^CON^|^CNPCN^|^20161124^|^TerminatedUnkown^|^Statusreasoncode^|^20170627^|^20170913^|^20160723^|^20230516^|^20221225^|^20230303^|^20230127^|^1^|^89287505
2992^|^20100316^|^20221209^|^SUB^|^MSUB^|^20170504^|^Activated^|^Statusreasoncode^|^20161202^|^20170412^|^20150316^|^20230331^|^20230806^|^20230227^|^20230525^|^1^|^89287506
2993^|^20100808^|^20230620^|^SUB^|^CID^|^20170127^|^Pending^|^Statusreasoncode^|^20171113^|^20161210^|^20141127^|^20230719^|^20230803^|^20231117^|^20221216^|^1^|^89287507
2994^|^20100417^|^20230509^|^SUB^|^CID^|^20170206^|^Activated^|^Statusreasoncode^|^20170416^|^20171101^|^20151104^|^20230517^|^20231103^|^20230203^|^20230625^|^1^|^89287508
2995^|^20101126^|^20230313^|^SUB^|^CNPCN^|^20170716^|^Activated^|^Statusreasoncode^|^20170224^|^20170906^|^20161114^|^20230822^|^20230301^|^20230108^|^20231118^|^1^|^89287509
2996^|^20100929^|^20231114^|^SUB^|^CNPCN^|^20170102^|^Activated^|^Statusreasoncode^|^20170110^|^20170827^|^20160708^|^20230327^|^20230530^|^20230107^|^20230130^|^1^|^89287510
2997^|^20101027^|^20230812^|^CON^|^MSUB^|^20170513^|^Pending^|^Statusreasoncode^|^20170204^|^20170708^|^20150723^|^20230912^|^20230827^|^20230512^|^20230923^|^1^|^89287511
2998^|^20100913^|^20230401^|^CON^|^SKEL^|^20170202^|^Activated^|^Statusreasoncode^|^20171021^|^20170915^|^20150428^|^20230111^|^20231004^|^20230908^|^20230501^|^1^|^89287512
2999^|^20100129^|^20230530^|^SUB^|^CNPCN^|^20170922^|^TerminatedUnkown^|^Statusreasoncode^|^20170202^|^20170422^|^20160612^|^20221212^|^20230310^|^20230412^|^20230423^|^1^|^89287513
3000^|^20100902^|^20230918^|^CON^|^SKEL^|^20170704^|^Activated^|^Statusreasoncode^|^20170613^|^20161216^|^20150803^|^20221206^|^20230614^|^20230516^|^20230909^|^1^|^89287514
3001^|^20110828^|^20221215^|^CON^|^CID^|^20170225^|^TerminatedUnkown^|^Statusreasoncode^|^20170731^|^20170507^|^20151202^|^20230614^|^20230409^|^20230303^|^20230513^|^1^|^89287515
3002^|^20100924^|^20230428^|^SUB^|^CID^|^20170219^|^Activated^|^Statusreasoncode^|^20161129^|^20171102^|^20150811^|^20230923^|^20230712^|^20230202^|^20230727^|^1^|^89287516
3003^|^20100626^|^20230614^|^SUB^|^CID^|^20170413^|^Activated^|^Statusreasoncode^|^20170221^|^20161210^|^20160222^|^20230116^|^20230214^|^20230508^|^20230307^|^1^|^89287517
3004^|^20100803^|^20230620^|^CON^|^CID^|^20170718^|^Pending^|^Statusreasoncode^|^20170117^|^20170223^|^20160219^|^20230921^|^20230901^|^20230311^|^20221124^|^1^|^89287518
3005^|^20100204^|^20221202^|^SUB^|^MSUB^|^20171103^|^Pending^|^Statusreasoncode^|^20170123^|^20170720^|^20160905^|^20230718^|^20231113^|^20230428^|^20230309^|^1^|^89287519
3006^|^20100530^|^20230704^|^SUB^|^SKEL^|^20170210^|^TerminatedUnkown^|^Statusreasoncode^|^20170617^|^20170803^|^20150902^|^20221215^|^20230824^|^20230824^|^20230927^|^1^|^89287520
3007^|^20110225^|^20230521^|^CON^|^CNPCN^|^20170221^|^Activated^|^Statusreasoncode^|^20170911^|^20170919^|^20150724^|^20230109^|^20231101^|^20230403^|^20230619^|^1^|^89287521
3008^|^20110824^|^20230305^|^CON^|^CID^|^20171020^|^Pending^|^Statusreasoncode^|^20171118^|^20170525^|^20150401^|^20230120^|^20230915^|^20231007^|^20230915^|^1^|^89287522
3009^|^20100315^|^20231029^|^SUB^|^CID^|^20170702^|^Activated^|^Statusreasoncode^|^20170722^|^20171029^|^20160114^|^20230823^|^20230212^|^20221226^|^20231024^|^1^|^89287523
3010^|^20100327^|^20230911^|^CON^|^MSUB^|^20170428^|^Activated^|^Statusreasoncode^|^20170402^|^20161208^|^20160615^|^20230928^|^20230208^|^20230528^|^20221126^|^1^|^89287524
3011^|^20100723^|^20230225^|^CON^|^CNPCN^|^20170508^|^Activated^|^Statusreasoncode^|^20170403^|^20171103^|^20151002^|^20221121^|^20221127^|^20231030^|^20230313^|^1^|^89287525
3012^|^20110204^|^20230604^|^CON^|^MSUB^|^20170414^|^TerminatedUnkown^|^Statusreasoncode^|^20171012^|^20170917^|^20151029^|^20230126^|^20221221^|^20231111^|^20230807^|^1^|^89287526
3013^|^20100920^|^20230309^|^CON^|^CNPCN^|^20171109^|^TerminatedUnkown^|^Statusreasoncode^|^20170208^|^20171116^|^20150815^|^20230419^|^20230301^|^20230704^|^20230301^|^1^|^89287527
3014^|^20111010^|^20230313^|^CON^|^MSUB^|^20170602^|^Activated^|^Statusreasoncode^|^20161221^|^20170828^|^20150811^|^20230817^|^20221207^|^20230710^|^20230528^|^1^|^89287528
3015^|^20110423^|^20230707^|^SUB^|^SKEL^|^20170721^|^Pending^|^Statusreasoncode^|^20170205^|^20170410^|^20150829^|^20231022^|^20221124^|^20230121^|^20230912^|^1^|^89287529
3016^|^20100901^|^20231031^|^SUB^|^SKEL^|^20161217^|^Pending^|^Statusreasoncode^|^20170412^|^20170623^|^20160721^|^20230719^|^20230212^|^20230808^|^20230801^|^1^|^89287530
3017^|^20100603^|^20230626^|^CON^|^CID^|^20171016^|^TerminatedUnkown^|^Statusreasoncode^|^20170117^|^20170217^|^20160318^|^20230206^|^20230525^|^20221123^|^20230730^|^1^|^89287531
3018^|^20101020^|^20230502^|^SUB^|^SKEL^|^20170414^|^Pending^|^Statusreasoncode^|^20170429^|^20170205^|^20150722^|^20230602^|^20230616^|^20230223^|^20230402^|^1^|^89287532
3019^|^20100607^|^20230227^|^SUB^|^MSUB^|^20170406^|^Activated^|^Statusreasoncode^|^20170227^|^20170522^|^20150928^|^20230915^|^20230912^|^20230714^|^20230501^|^1^|^89287533
3020^|^20100421^|^20230707^|^CON^|^MSUB^|^20170417^|^Activated^|^Statusreasoncode^|^20170628^|^20170815^|^20150623^|^20230222^|^20230406^|^20231116^|^20230525^|^1^|^89287534
3021^|^20100619^|^20230802^|^SUB^|^SKEL^|^20170212^|^Pending^|^Statusreasoncode^|^20161225^|^20170213^|^20151127^|^20230508^|^20230605^|^20230119^|^20231009^|^1^|^89287535
3022^|^20101201^|^20230302^|^SUB^|^MSUB^|^20170730^|^Pending^|^Statusreasoncode^|^20170108^|^20170623^|^20160305^|^20221216^|^20230701^|^20230604^|^20221218^|^1^|^89287536
3023^|^20100212^|^20230514^|^CON^|^MSUB^|^20170529^|^Pending^|^Statusreasoncode^|^20161219^|^20170205^|^20160418^|^20230403^|^20231106^|^20231111^|^20230608^|^1^|^89287537
3024^|^20110802^|^20230420^|^SUB^|^CNPCN^|^20170818^|^TerminatedUnkown^|^Statusreasoncode^|^20170117^|^20170817^|^20160104^|^20230524^|^20221221^|^20230618^|^20230222^|^1^|^89287538
3025^|^20100608^|^20230125^|^CON^|^CID^|^20170706^|^Activated^|^Statusreasoncode^|^20170116^|^20170330^|^20150328^|^20231025^|^20230115^|^20230105^|^20221129^|^1^|^89287539
3026^|^20110421^|^20230704^|^SUB^|^CID^|^20170807^|^Pending^|^Statusreasoncode^|^20170823^|^20170105^|^20150303^|^20230111^|^20230420^|^20230901^|^20231101^|^1^|^89287540
3027^|^20110906^|^20221127^|^SUB^|^CID^|^20161223^|^Pending^|^Statusreasoncode^|^20170928^|^20170203^|^20151228^|^20230812^|^20221210^|^20230124^|^20230328^|^1^|^89287541
3028^|^20110730^|^20221218^|^SUB^|^MSUB^|^20171112^|^TerminatedUnkown^|^Statusreasoncode^|^20170828^|^20171007^|^20161101^|^20230926^|^20230610^|^20230312^|^20230315^|^1^|^89287542
3029^|^20100730^|^20230806^|^SUB^|^MSUB^|^20170226^|^TerminatedUnkown^|^Statusreasoncode^|^20161219^|^20170105^|^20150820^|^20230727^|^20230619^|^20230915^|^20230517^|^1^|^89287543
3030^|^20110206^|^20231113^|^SUB^|^SKEL^|^20170627^|^Activated^|^Statusreasoncode^|^20170514^|^20170309^|^20160224^|^20221218^|^20230721^|^20230930^|^20230130^|^1^|^89287544
3031^|^20110307^|^20230131^|^SUB^|^CNPCN^|^20170704^|^TerminatedUnkown^|^Statusreasoncode^|^20170221^|^20170420^|^20150509^|^20231104^|^20231014^|^20231025^|^20230427^|^1^|^89287545
3032^|^20111030^|^20231007^|^SUB^|^SKEL^|^20170302^|^Pending^|^Statusreasoncode^|^20170405^|^20170422^|^20160326^|^20221204^|^20231006^|^20230821^|^20230809^|^1^|^89287546
3033^|^20110511^|^20231024^|^SUB^|^SKEL^|^20170107^|^TerminatedUnkown^|^Statusreasoncode^|^20170523^|^20171003^|^20150512^|^20230802^|^20230721^|^20231110^|^20231108^|^1^|^89287547
3034^|^20110212^|^20230816^|^SUB^|^MSUB^|^20170523^|^Activated^|^Statusreasoncode^|^20170815^|^20170816^|^20151222^|^20230201^|^20230716^|^20230805^|^20231030^|^1^|^89287548
3035^|^20110109^|^20230806^|^CON^|^CID^|^20170506^|^Activated^|^Statusreasoncode^|^20170304^|^20161121^|^20160820^|^20230310^|^20221215^|^20231015^|^20230505^|^1^|^89287549
3036^|^20110527^|^20230226^|^CON^|^SKEL^|^20170525^|^Pending^|^Statusreasoncode^|^20161128^|^20170115^|^20160517^|^20230312^|^20231003^|^20230707^|^20221230^|^1^|^89287550
3037^|^20100123^|^20230629^|^CON^|^CNPCN^|^20170116^|^Activated^|^Statusreasoncode^|^20170118^|^20171103^|^20150605^|^20230530^|^20231024^|^20231101^|^20230216^|^1^|^89287551
3038^|^20101213^|^20230225^|^CON^|^CNPCN^|^20161125^|^TerminatedUnkown^|^Statusreasoncode^|^20170601^|^20170710^|^20160423^|^20221228^|^20230314^|^20230426^|^20230504^|^1^|^89287552
3039^|^20100606^|^20230317^|^CON^|^CNPCN^|^20170814^|^TerminatedUnkown^|^Statusreasoncode^|^20170826^|^20170125^|^20150502^|^20231005^|^20230713^|^20230804^|^20230811^|^1^|^89287553
3040^|^20110822^|^20221126^|^SUB^|^CNPCN^|^20170929^|^Activated^|^Statusreasoncode^|^20170215^|^20171105^|^20151004^|^20231105^|^20230102^|^20230505^|^20230504^|^1^|^89287554
3041^|^20101210^|^20230118^|^CON^|^CID^|^20170929^|^TerminatedUnkown^|^Statusreasoncode^|^20170609^|^20161208^|^20160701^|^20230113^|^20230519^|^20230511^|^20231005^|^1^|^89287555
3042^|^20110530^|^20231107^|^SUB^|^MSUB^|^20170110^|^Activated^|^Statusreasoncode^|^20170428^|^20170903^|^20151023^|^20230410^|^20221231^|^20230720^|^20230805^|^1^|^89287556
3043^|^20111112^|^20221208^|^SUB^|^CNPCN^|^20161219^|^TerminatedUnkown^|^Statusreasoncode^|^20170914^|^20161227^|^20160715^|^20230127^|^20230108^|^20230703^|^20230528^|^1^|^89287557
3044^|^20110906^|^20230730^|^SUB^|^CNPCN^|^20170920^|^Activated^|^Statusreasoncode^|^20170523^|^20170319^|^20160601^|^20230529^|^20230309^|^20230129^|^20230828^|^1^|^89287558
3045^|^20110726^|^20230203^|^CON^|^SKEL^|^20161220^|^Activated^|^Statusreasoncode^|^20170103^|^20170412^|^20150812^|^20230816^|^20230604^|^20221227^|^20230309^|^1^|^89287559
3046^|^20100723^|^20230220^|^CON^|^CID^|^20170109^|^Activated^|^Statusreasoncode^|^20170110^|^20170909^|^20160503^|^20230414^|^20221128^|^20230927^|^20230219^|^1^|^89287560
3047^|^20110507^|^20230109^|^SUB^|^CID^|^20170529^|^TerminatedUnkown^|^Statusreasoncode^|^20171104^|^20170430^|^20160417^|^20230705^|^20231113^|^20230504^|^20230115^|^1^|^89287561
3048^|^20101012^|^20230804^|^SUB^|^MSUB^|^20170323^|^Activated^|^Statusreasoncode^|^20171107^|^20170614^|^20151127^|^20231101^|^20230710^|^20230714^|^20230721^|^1^|^89287562
3049^|^20100524^|^20230510^|^CON^|^CNPCN^|^20170114^|^Activated^|^Statusreasoncode^|^20170619^|^20170829^|^20150810^|^20230403^|^20230912^|^20231012^|^20230312^|^1^|^89287563
3050^|^20101230^|^20230309^|^CON^|^SKEL^|^20161127^|^TerminatedUnkown^|^Statusreasoncode^|^20170122^|^20170506^|^20151004^|^20231016^|^20230411^|^20230819^|^20230526^|^1^|^89287564
3051^|^20100825^|^20230820^|^SUB^|^CNPCN^|^20170820^|^Activated^|^Statusreasoncode^|^20170202^|^20170922^|^20160104^|^20230726^|^20230615^|^20230628^|^20230429^|^1^|^89287565
3052^|^20101113^|^20230205^|^SUB^|^MSUB^|^20171029^|^Pending^|^Statusreasoncode^|^20171005^|^20170429^|^20160805^|^20230530^|^20230320^|^20221123^|^20230706^|^1^|^89287566
3053^|^20101019^|^20221226^|^CON^|^SKEL^|^20170716^|^Pending^|^Statusreasoncode^|^20170119^|^20170209^|^20160530^|^20230103^|^20230826^|^20230615^|^20231014^|^1^|^89287567
3054^|^20111115^|^20231030^|^SUB^|^CID^|^20170501^|^TerminatedUnkown^|^Statusreasoncode^|^20170522^|^20170304^|^20151216^|^20231021^|^20230612^|^20230304^|^20230501^|^1^|^89287568
3055^|^20110725^|^20230920^|^SUB^|^SKEL^|^20170205^|^TerminatedUnkown^|^Statusreasoncode^|^20170726^|^20170816^|^20141213^|^20230319^|^20230103^|^20230218^|^20230208^|^1^|^89287569
3056^|^20101106^|^20230203^|^CON^|^CNPCN^|^20170830^|^TerminatedUnkown^|^Statusreasoncode^|^20170815^|^20170327^|^20150711^|^20230630^|^20230429^|^20231024^|^20231016^|^1^|^89287570
3057^|^20110117^|^20230415^|^SUB^|^MSUB^|^20171102^|^Activated^|^Statusreasoncode^|^20170326^|^20170611^|^20150610^|^20231112^|^20221124^|^20231027^|^20230704^|^1^|^89287571
3058^|^20100809^|^20230329^|^CON^|^CNPCN^|^20170728^|^TerminatedUnkown^|^Statusreasoncode^|^20170314^|^20170807^|^20160823^|^20230705^|^20230523^|^20230905^|^20230823^|^1^|^89287572
3059^|^20100412^|^20230730^|^SUB^|^CID^|^20170422^|^Pending^|^Statusreasoncode^|^20170329^|^20171023^|^20161025^|^20221219^|^20230625^|^20230802^|^20230116^|^1^|^89287573
3060^|^20110220^|^20221216^|^SUB^|^SKEL^|^20171023^|^Activated^|^Statusreasoncode^|^20170612^|^20161231^|^20150525^|^20230917^|^20231017^|^20230514^|^20230915^|^1^|^89287574
3061^|^20100927^|^20230805^|^CON^|^CID^|^20170121^|^Pending^|^Statusreasoncode^|^20170825^|^20170311^|^20160126^|^20230422^|^20230621^|^20230111^|^20230707^|^1^|^89287575
3062^|^20110406^|^20230807^|^CON^|^CID^|^20170826^|^Activated^|^Statusreasoncode^|^20170506^|^20170305^|^20150911^|^20231028^|^20230425^|^20230617^|^20231023^|^1^|^89287576
3063^|^20110929^|^20230113^|^SUB^|^MSUB^|^20170417^|^Activated^|^Statusreasoncode^|^20170729^|^20170117^|^20150719^|^20230304^|^20230110^|^20230713^|^20230215^|^1^|^89287577
3064^|^20110113^|^20230131^|^SUB^|^MSUB^|^20161126^|^Pending^|^Statusreasoncode^|^20161230^|^20170424^|^20150922^|^20221127^|^20230411^|^20230506^|^20231116^|^1^|^89287578
3065^|^20100623^|^20230804^|^CON^|^CNPCN^|^20170530^|^Pending^|^Statusreasoncode^|^20171117^|^20170518^|^20150202^|^20230411^|^20230715^|^20230113^|^20230318^|^1^|^89287579
3066^|^20100827^|^20230106^|^SUB^|^CNPCN^|^20170101^|^Activated^|^Statusreasoncode^|^20171115^|^20170529^|^20141121^|^20230504^|^20231024^|^20230812^|^20230220^|^1^|^89287580
3067^|^20101218^|^20230814^|^CON^|^CID^|^20170711^|^TerminatedUnkown^|^Statusreasoncode^|^20170224^|^20170928^|^20151013^|^20230630^|^20221213^|^20231023^|^20230615^|^1^|^89287581
3068^|^20100621^|^20230504^|^SUB^|^MSUB^|^20170926^|^Pending^|^Statusreasoncode^|^20161231^|^20170410^|^20150906^|^20230427^|^20230623^|^20230828^|^20230507^|^1^|^89287582
3069^|^20110520^|^20230615^|^CON^|^CNPCN^|^20170909^|^Pending^|^Statusreasoncode^|^20170111^|^20170227^|^20150122^|^20230503^|^20230201^|^20221205^|^20230508^|^1^|^89287583
3070^|^20110922^|^20230731^|^CON^|^CNPCN^|^20171112^|^TerminatedUnkown^|^Statusreasoncode^|^20170412^|^20170920^|^20150608^|^20230822^|^20230225^|^20230129^|^20230730^|^1^|^89287584
3071^|^20100602^|^20230514^|^CON^|^CNPCN^|^20170108^|^Activated^|^Statusreasoncode^|^20170924^|^20170815^|^20160624^|^20230104^|^20231020^|^20230521^|^20230602^|^1^|^89287585
3072^|^20101018^|^20230802^|^CON^|^CID^|^20170329^|^Pending^|^Statusreasoncode^|^20170809^|^20170617^|^20160815^|^20230825^|^20230812^|^20230811^|^20230721^|^1^|^89287586
3073^|^20110704^|^20230225^|^CON^|^MSUB^|^20170104^|^Pending^|^Statusreasoncode^|^20170310^|^20161123^|^20160924^|^20230714^|^20221212^|^20231031^|^20230104^|^1^|^89287587
3074^|^20111013^|^20231011^|^CON^|^CNPCN^|^20170523^|^TerminatedUnkown^|^Statusreasoncode^|^20170629^|^20170328^|^20150908^|^20230203^|^20230508^|^20230726^|^20230410^|^1^|^89287588
3075^|^20100506^|^20231118^|^SUB^|^CID^|^20170319^|^TerminatedUnkown^|^Statusreasoncode^|^20171108^|^20170604^|^20160822^|^20230609^|^20221130^|^20230117^|^20230924^|^1^|^89287589
3076^|^20100206^|^20230401^|^CON^|^MSUB^|^20170905^|^Activated^|^Statusreasoncode^|^20170803^|^20170928^|^20150304^|^20230317^|^20230825^|^20230407^|^20221219^|^1^|^89287590
3077^|^20100926^|^20230302^|^CON^|^CNPCN^|^20170627^|^Activated^|^Statusreasoncode^|^20170804^|^20170531^|^20150107^|^20231008^|^20230823^|^20230416^|^20231010^|^1^|^89287591
3078^|^20110201^|^20231119^|^CON^|^SKEL^|^20170917^|^Pending^|^Statusreasoncode^|^20170219^|^20171004^|^20161106^|^20230815^|^20230307^|^20230817^|^20230831^|^1^|^89287592
3079^|^20100628^|^20230319^|^CON^|^CNPCN^|^20170219^|^Pending^|^Statusreasoncode^|^20170104^|^20170430^|^20150401^|^20231002^|^20230316^|^20231020^|^20230324^|^1^|^89287593
3080^|^20100719^|^20230703^|^CON^|^SKEL^|^20170111^|^Activated^|^Statusreasoncode^|^20170115^|^20170929^|^20151211^|^20231105^|^20230816^|^20230103^|^20230417^|^1^|^89287594
3081^|^20110519^|^20230910^|^CON^|^MSUB^|^20170716^|^Pending^|^Statusreasoncode^|^20170214^|^20170504^|^20160207^|^20230209^|^20230322^|^20230403^|^20230211^|^1^|^89287595
